,close,Stage
1995-01-06,0.375,
1995-01-13,0.40066999197006226,bad sector
1995-01-20,0.38058000802993774,bad sector
1995-01-27,0.3560270071029663,bad sector
1995-02-03,0.36160698533058167,bad sector
1995-02-10,0.390625,bad sector
1995-02-17,0.3794640004634857,bad sector
1995-02-24,0.3482140004634857,bad sector
1995-03-03,0.359375,bad sector
1995-03-10,0.3526790142059326,bad sector
1995-03-17,0.313616007566452,bad sector
1995-03-24,0.3370540142059326,bad sector
1995-03-31,0.31473198533058167,bad sector
1995-04-07,0.328125,bad sector
1995-04-21,0.34933000802993774,bad sector
1995-04-28,0.34151801466941833,bad sector
1995-05-05,0.3470979928970337,bad sector
1995-05-12,0.389508992433548,bad sector
1995-05-19,0.3816959857940674,bad sector
1995-05-26,0.38113799691200256,bad sector
1995-06-02,0.376116007566452,bad sector
1995-06-09,0.38839301466941833,bad sector
1995-06-16,0.391741007566452,bad sector
1995-06-23,0.43526801466941833,bad sector
1995-06-30,0.4146209955215454,bad sector
1995-07-07,0.4341520071029663,bad sector
1995-07-14,0.43526801466941833,bad sector
1995-07-21,0.390625,bad sector
1995-07-28,0.40625,bad sector
1995-08-04,0.3950890004634857,bad sector
1995-08-11,0.38448700308799744,bad sector
1995-08-18,0.40066999197006226,bad sector
1995-08-25,0.3995540142059326,bad sector
1995-09-01,0.3833709955215454,bad sector
1995-09-08,0.3995540142059326,bad sector
1995-09-15,0.3203130066394806,bad sector
1995-09-22,0.33091500401496887,bad sector
1995-09-29,0.3325890004634857,bad sector
1995-10-06,0.31863799691200256,bad sector
1995-10-13,0.3214290142059326,bad sector
1995-10-20,0.313616007566452,bad sector
1995-10-27,0.31026801466941833,bad sector
1995-11-03,0.32589301466941833,bad sector
1995-11-10,0.3549109995365143,bad sector
1995-11-17,0.358258992433548,bad sector
1995-11-24,0.3588170111179352,bad sector
1995-12-01,0.3359380066394806,bad sector
1995-12-08,0.3515630066394806,bad sector
1995-12-15,0.31473198533058167,bad sector
1995-12-22,0.2879459857940674,bad sector
1995-12-29,0.2845979928970337,bad sector
1996-01-05,0.3058040142059326,bad sector
1996-01-12,0.30245500802993774,bad sector
1996-01-19,0.266741007566452,bad sector
1996-01-26,0.2734380066394806,bad sector
1996-02-02,0.2611609995365143,bad sector
1996-02-09,0.24776799976825714,bad sector
1996-02-16,0.24553599953651428,bad sector
1996-02-23,0.266741007566452,bad sector
1996-03-01,0.23995499312877655,bad sector
1996-03-08,0.23214299976825714,bad sector
1996-03-15,0.2310270071029663,bad sector
1996-03-22,0.2265630066394806,bad sector
1996-03-29,0.219308003783226,bad sector
1996-04-12,0.22767899930477142,bad sector
