,close,volume,ticker,fiveYearHigh,WMA30,WMA30Slope,volumePerc,percent,RS,peak,trough,support,initialSupport,Stage,secondBuy
2003-06-16,35.560001373291016,13407999,CIEN,1046.5,36.59810774608325,0.9955528640853547,1.2497831680701244,0.910394268383378,-0.17619329938417272,266.0,17.219999313354492,0.0,0.0,resistance,False
2003-06-23,36.400001525878906,7897957,CIEN,1046.5,36.496344392017654,0.9972194367323134,-0.41095185045881943,0.7819549328133872,-0.2880466957965204,244.16000366210938,17.219999313354492,0.0,0.0,resistance,False
2003-06-30,38.56999969482422,7264971,CIEN,1046.5,36.55640887188655,1.0016457670177519,-0.08014553637098809,0.924496609930209,-0.11812813320891746,244.16000366210938,17.219999313354492,0.0,0.0,resistance,False
2003-07-07,45.0099983215332,16489786,CIEN,1046.5,37.03873133095362,1.0131939234172969,1.269766252336038,1.095400295799182,0.014861360101707355,244.16000366210938,17.219999313354492,0.0,0.0,resistance,False
2003-07-14,38.849998474121094,8960985,CIEN,1046.5,37.11520434143723,1.0020646768324837,-0.4565736025925382,1.041275718149196,-0.08088558572008764,244.16000366210938,17.219999313354492,0.0,0.0,resistance,False
2003-07-21,40.880001068115234,7997257,CIEN,1046.5,37.31933343948857,1.005499878060039,-0.10754710559162861,1.0895522539807514,-0.019385627718949694,244.16000366210938,17.219999313354492,0.0,0.0,resistance,False
2003-07-28,40.38999938964844,5371342,CIEN,1046.5,37.484623718261716,1.0044290790734824,-0.3283519586778316,1.0158450979555007,-0.12498191235242628,210.13999938964844,17.219999313354492,0.0,0.0,resistance,False
2003-08-04,36.68000030517578,6377828,CIEN,1046.5,37.40920437638478,0.9979879925581274,0.1873807327852146,0.7138964488643852,-0.3648629425481037,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-08-11,38.709999084472656,3989114,CIEN,1046.5,37.49636560255481,1.0023299406555959,-0.37453408903469954,0.8919354314167557,-0.16199043847585093,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-08-18,41.02000045776367,11241257,CIEN,1046.5,37.7426452021445,1.006568092550626,1.817983391800786,0.9184953111937961,-0.18007634788651128,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-08-25,45.5,7667642,CIEN,1046.5,38.28578498594223,1.0143906125521607,-0.3179017257589609,1.120689697291546,-0.03215447430467422,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-09-01,48.5099983215332,9429700,CIEN,1046.5,39.012580572148806,1.0189834317481916,0.22980441705546495,1.2692306847770627,0.0912360658851521,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-09-08,48.439998626708984,12485371,CIEN,1046.5,39.7127310229886,1.0179467864102185,0.32404753067435865,1.2247787499656388,-0.006271415328560126,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-09-15,47.529998779296875,9526356,CIEN,1046.5,40.3350535279961,1.0156706045889228,-0.2369985641596073,1.2715355115342541,0.05145863073487633,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-09-22,40.599998474121094,8502785,CIEN,1046.5,40.48845128705425,1.0038030880249527,-0.10744622602808462,1.0701106996229441,-0.1516963316427411,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-09-29,43.68000030517578,6848457,CIEN,1046.5,40.834838411884924,1.008555208061056,-0.1945630755099652,1.1818182193496396,-0.003285444268909421,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-10-06,45.08000183105469,9453085,CIEN,1046.5,41.25709660027617,1.010340635712381,0.3803233341466552,1.3196721906446336,0.07722752683391754,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-10-13,44.16999816894531,5112000,CIEN,1046.5,41.5971609997493,1.008242567400413,-0.4592241580394125,1.267068198381763,0.021301478996247347,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-10-20,41.86000061035156,7923685,CIEN,1046.5,41.768171798541985,1.0041111170734396,0.550016627543036,1.3498871429018677,0.1896598889893022,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-10-27,44.869998931884766,6647100,CIEN,1046.5,42.11004270327989,1.008184962137841,-0.1611100138382583,1.3494736520867598,0.1579159981438676,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-11-03,48.29999923706055,6962514,CIEN,1046.5,42.64821470527239,1.0127801343205616,0.047451369770275864,1.575342448709678,0.37979145579193707,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-11-10,45.0099983215332,7155814,CIEN,1046.5,42.9361931011241,1.006752413854644,0.02776296033300607,1.4194260366148392,0.20646971305835438,138.6699981689453,17.219999313354492,0.0,0.0,resistance,False
2003-11-17,46.970001220703125,8670929,CIEN,1046.5,43.32202114802535,1.0089860795528038,0.21173202657307755,1.5900473854086414,0.4146070717290087,130.05999755859375,17.219999313354492,0.0,0.0,resistance,False
2003-11-24,49.560001373291016,7133814,CIEN,1046.5,43.83746210734049,1.0118978973200248,-0.17727223922603907,1.3283301942939452,0.1764960668265494,130.05999755859375,17.219999313354492,0.0,0.0,resistance,False
2003-12-01,48.5099983215332,6526029,CIEN,1046.5,44.25881684826266,1.0096117503310396,-0.08519776377685206,1.2833333148317148,0.14558179697531592,115.29000091552734,17.219999313354492,0.0,0.0,resistance,False
2003-12-08,41.29999923706055,14240957,CIEN,1046.5,44.191978101832895,0.9984898207591288,1.1821780136128726,1.082568744041723,-0.05465930209105063,115.29000091552734,17.219999313354492,0.0,0.0,resistance,False
2003-12-15,41.650001525878906,11382600,CIEN,1046.5,44.14094595960391,0.9988452170637986,-0.20071382843161456,1.2217659530493463,0.08426724656420403,115.29000091552734,17.219999313354492,0.0,0.0,resistance,False
2003-12-22,43.119998931884766,3407586,CIEN,1046.5,44.16849429222845,1.0006240992807394,-0.7006320172895473,1.0713043212890625,-0.09525883461880746,115.29000091552734,17.219999313354492,0.0,0.0,resistance,False
2003-12-29,46.689998626708984,6766800,CIEN,1046.5,44.42019314509566,1.0056986061422406,0.9858046135886225,1.1701753594276463,0.03287631719418749,102.4800033569336,17.219999313354492,0.0,0.0,resistance,False
2004-01-05,48.720001220703125,9094172,CIEN,1046.5,44.788257762949954,1.0082859751791722,0.34393982384583555,1.315690057433705,0.1934741654056713,94.77999877929688,17.219999313354492,0.0,0.0,resistance,False
2004-01-12,55.790000915527344,12942500,CIEN,1046.5,45.58731160317698,1.0178406993291895,0.4231641979060876,1.568897602952035,0.43411239748740016,93.94000244140625,17.219999313354492,0.0,0.0,resistance,False
2004-01-19,51.45000076293945,10019500,CIEN,1046.5,46.06286005819997,1.0104315968259434,-0.2258450840254974,1.4134615001694606,0.2686976145626414,84.0,17.219999313354492,0.0,0.0,resistance,False
2004-01-26,50.75,7766229,CIEN,1046.5,46.46088158392137,1.0086408339651185,-0.22488856729377715,1.3157894840950761,0.14643208198628654,66.22000122070312,17.219999313354492,0.0,0.0,resistance,False
2004-02-02,43.189998626708984,15499914,CIEN,1046.5,46.34496753651609,0.9975051259585785,0.9958095492677335,0.9595645464853636,-0.1879752636746833,64.88999938964844,17.219999313354492,0.0,0.0,resistance,False
2004-02-09,42.0,6520929,CIEN,1046.5,46.15619336200017,0.9959267600227105,-0.5792925689781246,1.0810811235417987,-0.06380836389962519,64.88999938964844,17.219999313354492,0.0,0.0,resistance,False
2004-02-16,42.41999816894531,10769572,CIEN,1046.5,45.98774164671539,0.9963503984402783,0.6515395275734486,1.0376711609734084,-0.11584437293827143,64.88999938964844,17.219999313354492,0.0,0.0,resistance,False
2004-02-23,40.11000061035156,10047015,CIEN,1046.5,45.66694600915396,0.9930243228722595,-0.06709245269914166,0.9930676211060148,-0.15255459396022286,64.88999938964844,17.219999313354492,0.0,0.0,resistance,False
2004-03-01,40.66999816894531,6321229,CIEN,1046.5,45.38288139425298,0.9937796450228129,-0.3708351186894814,1.1087785668095134,-0.05934867176368308,63.0,17.219999313354492,0.0,0.0,resistance,False
2004-03-08,39.47999954223633,8280129,CIEN,1046.5,45.01346203383579,0.9918599403769023,0.30989226936723857,1.0198915132000748,-0.16348797469500553,63.0,17.219999313354492,0.0,0.0,resistance,False
2004-03-15,35.41999816894531,12658385,CIEN,1046.5,44.38045118598528,0.9859372992156282,0.528766641196049,0.8634811743948074,-0.267642172047281,63.0,17.219999313354492,0.0,0.0,resistance,False
2004-03-22,34.650001525878906,6565143,CIEN,1046.5,43.70980615103117,0.9848887287751168,-0.48136014191383814,0.7615384950742616,-0.3559972349171123,60.47999954223633,17.219999313354492,0.0,0.0,resistance,False
2004-03-29,37.099998474121094,6566029,CIEN,1046.5,43.220558765370356,0.9888069193450479,0.00013495517157813275,0.7647907597979178,-0.3344642553892705,60.47999954223633,17.219999313354492,0.0,0.0,resistance,False
2004-04-05,37.029998779296875,4744200,CIEN,1046.5,42.75133290444651,0.989143456856467,-0.2774628317968135,0.7644508635241614,-0.35344733620198454,60.47999954223633,17.219999313354492,0.0,0.0,resistance,False
2004-04-12,33.7400016784668,6102400,CIEN,1046.5,42.09438680013021,0.984633318783659,0.2862864128830993,0.7098675056807128,-0.4086151041263041,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-04-19,35.0,7630714,CIEN,1046.5,41.548386817850094,0.9870291498751936,0.2504447430519141,0.8620689979165739,-0.23274910990532582,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-04-26,28.90999984741211,5709871,CIEN,1046.5,40.62152660739037,0.9776920289463195,-0.2517251989787588,0.6618589662415014,-0.4823452806568399,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-05-03,26.530000686645508,11355213,CIEN,1046.5,39.57288150582262,0.9741849903450707,0.9886986938934348,0.5885093080978878,-0.4866958917644726,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-05-10,26.389999389648438,5002500,CIEN,1046.5,38.5550965380925,0.974280746587019,-0.5594534422207669,0.5974643532632633,-0.46095220180607765,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-05-17,22.540000915527344,9879800,CIEN,1046.5,37.3271611285466,0.9681511519927671,0.9749725137431284,0.5384615524815216,-0.5157854626788433,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-05-24,25.1299991607666,9287914,CIEN,1046.5,36.307870766424365,0.9726930650147215,-0.05990870260531589,0.5600623971245327,-0.5027711084944553,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-05-31,23.65999984741211,4918500,CIEN,1046.5,35.23619335133542,0.9704836061033913,-0.47044083310848916,0.4898550770422748,-0.5767380793707532,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-06-07,23.729999542236328,5832913,CIEN,1046.5,34.22202129158922,0.9712178881062995,0.1859129816000813,0.5272161836736544,-0.5385732046082627,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-06-14,21.6299991607666,6867242,CIEN,1046.5,33.11812877449938,0.9677432110837607,0.1773263204851503,0.46050667657280525,-0.6214850377309395,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-06-21,26.31999969482422,19374328,CIEN,1046.5,32.371311565112045,0.9774498971704471,1.8212676937844918,0.5310734254541133,-0.5652676488561047,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-06-28,24.290000915527344,13909215,CIEN,1046.5,31.543505190777523,0.9744277777355588,-0.2820801320179982,0.5007215369196417,-0.5713159853412916,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-07-05,23.729999542236328,6894785,CIEN,1046.5,30.731655711512413,0.9742625470963046,-0.5043009256812839,0.5745762707167853,-0.48560272587559583,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-07-12,21.559999465942383,7320100,CIEN,1046.5,29.817591172905377,0.9702565801469454,0.06168647753338208,0.5176470270366316,-0.5183539071227472,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-07-19,20.649999618530273,8683970,CIEN,1046.5,28.88802127222861,0.9688247821466729,0.1863184929167634,0.4788961069120246,-0.5327971490807355,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-07-26,19.739999771118164,8146500,CIEN,1046.5,27.94806428314537,0.9674620500924768,-0.06189219907484711,0.4227886132304555,-0.5683692006495522,55.790000915527344,17.219999313354492,0.0,0.0,resistance,False
2004-08-02,14.350000381469727,18528071,CIEN,1046.5,26.718322384742,0.9559990314196826,1.27435966365924,0.29454023033504817,-0.6993613196390286,55.790000915527344,14.350000381469727,0.0,0.0,resistance,False
2004-08-09,11.970000267028809,10352243,CIEN,1046.5,25.408946072157992,0.9509933186025276,-0.4412670914311587,0.21455458093920457,-0.7338436011830536,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-08-16,14.489999771118164,10736686,CIEN,1046.5,24.35638693327545,0.9585752539324766,0.037136203236342036,0.2816326444363364,-0.6525418288453935,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-08-23,12.949999809265137,6562385,CIEN,1046.5,23.28395683124501,0.955969245152478,-0.38878858895566104,0.255172410034781,-0.706984244168392,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-08-30,12.600000381469727,7978914,CIEN,1046.5,22.27023644396054,0.9564627097262031,0.21585582071152487,0.29173421583944675,-0.6876138827427469,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-09-06,14.0,5199685,CIEN,1046.5,21.412623555173155,0.9614906248999454,-0.3483217139575636,0.3333333333333333,-0.641175745883757,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-09-13,13.300000190734863,6810272,CIEN,1046.5,20.570064442132107,0.9606512900733506,0.3097470327529457,0.3135313711652039,-0.6673642279925631,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-09-20,12.949999809265137,4080243,CIEN,1046.5,19.767548310884866,0.9609862120993891,-0.4008693044859295,0.32286211947658283,-0.6635378449301117,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-09-27,14.279999732971191,6101915,CIEN,1046.5,19.10924723020164,0.9666978893725158,0.49547833303065536,0.35111876999972613,-0.6184604587483702,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-10-04,14.84000015258789,6923915,CIEN,1046.5,18.54382789365707,0.9704112187291742,0.1347118076866034,0.3758865330459749,-0.6021920713895863,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-10-11,15.260000228881836,3939615,CIEN,1046.5,18.058494582227482,0.9738277709320416,-0.4310133789915098,0.43083006825960624,-0.5705710654800362,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-10-18,16.239999771118164,8034328,CIEN,1046.5,17.679741881996073,0.9790263413981272,1.0393688215726664,0.4686868414418124,-0.5298893825996303,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-10-25,17.290000915527344,6302643,CIEN,1046.5,17.408322592704526,0.9846480061132599,-0.21553576104933725,0.46603777969392346,-0.5228436277137124,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-11-01,16.309999465942383,6796842,CIEN,1046.5,17.116279548727057,0.98322394116824,0.07841139026912991,0.44045368629774706,-0.5493781536527838,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-11-08,17.010000228881836,6536658,CIEN,1046.5,16.913956982602354,0.9881795243207657,-0.03828013068422065,0.5041493592970917,-0.5194174164305735,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-11-15,16.940000534057617,8592385,CIEN,1046.5,16.7430968048752,0.9898982728936286,0.3144920538905356,0.48400001525878905,-0.5597261718000541,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-11-22,17.219999313354492,2902872,CIEN,1046.5,16.629139773050944,0.9931937900645074,-0.6621575965229678,0.5956416258817776,-0.43043236225687487,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-11-29,17.079999923706055,7393400,CIEN,1046.5,16.53129030863444,0.9941157831522301,1.5469259409302234,0.6437994527570318,-0.4242489282266787,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-12-06,19.950000762939453,24170699,CIEN,1046.5,16.638924770970497,1.0065109534904144,2.269226472259042,0.755968216155583,-0.32819497387169316,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-12-13,19.459999084472656,10077814,CIEN,1046.5,16.728795681204847,1.005401245060687,-0.5830565760634394,0.863353961581566,-0.22088447315543314,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-12-20,23.100000381469727,15104014,CIEN,1046.5,17.060129044645578,1.0198061695387308,0.4987391114779456,0.9192201015881392,-0.172809496409013,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2004-12-27,23.3799991607666,8454258,CIEN,1046.5,17.413892434232977,1.0207362669216404,-0.4402641575941336,0.9881656513756852,-0.09165191196514255,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-01-03,21.06999969482422,10265572,CIEN,1046.5,17.619225752225486,1.011791351001391,0.2142487253168759,0.8879056089875749,-0.1917559000951089,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-01-10,20.3700008392334,11489257,CIEN,1046.5,17.785118283507643,1.0094154268533169,0.11920280720840504,0.941747648154391,-0.1020018322409103,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-01-17,18.969999313354492,7754629,CIEN,1046.5,17.86339780951059,1.0044014059819628,-0.325053917759869,0.7207446631196166,-0.3228669024459343,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-01-24,18.059999465942383,6019400,CIEN,1046.5,17.89877412037183,1.0019803797261013,-0.22376686234763776,0.7435158001331139,-0.2859615054943785,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-01-31,18.899999618530273,7522157,CIEN,1046.5,18.001741842044297,1.0057527806641948,0.24965229092600594,0.7964601762798487,-0.24439711660722185,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-02-07,19.809999465942383,6783771,CIEN,1046.5,18.17380632790186,1.0095582131644447,-0.09816147150345311,0.918831166820555,-0.16224284037986092,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-02-14,17.850000381469727,4603986,CIEN,1046.5,18.223182700782694,1.0027168977147636,-0.32132349396817783,0.8644068141024096,-0.22993763500071351,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-02-21,14.279999732971191,18515786,CIEN,1046.5,18.048257954915364,0.990400977220087,3.021685991225864,0.723404250179599,-0.3828285060674861,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-02-28,13.789999961853027,7711457,CIEN,1046.5,17.853462256154707,0.989206952867847,-0.5835198678576217,0.9609755815519119,-0.13855063865818673,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-03-07,14.0,8954428,CIEN,1046.5,17.673419248929587,0.9899155130449248,0.1611849745125986,1.169590617183426,0.020949181082039692,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-03-14,12.949999809265137,7162385,CIEN,1046.5,17.421268703091528,0.9857327808339447,-0.20012925448727714,0.8937198077171405,-0.23332743216178875,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-03-21,12.739999771118164,4530686,CIEN,1046.5,17.158881595570556,0.9849386912059734,-0.36743333400815514,0.98378378059923,-0.09934095273489607,55.790000915527344,11.970000267028809,0.0,0.0,resistance,False
2005-03-28,11.899999618530273,6301071,CIEN,1046.5,16.842752542803364,0.9815763602652985,0.39075429195490474,0.9444443855756612,-0.11301341098124129,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-04-04,13.369999885559082,7460230,CIEN,1046.5,16.622967594926074,0.986950770230772,0.18396221848634942,0.9549999918256488,-0.09812360750293869,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-04-11,13.4399995803833,5130757,CIEN,1046.5,16.40905359534807,0.9871314193235089,-0.3122521691690471,1.0105262697474218,-0.04043812717310291,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-04-18,13.369999885559082,6817486,CIEN,1046.5,16.190322412470337,0.9866700915073041,0.32874856478293557,1.03243243880154,0.019965161604863946,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-04-25,16.100000381469727,10730843,CIEN,1046.5,16.146817067874377,0.9973128796643079,0.5740176070768608,1.1274510281884895,0.08960792226207914,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-05-02,14.979999542236328,5634029,CIEN,1046.5,16.027139624728953,0.9925881712388052,-0.47496864878183387,1.009433921038338,-0.012969946028332346,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-05-09,14.5600004196167,2658086,CIEN,1046.5,15.880064390038932,0.9908233634863272,-0.5282086762421705,0.9541284535539991,-0.08972521915627962,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-05-16,15.75,5330413,CIEN,1046.5,15.811268697759157,0.9956677951304197,1.0053576144639416,0.9698275998753646,-0.07154588837264109,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-05-23,16.520000457763672,6935814,CIEN,1046.5,15.793204217316003,0.9988574932987057,0.30117760106018054,0.9554655629270574,-0.1299014400993559,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-05-30,15.539999961853027,12315714,CIEN,1046.5,15.713569813389931,0.9949576790858717,0.7756695897554347,0.9527897284302661,-0.10788986906386844,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-06-06,16.239999771118164,5254242,CIEN,1046.5,15.680752600392987,0.9979115367553858,-0.5733708983498642,0.9547324839857284,-0.07086410524318965,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-06-13,16.799999237060547,5142100,CIEN,1046.5,15.68572030016171,1.000316802381577,-0.02134313569873636,0.9917354608864623,-0.020036447613947073,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-06-20,15.119999885559082,9515972,CIEN,1046.5,15.582602023052912,0.9934259775684171,0.8506003383831509,0.8780488088540855,-0.16178576612303297,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-06-27,14.699999809265137,3525041,CIEN,1046.5,15.456903094630087,0.9919333800454593,-0.6295658499205337,0.8606557303821989,-0.14688658703281088,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-07-04,16.030000686645508,6575571,CIEN,1046.5,15.422128954241353,0.9977502517693331,0.8653885160484658,0.8035087756198979,-0.19923633829356746,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-07-11,16.309999465942383,7237514,CIEN,1046.5,15.413849358917565,0.9994631353849812,0.10066699910927879,0.8381295083901781,-0.18195465436366232,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-07-18,16.100000381469727,3704728,CIEN,1046.5,15.398795628291305,0.9990233633224428,-0.4881214737546622,0.6969697019738911,-0.33126685316944793,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-07-25,15.680000305175781,4162514,CIEN,1046.5,15.371698881990167,0.9982403334029997,0.12356804602119231,0.6706587197611197,-0.34880203960613987,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-08-01,14.770000457763672,3217799,CIEN,1046.5,15.302451605437904,0.9954951448708513,-0.22695779521702508,0.7009967096198809,-0.3173708467852093,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-08-08,14.699999809265137,3628043,CIEN,1046.5,15.242236543470813,0.9960650055612205,0.1274921149518662,0.7216494454409829,-0.3122659513557299,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-08-15,14.90999984741211,3956658,CIEN,1046.5,15.207763421663675,0.9977383160464134,0.09057637960740816,0.7859778801845171,-0.2527551121890256,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-08-22,15.539999961853027,3972472,CIEN,1046.5,15.222666650177331,1.0009799750364623,0.0039968074066547565,0.8604651396119042,-0.18392333345192402,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-08-29,14.90999984741211,8766743,CIEN,1046.5,15.202344063789614,0.998664978557651,1.2068734531042637,0.7888888967380604,-0.2399152204046714,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-09-05,15.119999885559082,3364456,CIEN,1046.5,15.204150511628837,1.0001188269277188,-0.6162250906636593,0.7632508981917737,-0.24920929803718994,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-09-12,15.1899995803833,6219229,CIEN,1046.5,15.220559089414534,1.0010792170054583,0.8485095361627555,0.8509803504627484,-0.17903701465376476,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-09-19,15.75,6775344,CIEN,1046.5,15.278817158360635,1.0038275906032006,0.08941864015619938,1.1029411970950331,0.07271452294452141,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-09-26,18.479999542236328,14363242,CIEN,1046.5,15.510042939134824,1.0151337487959702,1.1199280804044784,1.3401014933543975,0.33686545154957037,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-10-03,18.549999237060547,11426914,CIEN,1046.5,15.735698808649534,1.0145490164276294,-0.20443351159856527,1.3249999455043249,0.3195257993457712,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-10-10,17.079999923706055,7400829,CIEN,1046.5,15.856731068190708,1.0076915719481518,-0.3523335346708656,1.3189189324532724,0.32240197674506,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-10-17,17.639999389648438,6257287,CIEN,793.1875,16.0050106048584,1.0093512046102078,-0.15451539280261706,1.3846153615825545,0.387204423963751,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-10-24,16.59000015258789,7328970,CIEN,793.1875,16.07501062167588,1.0043736313924236,0.17126959335571468,1.3941177045715623,0.38714333024936454,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-10-31,17.639999389648438,7249457,CIEN,770.0,16.202666502101447,1.0079412625863795,-0.010849137054729341,1.3193716933910655,0.29752635512602743,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-11-07,17.56999969482422,5427343,CIEN,770.0,16.316623478551065,1.0070332236014878,-0.2513448938313587,1.3072916847757172,0.27432515490248965,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-11-14,18.969999313354492,5515985,CIEN,770.0,16.51202129035868,1.0119753827784572,0.016332485343196534,1.4188481283267596,0.3382439239722823,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-11-21,19.600000381469727,3346743,CIEN,770.0,16.73602132284513,1.0135658759486486,-0.393264666238215,1.2173912991970062,0.1339364291994738,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-11-28,21.209999084472656,9512571,CIEN,770.0,17.05636535767586,1.0191409910785338,1.8423368630337018,1.4158878326178017,0.31959183333955554,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-12-05,21.350000381469727,10989385,CIEN,733.6875,17.37234388577041,1.0185255487595632,0.15524867041728263,1.466346137786154,0.38632737104492954,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-12-12,20.579999923706055,7851028,CIEN,733.6875,17.624042814521378,1.014488484133516,-0.2855807672585864,1.3066666618226066,0.21540550170566952,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-12-19,21.559999465942383,7316256,CIEN,733.6875,17.9285804235807,1.0172796680230713,-0.06811490164090617,1.3050846772713092,0.2394652141762077,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2005-12-26,20.790000915527344,3940044,CIEN,733.6875,18.172601999262326,1.0136107583487577,-0.4614671766542887,1.3378379000361524,0.27954529991350996,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
2006-01-02,23.520000457763672,9038200,CIEN,733.6875,18.58146225303732,1.0224987183338736,1.2939337733284195,1.4482759106679632,0.4045726124976401,55.790000915527344,11.899999618530273,0.0,0.0,resistance,False
