,close,Stage
2018-06-01,9.649999618530273,
2018-06-08,9.640000343322754,bad sector XLE{'XLY'}
2018-06-15,9.619999885559082,bad sector XLE{'XLY'}
2018-06-22,9.619999885559082,bad sector XLE{'XLY'}
2018-06-29,9.640000343322754,bad sector XLE{'XLY'}
2018-07-06,9.630000114440918,bad sector XLE{'XLY'}
2018-07-13,9.619999885559082,"bad sector XLE{'XLY', 'XLK'}"
2018-07-20,9.630000114440918,"bad sector XLE{'XLY', 'XLK'}"
2018-07-27,9.649999618530273,bad sector XLE{'XLY'}
2018-08-03,9.65999984741211,bad sector XLEset()
2018-08-10,9.65999984741211,bad sector XLEset()
2018-08-17,9.670000076293945,bad sector XLEset()
2018-08-24,9.699999809265137,bad sector XLEset()
2018-08-31,9.699999809265137,bad sector XLE{'XLK'}
2018-09-07,9.710000038146973,bad sector XLEset()
2018-09-14,9.670000076293945,bad sector XLEset()
2018-09-21,9.699999809265137,bad sector XLEset()
2018-09-28,9.704999923706055,bad sector XLEset()
2018-10-05,9.680000305175781,volume -0.684748427672956 1.7466372328111242
2018-10-12,9.6850004196167,bad sector XLE{'XLU'}
2018-10-19,9.680000305175781,bad sector XLE{'XLU'}
2018-10-26,9.699999809265137,bad sector XLEset()
2018-11-02,9.770000457763672,bad sector XLEset()
2018-11-09,9.760000228881836,bad sector XLE{'XLV'}
2018-11-16,9.779999732971191,"bad sector XLE{'XLV', 'XLRE', 'XLP'}"
2018-11-23,9.850000381469727,"bad sector XLE{'XLV', 'XLRE', 'XLP'}"
2018-11-30,9.800000190734863,"bad sector XLE{'XLV', 'XLP'}"
2018-12-07,9.8100004196167,"bad sector XLE{'XLV', 'XLRE', 'XLU', 'XLP'}"
2018-12-14,9.84000015258789,"bad sector XLE{'XLRE', 'XLU', 'XLP'}"
2018-12-21,9.84000015258789,bad sector XLE{'XLU'}
2018-12-28,9.850000381469727,bad sector XLEset()
2019-01-04,9.850000381469727,bad sector XLEset()
2019-01-11,9.899999618530273,bad sector XLEset()
2019-01-18,9.9399995803833,bad sector XLE{'XLV'}
2019-01-25,9.9399995803833,bad sector XLEset()
2019-02-01,9.920000076293945,bad sector XLEset()
2019-02-08,9.979999542236328,"bad sector XLE{'XLRE', 'XLU'}"
2019-02-15,9.960000038146973,"bad sector XLE{'XLRE', 'XLV'}"
2019-02-22,9.979999542236328,"bad sector XLE{'XLRE', 'XLU'}"
2019-03-01,9.960000038146973,bad sector XLE{'XLU'}
2019-03-08,9.989999771118164,"bad sector XLE{'XLRE', 'XLU'}"
