,close,Stage
2013-06-28,12.0,
2013-07-05,11.59000015258789,volume -0.4776714513556619 1.0038092967383403
2013-07-12,12.649999618530273,volume -0.6259541984732824 1.0038092967383403
2013-07-19,12.260000228881836,RS -1.1878897336408405 0.38303606143798996
2013-07-26,14.0600004196167,volume -0.13807982740021574 1.0038092967383403
2013-08-02,14.039999961853027,volume 0.5769712140175218 1.0038092967383403
2013-08-09,13.600000381469727,volume -0.753968253968254 1.0038092967383403
2013-08-16,14.0,volume -0.14516129032258063 1.0038092967383403
2013-08-23,14.199999809265137,volume 0.06792452830188678 1.0038092967383403
2013-08-30,12.229999542236328,volume 0.3851590106007068 1.0038092967383403
2013-09-06,12.6899995803833,volume -0.7831632653061225 1.0038092967383403
2013-09-13,13.489999771118164,RS -1.1163715293657712 0.38303606143798996
2013-09-20,12.5,RS -1.1321562896042692 0.38303606143798996
2013-09-27,13.279999732971191,volume -0.2058516196447231 1.0038092967383403
2013-10-04,13.720000267028809,volume -0.6447368421052632 1.0038092967383403
2013-10-11,14.850000381469727,volume -0.1703703703703704 1.0038092967383403
2013-10-18,14.529999732971191,RS -1.1109959724550158 0.38303606143798996
2013-10-25,14.220000267028809,volume -0.742671009771987 1.0038092967383403
2013-11-01,14.399999618530273,volume 0.6075949367088607 1.0038092967383403
2013-11-08,14.800000190734863,volume -0.6732283464566929 1.0038092967383403
2013-11-15,14.699999809265137,volume -0.22891566265060237 1.0038092967383403
2013-11-22,14.8100004196167,RS -1.1337719360730334 0.38303606143798996
2013-11-29,15.899999618530273,volume -0.5957446808510638 1.0038092967383403
2013-12-06,16.540000915527344,RS -1.0993859000600636 0.38303606143798996
2013-12-13,15.649999618530273,RS -1.0759660098678645 0.38303606143798996
2013-12-20,16.75,volume 0.13777777777777778 1.0038092967383403
2013-12-27,16.5,volume -0.677734375 1.0038092967383403
2014-01-03,16.799999237060547,volume -0.2909090909090909 1.0038092967383403
2014-01-10,16.299999237060547,volume -0.4786324786324786 1.0038092967383403
