,open,high,low,close,adjclose,volume,ticker,percent,WMA30,WMA30Slope
2000-12-15,1340.9300537109375,1340.9300537109375,1305.3800048828125,1352.8900146484375,1312.1500244140625,1561100000,^GSPC,0.9330091567388257,1414.298203807544,0.9578506379220575
2000-12-22,1274.8599853515625,1305.969970703125,1274.8599853515625,1294.777978515625,1305.949951171875,1087100000,^GSPC,0.9227951584690917,1405.3797294501849,0.9952748747271059
2000-12-29,1334.219970703125,1340.0999755859375,1317.510009765625,1320.9119873046875,1320.280029296875,1035500000,^GSPC,0.9209074459340454,1398.3448600260415,1.0109729152423805
2001-01-05,1333.3399658203125,1334.77001953125,1294.949951171875,1316.560009765625,1298.3499755859375,1430800000,^GSPC,0.9122031140635448,1391.2625856329807,0.9833898466807708
2001-01-12,1326.8199462890625,1333.2099609375,1311.5899658203125,1311.060009765625,1318.550048828125,1276000000,^GSPC,0.8972699301521345,1384.140590767809,1.015558265199698
2001-01-19,1347.969970703125,1354.550048828125,1336.739990234375,1333.0360107421875,1342.5400390625,1407800000,^GSPC,0.9282388690427806,1378.7692496744792,1.01819422042849
2001-01-26,1357.510009765625,1357.510009765625,1342.75,1356.01201171875,1354.949951171875,1098000000,^GSPC,0.9411532220683733,1375.1682139931954,1.0092436067069113
2001-02-02,1373.469970703125,1376.3800048828125,1348.719970703125,1365.3699951171875,1349.469970703125,1048400000,^GSPC,0.9428833773386013,1372.3763428259408,0.9959555845852384
2001-02-09,1332.530029296875,1332.530029296875,1309.97998046875,1338.9500244140625,1314.760009765625,1075500000,^GSPC,0.8908239248482179,1368.086017672631,0.9742788193208813
2001-02-16,1326.6099853515625,1326.6099853515625,1293.1800537109375,1318.634033203125,1301.530029296875,1257200000,^GSPC,0.8870263732186261,1362.8120758253528,0.9899373418947323
2001-02-23,1252.8199462890625,1252.8199462890625,1215.43994140625,1266.883984375,1245.8599853515625,1231300000,^GSPC,0.8642402495198642,1354.5730898227484,0.957227230496259
2001-03-02,1241.22998046875,1251.010009765625,1219.739990234375,1248.18798828125,1234.1800537109375,1294000000,^GSPC,0.8545119860106903,1345.5263062836018,0.9906250045928483
2001-03-09,1264.739990234375,1264.739990234375,1228.4200439453125,1251.0520263671874,1233.4200439453125,1085900000,^GSPC,0.8661119604412771,1337.0867424290154,0.9993841986318448
2001-03-16,1173.56005859375,1173.56005859375,1148.6400146484375,1173.7240234375,1150.530029296875,1543560000,^GSPC,0.7844286034250708,1324.136477234543,0.9327966048100701
2001-03-23,1117.5799560546875,1141.8299560546875,1117.5799560546875,1138.59599609375,1139.8299560546875,1364900000,^GSPC,0.7409484208416977,1309.5973113029233,0.9906998748666068
2001-03-30,1147.949951171875,1162.800048828125,1143.8299560546875,1159.285986328125,1160.3299560546875,1280800000,^GSPC,0.7563846861958676,1297.1780845199094,1.017985138828038
2001-04-06,1151.43994140625,1151.43994140625,1119.2900390625,1127.089990234375,1128.4300537109375,1266800000,^GSPC,0.7663442731977952,1283.442359080981,0.9725079041721763
2001-04-20,1253.699951171875,1253.699951171875,1234.4100341796875,1221.264013671875,1242.97998046875,1338700000,^GSPC,0.8465969027029037,1276.5916932333669,1.1015126514763636
2001-04-27,1234.52001953125,1253.0699462890625,1234.52001953125,1230.0300048828126,1253.050048828125,1091300000,^GSPC,0.8519512631945532,1270.8642182249664,1.0081015531365014
2001-05-04,1248.5799560546875,1267.510009765625,1232.0,1259.7039794921875,1266.6099853515625,1082100000,^GSPC,0.8561945309983533,1267.5257609311998,1.0108215442281168
2001-05-11,1255.1800537109375,1259.8399658203125,1240.7900390625,1256.22001953125,1245.6700439453125,906200000,^GSPC,0.8739103991617886,1264.3449363659274,0.9834677275180032
2001-05-18,1288.489990234375,1292.06005859375,1281.1500244140625,1272.7599853515626,1291.9599609375,1130800000,^GSPC,0.9689497223955663,1262.6016062878025,1.0371606568024845
2001-05-25,1293.1700439453125,1293.1700439453125,1276.4200439453125,1296.464013671875,1277.8900146484375,828100000,^GSPC,0.9311688375614698,1262.5999512243784,0.9891096111996747
2001-06-01,1255.8199462890625,1265.3399658203125,1246.8800048828125,1262.0780029296875,1260.6700439453125,1015000000,^GSPC,0.9203922489946761,1260.5390223349295,0.9865246848275417
2001-06-08,1276.9599609375,1277.1099853515625,1259.989990234375,1272.5259765625,1264.9599609375,726200000,^GSPC,0.8940293554362152,1259.4069691385248,1.0034028864355038
2001-06-15,1219.8699951171875,1221.5,1203.030029296875,1237.2139892578125,1214.3599853515625,1635550000,^GSPC,0.871248576824287,1256.3157167758739,0.959998753202879
2001-06-22,1237.0400390625,1237.72998046875,1221.4100341796875,1221.3080078125,1225.3499755859375,1189200000,^GSPC,0.9014224725127857,1252.5653215305779,1.0090500266534996
2001-06-29,1226.199951171875,1237.2900390625,1221.1400146484375,1219.4019775390625,1224.3800048828125,1832360000,^GSPC,0.9272815003139085,1249.0177715998823,0.9992084133329654
2001-07-06,1219.239990234375,1219.239990234375,1188.739990234375,1221.0759765625,1190.5899658203125,1056700000,^GSPC,0.9272139895117651,1245.8469571152555,0.9724023269509909
2001-07-13,1208.1400146484375,1218.5400390625,1203.6099853515625,1196.8600341796875,1215.6800537109375,1121700000,^GSPC,0.8992147450719865,1241.35115281628,1.0210736597912935
2001-07-20,1215.02001953125,1215.68994140625,1207.0400390625,1210.0939697265626,1210.8499755859375,1170900000,^GSPC,0.9061024593853799,1238.0455421496977,0.996026850888722
2001-07-27,1202.9300537109375,1209.260009765625,1195.989990234375,1192.3840087890626,1205.8199462890625,1015300000,^GSPC,0.9435781713544101,1233.904441626764,0.9958458691016276
2001-08-03,1220.75,1220.75,1205.31005859375,1213.356005859375,1214.3499755859375,939900000,^GSPC,0.9149540756436684,1231.3365752583168,1.0070740489267294
2001-08-10,1183.4300537109375,1193.3299560546875,1169.550048828125,1192.4000244140625,1190.1600341796875,960900000,^GSPC,0.887568125195178,1227.6480132728495,0.9800799259747355
2001-08-17,1181.6600341796875,1181.6600341796875,1156.0699462890625,1179.9340087890625,1161.969970703125,974300000,^GSPC,0.890595621119981,1223.4222029359876,0.9763140563731059
2001-08-24,1162.0899658203125,1185.1500244140625,1162.0899658203125,1168.2000244140625,1184.9300537109375,1043600000,^GSPC,0.8621037493989171,1218.721352749076,1.0197596182231103
2001-08-31,1129.030029296875,1141.8299560546875,1126.3800048828125,1150.3780029296875,1133.5799560546875,920100000,^GSPC,0.8316918631721933,1213.2251807165658,0.9566640262896253
2001-09-07,1106.4000244140625,1106.4000244140625,1082.1199951171875,1118.08798828125,1085.780029296875,1424300000,^GSPC,0.8055509388732099,1206.0880056073588,0.9578327699757718
2001-09-21,984.5399780273438,984.5399780273438,944.75,1007.589990234375,965.7999877929688,2317300000,^GSPC,0.7388501244860108,1192.353716660366,0.8894987582506906
2001-09-28,1018.6099853515625,1040.93994140625,1018.6099853515625,1016.4619873046875,1040.93994140625,1631500000,^GSPC,0.767829276576433,1179.904416845178,1.077800739866429
2001-10-05,1069.6199951171875,1072.3499755859375,1053.5,1060.6340087890626,1071.3800048828125,1301700000,^GSPC,0.8537699278220101,1170.9547572244624,1.0292428624032235
2001-10-12,1097.4300537109375,1097.4300537109375,1072.1500244140625,1077.852001953125,1091.6500244140625,1331400000,^GSPC,0.884147233775721,1163.5594842069893,1.018919542495538
2001-10-19,1068.6099853515625,1075.52001953125,1057.239990234375,1081.339990234375,1073.47998046875,1294900000,^GSPC,0.8449246434862341,1156.7555566406247,0.9833554311922769
2001-10-26,1100.0899658203125,1110.6099853515625,1094.239990234375,1092.9159912109376,1104.6099853515625,1244500000,^GSPC,0.9373955408285836,1151.063439967658,1.0289991480504548
2001-11-02,1084.0999755859375,1089.6300048828125,1075.5799560546875,1073.8340087890624,1087.199951171875,1121900000,^GSPC,0.9700424293694905,1144.3140083690355,0.9842387499564867
2001-11-09,1118.5400390625,1123.02001953125,1111.1300048828125,1115.27001953125,1120.31005859375,1093800000,^GSPC,0.9743804927389456,1140.3771408770162,1.0304544783930372
2001-11-16,1142.239990234375,1143.52001953125,1129.9200439453125,1135.9039794921875,1138.6500244140625,1337400000,^GSPC,0.9920100468630269,1137.8661546013943,1.0163704375227456
2001-11-23,1137.030029296875,1151.050048828125,1135.9000244140625,1143.9480224609374,1150.3399658203125,410300000,^GSPC,0.906939517891865,1135.8551840242774,1.0102664920349564
2001-11-30,1140.199951171875,1143.5699462890625,1135.8900146484375,1143.0179931640625,1139.449951171875,1343600000,^GSPC,0.9235977814315328,1133.95048250588,0.9905332206373689
2001-12-07,1167.0999755859375,1167.0999755859375,1152.6600341796875,1154.0920166015626,1158.31005859375,1248200000,^GSPC,0.9347418801065703,1132.94735671833,1.0165519401729564
2001-12-14,1119.3800048828125,1128.280029296875,1114.530029296875,1131.24599609375,1123.0899658203125,1306800000,^GSPC,0.8918083119416753,1130.697416624664,0.9695935535462789
2001-12-21,1139.9300537109375,1147.4599609375,1139.9300537109375,1142.33203125,1144.8900146484375,1694000000,^GSPC,0.884702296758693,1129.4314659463205,1.019410776956058
2001-12-28,1157.1300048828125,1164.6400146484375,1157.1300048828125,1151.41201171875,1161.02001953125,917400000,^GSPC,0.8948011209357607,1129.0318106833836,1.0140886938277347
2002-01-04,1165.27001953125,1176.550048828125,1163.4200439453125,1160.310009765625,1172.510009765625,1513000000,^GSPC,0.9278957727774696,1129.5181595997144,1.009896461767312
2002-01-11,1156.550048828125,1159.4100341796875,1145.449951171875,1156.5780029296875,1145.5999755859375,1211900000,^GSPC,0.9057058045727807,1129.982589780746,0.9770492072941308
2002-01-18,1138.8800048828125,1138.8800048828125,1124.449951171875,1135.7259765625,1127.5799560546875,1333300000,^GSPC,0.9336076872465457,1129.351078419019,0.9842702340125022
2002-01-25,1132.1500244140625,1138.31005859375,1127.8199462890625,1128.1000244140625,1133.280029296875,1345100000,^GSPC,0.9152088765631796,1128.4458239352318,1.0050551388498707
2002-02-01,1130.199951171875,1130.199951171875,1118.510009765625,1119.933984375,1122.199951171875,1367200000,^GSPC,0.9217093428292399,1127.2141754347276,0.9902230006365907
2002-02-08,1080.1700439453125,1096.300048828125,1079.9100341796875,1088.8719970703125,1096.219970703125,1371900000,^GSPC,0.885937184309113,1124.1924374159948,0.9768490629128793
2002-02-15,1116.47998046875,1117.0899658203125,1103.22998046875,1111.7219970703125,1104.1800537109375,1359200000,^GSPC,0.9241312819140751,1122.929202578965,1.007261392075084
2002-02-22,1080.949951171875,1093.9300537109375,1074.3900146484375,1091.2579833984375,1089.8399658203125,1411000000,^GSPC,0.88965608285936,1120.5288013482864,0.9870129080466263
2002-03-01,1106.72998046875,1131.7900390625,1106.72998046875,1113.4420166015625,1131.780029296875,1456500000,^GSPC,0.9200285395269505,1119.815189327117,1.0384827725096268
2002-03-08,1157.5400390625,1172.760009765625,1157.5400390625,1156.92001953125,1164.31005859375,1412000000,^GSPC,0.9482203883370879,1122.0763774781585,1.0287423602244372
2002-03-15,1153.0400390625,1166.47998046875,1153.0400390625,1161.4260009765626,1166.1600341796875,1493900000,^GSPC,0.9743203964162123,1124.7496418220767,1.001588902863359
2002-03-22,1153.5899658203125,1156.489990234375,1144.5999755859375,1157.99599609375,1148.699951171875,1243300000,^GSPC,0.9762452248976489,1127.2682263314853,0.9850277127529118
2002-04-05,1126.3399658203125,1133.31005859375,1119.489990234375,1131.55400390625,1122.72998046875,1110200000,^GSPC,0.969236460987111,1128.1280543829805,0.9773918587907738
2002-04-12,1103.68994140625,1112.77001953125,1102.739990234375,1117.652001953125,1111.010009765625,1282100000,^GSPC,0.9775558778481684,1128.1697877289146,0.9895611848734708
2002-04-19,1124.469970703125,1128.8199462890625,1122.5899658203125,1121.3260009765625,1125.1700439453125,1185000000,^GSPC,1.0163321998285675,1128.518931766633,1.0127451904620326
2002-04-26,1091.47998046875,1096.77001953125,1076.31005859375,1093.9459716796875,1076.3199462890625,1374200000,^GSPC,1.1086192585654822,1127.0946588331653,0.956584253269878
2002-05-03,1084.56005859375,1084.56005859375,1068.8900146484375,1077.364013671875,1073.4300537109375,1284500000,^GSPC,1.064745166639443,1124.4148703692038,0.997315024600177
2002-05-10,1073.010009765625,1075.4300537109375,1053.9300537109375,1063.802001953125,1054.989990234375,1171900000,^GSPC,1.0031693635720282,1120.7291413075436,0.9828213646405617
2002-05-17,1098.22998046875,1106.5899658203125,1096.77001953125,1093.54599609375,1106.5899658203125,1274400000,^GSPC,1.0007289091046008,1118.9555667212703,1.0489103935237092
2002-05-24,1097.0799560546875,1097.0799560546875,1082.18994140625,1087.735986328125,1083.8199462890625,885400000,^GSPC,1.0266420593980867,1116.7734022702452,0.9794232550135491
2002-05-31,1064.6600341796875,1079.9300537109375,1064.6600341796875,1071.566015625,1067.1400146484375,1277300000,^GSPC,0.967793605303721,1113.5342590725807,0.9846100528987899
2002-06-07,1029.1500244140625,1033.02001953125,1012.489990234375,1037.5900146484375,1027.530029296875,1341300000,^GSPC,0.9493128379214514,1108.149029737903,0.9628821103061984
2002-06-14,1009.5599975585938,1009.5599975585938,981.6300048828125,1016.2859985351563,1007.27001953125,1549000000,^GSPC,0.9025693871492991,1101.467291824177,0.9802828051852766
2002-06-21,1006.2899780273438,1006.2899780273438,985.6500244140625,1017.7460083007812,989.1400146484375,1497200000,^GSPC,0.8809794672141221,1095.0926169512347,0.9820008492943634
2002-06-28,990.6400146484375,1001.7899780273438,988.3099975585938,984.5700073242188,989.8200073242188,2117000000,^GSPC,0.8712522880869178,1086.8316580823673,1.000687458464637
2002-07-05,953.989990234375,989.0700073242188,953.989990234375,969.916015625,989.030029296875,699400000,^GSPC,0.836686573485539,1077.968028813844,0.999201897292944
2002-07-12,927.3699951171875,934.3099975585938,913.7100219726562,939.8079956054687,921.3900146484375,1607400000,^GSPC,0.7945934491615471,1067.5342089581234,0.9316097462717847
2002-07-19,881.5599975585938,881.5599975585938,842.0700073242188,890.843994140625,847.75,2654100000,^GSPC,0.7875430986020551,1054.4022471175656,0.9200772599250109
2002-07-26,838.6799926757812,852.8499755859375,835.9199829101562,830.5,852.8400268554688,1796100000,^GSPC,0.7357293458011179,1037.8941179172966,1.0060041602541654
2002-08-02,884.4000244140625,884.719970703125,853.9500122070312,892.452001953125,864.239990234375,1538100000,^GSPC,0.7643048064453479,1026.0534985876595,1.0133670594952484
2002-08-09,898.72998046875,913.9500122070312,890.77001953125,877.0080078125,908.6400146484375,1294900000,^GSPC,0.7712632826769882,1013.7733957860803,1.0513746469913081
2002-08-16,930.25,935.3800048828125,916.2100219726562,913.3300048828125,928.77001953125,1265300000,^GSPC,0.8043318150758597,1004.4458992513022,1.022153993394844
2002-08-23,962.7000122070312,962.7000122070312,937.1699829101562,948.2099975585937,940.8599853515625,1071500000,^GSPC,0.8453041655657922,997.8918387989331,1.0130171792435918
2002-08-30,917.7999877929688,928.1500244140625,910.1699829101562,926.902001953125,916.0700073242188,929900000,^GSPC,0.8106699359636287,990.3663291225638,0.9736517883496972
2002-09-06,879.1500244140625,899.0700073242188,879.1500244140625,892.11201171875,893.9199829101562,1184500000,^GSPC,0.7778712284516511,981.0289878664736,0.9758205986038542
2002-09-13,886.9099731445312,892.75,877.0499877929688,899.7420043945312,889.8099975585938,1271000000,^GSPC,0.8210836600366176,972.6738439285114,0.995402289432906
2002-09-20,843.3200073242188,849.3200073242188,839.0900268554688,864.5580078125,845.3900146484375,1792800000,^GSPC,0.7553382255633048,962.4554958942374,0.9500792494667029
2002-09-27,854.9500122070312,854.9500122070312,826.8400268554688,834.993994140625,827.3699951171875,1507300000,^GSPC,0.790924696633888,950.8613275999664,0.9786843714510352
2002-10-04,818.9500122070312,825.9000244140625,794.0999755859375,822.1260009765625,800.5800170898438,1835930000,^GSPC,0.7399727364936559,938.9880715515792,0.9676203171671106
2002-10-11,803.9199829101562,843.27001953125,803.9199829101562,799.9660034179688,835.3200073242188,1854130000,^GSPC,0.6945072790408674,926.3116242964552,1.0433935265592276
2002-10-18,879.2000122070312,886.6799926757812,866.5800170898438,869.264013671875,884.3900146484375,1423100000,^GSPC,0.7625060556629766,918.8736594579553,1.0587439626657629
2002-10-25,882.5,897.7100219726562,877.030029296875,893.2339965820313,897.6500244140625,1340400000,^GSPC,0.7650031867020084,913.6104504788306,1.014993396065079
2002-11-01,885.760009765625,903.4199829101562,877.7100219726562,889.96201171875,900.9600219726562,1450400000,^GSPC,0.7864055583968618,908.705526346186,1.0036874031845031
2002-11-08,902.6500244140625,910.1099853515625,891.6199951171875,908.9780029296875,894.739990234375,1446500000,^GSPC,0.8178474683423902,905.5469930275536,0.9930962178269992
2002-11-15,904.27001953125,910.2100219726562,895.3499755859375,891.1540161132813,909.8300170898438,1400100000,^GSPC,0.8041744493770828,901.6872863638274,1.016865264792195
2002-11-22,933.760009765625,937.280029296875,928.4099731445312,915.1119995117188,930.5499877929688,1626800000,^GSPC,0.8554989798022772,899.8682495642222,1.0227734525284178
2002-11-29,938.8699951171875,941.8200073242188,935.5800170898438,930.3819946289062,936.3099975585938,643460000,^GSPC,0.8656689758006897,899.4189629273774,1.0061898982764874
2002-12-06,906.5499877929688,915.47998046875,895.9600219726562,918.3280029296875,912.22998046875,1241100000,^GSPC,0.8448662915931086,898.5080897702452,0.9742820036605058
2002-12-13,901.5800170898438,901.5800170898438,888.47998046875,898.4940063476563,889.47998046875,1330800000,^GSPC,0.8209391776984895,896.6304512401293,0.975061113439497
2002-12-20,884.25,897.7899780273438,884.25,896.90400390625,895.760009765625,1782730000,^GSPC,0.8060032408029171,895.0696985519572,1.007060337989356
2002-12-27,889.6599731445312,890.4600219726562,873.6199951171875,890.1339965820313,875.4000244140625,758400000,^GSPC,0.835628223642308,893.4825625577537,0.9772707141091399
2003-01-03,909.030029296875,911.25,903.0700073242188,890.4460205078125,908.5900268554688,1130800000,^GSPC,0.8832823278748142,892.3057335244457,1.0379140981445842
2003-01-10,927.5800170898438,932.8900146484375,917.6599731445312,923.402001953125,927.5700073242188,1485400000,^GSPC,0.9187963264521166,893.5715355395245,1.0208894880064199
2003-01-17,914.5999755859375,914.5999755859375,899.02001953125,918.5039916992188,901.780029296875,1358200000,^GSPC,0.9088831207271402,894.7210874233451,0.9721961923911914
2003-01-24,887.3400268554688,887.3400268554688,859.7100219726562,883.3000122070313,861.4000244140625,1574800000,^GSPC,0.8957239902835661,893.812838515415,0.9552218905154762
2003-01-31,844.6099853515625,858.3300170898438,840.3400268554688,854.13798828125,855.7000122070312,1578530000,^GSPC,0.8853447038202779,891.2409536447834,0.9933828511197124
2003-02-07,838.1500244140625,845.72998046875,826.7000122070312,843.9900146484375,829.6900024414062,1276800000,^GSPC,0.9037924763871074,888.2633458028813,0.9696038221402619
2003-02-14,817.3699951171875,834.8900146484375,815.030029296875,827.2219970703125,834.8900146484375,1404600000,^GSPC,0.9271858947556887,884.409990549395,1.0062674157718303
2003-02-21,837.0999755859375,852.280029296875,831.47998046875,843.2919921875,848.1699829101562,1398200000,^GSPC,0.9981160667910978,881.7302306735131,1.0159062487617734
2003-02-28,837.280029296875,847.0,837.280029296875,835.4260131835938,841.1500244140625,1373300000,^GSPC,0.9467209477426172,878.5154786206318,0.9917234061125253
2003-03-07,822.0999755859375,829.5499877929688,811.22998046875,827.5279907226562,828.8900146484375,1368500000,^GSPC,0.9147352302158156,874.9138132665489,0.9854247049755895
2003-03-14,831.8900146484375,841.3900146484375,828.260009765625,815.5140014648438,833.27001953125,1541900000,^GSPC,0.8942649982783526,870.6434604702199,1.005284181019686
2003-03-21,875.8400268554688,895.9000244140625,875.8400268554688,874.943994140625,895.7899780273438,1883710000,^GSPC,0.9097746086525622,870.417657746346,1.0750296506902575
2003-03-28,868.52001953125,869.8800048828125,860.8300170898438,868.1880004882812,863.5,1227000000,^GSPC,0.9463064186999804,869.9135457619288,0.9639536288422752
2003-04-04,876.4500122070312,882.72998046875,874.22998046875,868.5719970703125,878.8499755859375,1241200000,^GSPC,0.9969288379320347,869.560474420363,1.01777646275152
2003-04-11,871.5800170898438,883.3400268554688,865.9199829101562,872.8179931640625,868.2999877929688,1141600000,^GSPC,0.9827153188949547,869.5319619980679,0.9879956897240226
2003-04-25,911.4299926757812,911.4299926757812,897.52001953125,906.5280029296875,898.8099975585938,1335800000,^GSPC,1.0807641046815308,871.7361900149109,1.0351376369855478
2003-05-02,916.2999877929688,930.5599975585938,912.3499755859375,919.1960083007813,930.0800170898438,1554300000,^GSPC,1.071758552792536,874.6674506468413,1.034790466968756
2003-05-09,920.27001953125,933.77001953125,920.27001953125,928.847998046875,933.4099731445312,1326100000,^GSPC,1.1237194038878713,878.0403406943044,1.0035802898605506
2003-05-16,946.6699829101562,948.6500244140625,938.5999755859375,943.5319946289062,944.2999877929688,1505500000,^GSPC,1.1775674234184987,882.1310756888439,1.0116669148195947
2003-05-23,931.8699951171875,935.2000122070312,927.4199829101562,925.8019897460938,933.219970703125,1201000000,^GSPC,1.059906713124287,884.7691953335014,0.9882664225001844
2003-05-30,949.6400146484375,965.3800048828125,949.6400146484375,950.2299926757812,963.5900268554688,1688800000,^GSPC,1.0760793367121104,888.8617281218498,1.032543298585286
2003-06-06,990.1400146484375,1007.6900024414062,986.010009765625,980.5400024414063,987.760009765625,1837200000,^GSPC,1.1178423091266356,894.787173376596,1.025083263874193
2003-06-13,998.510009765625,1000.9199829101562,984.27001953125,989.0739990234375,988.6099853515625,1271600000,^GSPC,1.1061983966751545,901.0684076780915,1.000860508197876
2003-06-20,994.7000122070312,1002.0900268554688,993.3599853515625,1004.5760009765625,995.6900024414062,1698000000,^GSPC,1.100003307333641,908.1775216838878,1.0071615876784068
2003-06-27,985.8200073242188,988.8800048828125,974.2899780273438,980.4900024414062,976.219970703125,1267800000,^GSPC,1.0557530811066336,913.4887820533014,0.9804456892300403
2003-07-11,988.7000122070312,1000.8599853515625,988.7000122070312,1000.26201171875,998.1400146484375,1212700000,^GSPC,1.0530744590294678,919.9350580687164,1.0224540007407599
2003-07-18,981.72998046875,994.25,981.7100219726562,994.6839965820312,993.3200073242188,1365200000,^GSPC,1.0829297817970411,925.8711825331819,0.9951710108266559
2003-07-25,981.5999755859375,998.7100219726562,977.489990234375,987.1599853515625,998.6799926757812,1397500000,^GSPC,1.0887552485406513,931.1576804803005,1.0053960307977698
2003-08-01,990.3099975585938,990.3099975585938,978.8599853515625,988.7500122070312,980.1500244140625,1390600000,^GSPC,1.119943452144296,936.356081280452,0.9814455397148079
2003-08-08,974.1199951171875,980.5700073242188,973.8300170898438,973.414013671875,977.5900268554688,1086600000,^GSPC,1.0949351713263322,940.3675445228496,0.9973881574301606
2003-08-15,990.510009765625,992.3900146484375,987.0999755859375,987.2300048828125,990.6699829101562,636370000,^GSPC,1.0896339811037639,945.0912652259744,1.013379796944902
2003-08-22,1003.27001953125,1011.010009765625,992.6199951171875,999.743994140625,993.0599975585938,1308900000,^GSPC,1.0815994319054796,950.4142024739584,1.0024125235342416
2003-08-29,1002.8400268554688,1008.8499755859375,999.52001953125,999.6160034179687,1008.010009765625,945100000,^GSPC,1.096479393860688,955.5647059286794,1.0150544904072114
2003-09-05,1027.969970703125,1029.2099609375,1018.1900024414062,1021.1260009765625,1021.3900146484375,1465200000,^GSPC,1.1584848418773768,961.9285167275707,1.0132736825559139
2003-09-12,1016.4199829101562,1019.6500244140625,1007.7100219726562,1020.1559936523438,1018.6300048828125,1236700000,^GSPC,1.203419330268845,967.9333464329218,0.9972977905344268
2003-09-19,1039.5799560546875,1040.2900390625,1031.8900146484375,1029.1959838867188,1036.300048828125,1518600000,^GSPC,1.2403268218973584,974.1643733461441,1.017346871641922
2003-09-26,1003.27001953125,1003.4500122070312,996.0800170898438,1012.2700073242188,996.8499755859375,1472500000,^GSPC,1.227436810165034,978.9051093644994,0.961931804126808
2003-10-03,1020.239990234375,1039.31005859375,1020.239990234375,1014.1719848632813,1029.8499755859375,1570500000,^GSPC,1.2187791422646341,983.3706009009576,1.033104279287967
2003-10-10,1038.72998046875,1040.8399658203125,1035.739990234375,1036.8340087890624,1038.06005859375,1108100000,^GSPC,1.240600449220134,988.930674641927,1.0079721155531818
2003-10-17,1050.0699462890625,1051.8900146484375,1036.5699462890625,1046.1959716796875,1039.3199462890625,1352000000,^GSPC,1.2773020039815028,994.661610514323,1.0012136944147714
2003-10-24,1033.77001953125,1033.77001953125,1018.3200073242188,1036.7500244140624,1028.9100341796875,1420300000,^GSPC,1.2426763169745803,999.3128767116095,0.9899839196326944
2003-10-31,1046.93994140625,1053.0899658203125,1046.93994140625,1044.735986328125,1050.7099609375,1498900000,^GSPC,1.1953552124867846,1004.0035898647513,1.0211873983474102
2003-11-07,1058.050048828125,1062.3900146484375,1052.1700439453125,1055.068017578125,1053.2099609375,1440500000,^GSPC,1.2182218314313198,1008.995741609963,1.0023793435800012
2003-11-14,1058.4100341796875,1063.6500244140625,1048.1099853515625,1052.193994140625,1050.3499755859375,1356100000,^GSPC,1.2076102680567644,1013.4005799783687,0.9972845059792098
2003-11-21,1033.6500244140625,1037.5699462890625,1031.199951171875,1037.8300048828125,1035.280029296875,1273800000,^GSPC,1.1859496594074763,1016.4838233471943,0.9856524523831633
2003-11-28,1058.449951171875,1060.6300048828125,1056.77001953125,1051.57998046875,1058.199951171875,487220000,^GSPC,1.1613069129582534,1020.099297373782,1.0221388621690755
2003-12-05,1069.719970703125,1069.719970703125,1060.0899658203125,1066.53798828125,1061.5,1265900000,^GSPC,1.1674342300054907,1024.3678644258232,1.0031185494050254
2003-12-12,1071.2099609375,1074.760009765625,1067.6400146484375,1066.776025390625,1074.1400146484375,1223100000,^GSPC,1.1640170147921727,1028.3349242376512,1.0119076916141663
2003-12-19,1089.1800537109375,1091.06005859375,1084.18994140625,1079.4980224609376,1088.6600341796875,1657300000,^GSPC,1.1505382798371735,1032.826138640373,1.0135178089757715
2003-12-26,1094.0400390625,1098.469970703125,1094.0400390625,1093.510009765625,1095.8900146484375,356070000,^GSPC,1.1740264680642698,1037.9289521641883,1.0066411737748762
2004-01-02,1111.9200439453125,1118.8499755859375,1105.0799560546875,1107.0820068359376,1108.47998046875,1153200000,^GSPC,1.1708858375738853,1043.5467159935736,1.0114883479656043
2004-01-09,1131.9200439453125,1131.9200439453125,1120.9000244140625,1125.2,1121.8599853515625,1720700000,^GSPC,1.1431918993266987,1049.9960664482526,1.0120705877585217
2004-01-16,1132.050048828125,1139.8299560546875,1132.050048828125,1130.1699951171875,1139.8299560546875,1721100000,^GSPC,1.1337393093273498,1056.4549649802586,1.016018015561446
2004-01-23,1143.93994140625,1150.31005859375,1136.8499755859375,1142.3419921875,1141.550048828125,1561200000,^GSPC,1.1500351134691218,1063.3957213961694,1.0015090784062135
2004-01-30,1134.1099853515625,1134.1700439453125,1127.72998046875,1138.6280029296875,1131.1300048828125,1635000000,^GSPC,1.1504229747069576,1069.800594653058,0.9908720218127892
2004-02-06,1128.5899658203125,1142.7900390625,1128.3900146484375,1133.8320068359376,1142.760009765625,1477600000,^GSPC,1.1414887750441218,1075.5559670856435,1.0102817579169578
2004-02-13,1152.1099853515625,1156.8800048828125,1143.239990234375,1148.2060302734376,1145.81005859375,1329200000,^GSPC,1.1735507810421157,1081.9514485677084,1.0026690195684662
2004-02-20,1147.06005859375,1149.81005859375,1139.0,1149.1580078125,1144.1099853515625,1479600000,^GSPC,1.1685616209485397,1088.0781930443547,0.9985162695776348
2004-02-27,1145.800048828125,1151.6800537109375,1141.800048828125,1142.7199951171874,1144.93994140625,1540400000,^GSPC,1.157011493020226,1093.4411990192373,1.0007254163195092
2004-03-05,1154.8699951171875,1163.22998046875,1148.77001953125,1153.5659912109375,1156.8599853515625,1398200000,^GSPC,1.1855520889685214,1099.1728284347698,1.010411064820284
