,holding,total
1995-01-02,"[('CCNE', 6.050000190734863, 1.1806375070526298), ('COLB', 4.0471391677856445, 1.7649151281262445), ('ROST', 0.3398439884185791, 21.01804765208743), ('NSEC', 13.75, 0.5194805194805195), ('HWKN', 3.5, 2.0408163265306123), ('SENEB', 16.875, 0.4232804232804233), ('CNTY', 1.875, 3.8095238095238098), ('SANM', 10.40625, 0.6864006864006864), ('FSTR', 3.3125, 2.15633423180593), ('LFVN', 28.559999465942383, 0.2501000446927513), ('PPIH', 4.875, 1.4652014652014653), ('CACC', 17.0, 0.42016806722689076), ('NATH', 4.625, 1.5444015444015444), ('FARM', 12.0, 0.5952380952380952)]",100.0
1995-01-09,"[('CCNE', 5.900000095367432, 1.1999683073864746), ('COLB', 3.9931769371032715, 1.7729775663669767), ('ROST', 0.328125, 21.57657334253134), ('NSEC', 13.75, 0.5148955002194979), ('HWKN', 3.5, 2.0228037508623133), ('SENEB', 16.875, 0.41954448166033165), ('CNTY', 1.625, 4.356808078780367), ('SANM', 10.875, 0.6510172991281008), ('FSTR', 3.375, 2.0977224083016583), ('LFVN', 28.559999465942383, 0.24789262116271144), ('PPIH', 4.875, 1.4522693595934557), ('CACC', 17.25, 0.4104239494503244), ('NATH', 4.375, 1.6182430006898505), ('FARM', 12.693750381469727, 0.5577400622556098)]",99.11738379225335
1995-01-16,"[('CCNE', 6.050000190734863, 1.1896553941212533), ('COLB', 4.0471391677856445, 1.7783958156497846), ('ROST', 0.328125, 21.93498014885285), ('NSEC', 15.0, 0.4798276907561561), ('HWKN', 3.5, 2.0564043889549546), ('SENEB', 16.25, 0.4429178683902979), ('CNTY', 1.875, 3.838621526049249), ('SANM', 10.03125, 0.717499350663411), ('FSTR', 3.25, 2.2145893419514895), ('LFVN', 28.559999465942383, 0.252010346496162), ('PPIH', 5.25, 1.3709362593033032), ('CACC', 17.75, 0.4054881893713995), ('NATH', 4.625, 1.5561979159659116), ('FARM', 11.899999618530273, 0.6048248396693031)]",100.76381505879277
1995-01-23,"[('CCNE', 6.050000190734863, 1.2179526693144649), ('COLB', 4.26298713684082, 1.7285095275045141), ('ROST', 0.33007800579071045, 22.32385603520247), ('NSEC', 13.802083015441895, 0.5338769425900769), ('HWKN', 3.625, 2.032721070802358), ('SENEB', 16.25, 0.45345316194821833), ('CNTY', 2.0, 3.684306940829274), ('SANM', 10.21875, 0.7210875969818762), ('FSTR', 3.75, 1.9649637017756127), ('LFVN', 28.559999465942383, 0.25800469255770025), ('PPIH', 5.375, 1.3709049082155438), ('CACC', 18.0625, 0.4079509415451099), ('NATH', 4.875, 1.5115105398273945), ('FARM', 11.699999809265137, 0.6297960685284286)]",103.16059434321967
1995-01-30,"[('CCNE', 5.875, 1.236421904030107), ('COLB', 4.26298713684082, 1.7039644861701386), ('ROST', 0.3710939884185791, 19.574498409775916), ('NSEC', 13.802083015441895, 0.526295826365475), ('HWKN', 3.625, 2.0038561892901736), ('SENEB', 16.375, 0.44360175182759565), ('CNTY', 1.6875, 4.304579962178891), ('SANM', 10.03125, 0.7241349469085985), ('FSTR', 3.65625, 1.9867292133133343), ('LFVN', 28.559999465942383, 0.2543409951684042), ('PPIH', 4.75, 1.5292586707740796), ('CACC', 18.625, 0.39001227845244985), ('NATH', 4.75, 1.5292586707740796), ('FARM', 11.800000190734863, 0.6155914041323844)]",101.6957016064763
1995-02-06,"[('CCNE', 5.875, 1.2686546378604389), ('COLB', 4.316948890686035, 1.7265309796719917), ('ROST', 0.3710939884185791, 20.084793152248544), ('NSEC', 13.75, 0.5420615270858239), ('HWKN', 3.625, 2.056095447566918), ('SENEB', 16.625, 0.44832156375519266), ('CNTY', 2.125, 3.5074569399670956), ('SANM', 11.0625, 0.6737487907281426), ('FSTR', 3.875, 1.9234441283690524), ('LFVN', 28.559999465942383, 0.2609715033894922), ('PPIH', 4.0, 1.8633364993575194), ('CACC', 19.25, 0.38718680506130276), ('NATH', 4.875, 1.5288914866523236), ('FARM', 12.0, 0.6211121664525064)]",104.34684396402109
1995-02-13,"[('CCNE', 5.900000095367432, 1.2760251235493043), ('COLB', 4.856566905975342, 1.550179066074285), ('ROST', 0.375, 20.076128935019025), ('NSEC', 13.75, 0.5475307891368825), ('HWKN', 3.625, 2.076840924312313), ('SENEB', 16.75, 0.44946557317206776), ('CNTY', 2.25, 3.3460214891698374), ('SANM', 10.734375, 0.7013494824460795), ('FSTR', 3.8125, 1.9747012067231828), ('LFVN', 28.559999465942383, 0.26360463905504905), ('PPIH', 4.25, 1.7714231413252082), ('CACC', 19.0, 0.3962393868753755), ('NATH', 4.5, 1.6730107445849187), ('FARM', 12.100000381469727, 0.6221940589490857)]",105.39967690884988
1995-02-20,"[('CCNE', 6.0, 1.2517781952203402), ('COLB', 4.856566905975342, 1.5464976220303255), ('ROST', 0.3476560115814209, 21.603737375796953), ('NSEC', 15.0, 0.5007112780881361), ('HWKN', 3.75, 2.0028451123525444), ('SENEB', 17.375, 0.43226872928472176), ('CNTY', 2.1875, 3.433448764032933), ('SANM', 10.734375, 0.699683882044557), ('FSTR', 3.6875, 2.0367916396805534), ('LFVN', 28.559999465942383, 0.26297861735881567), ('PPIH', 4.4375, 1.6925451653683472), ('CACC', 18.5, 0.405982117368759), ('NATH', 4.0625, 1.8487801037100409), ('FARM', 12.100000381469727, 0.6207164408708686)]",105.14936839850857
1995-02-27,"[('CCNE', 6.0, 1.2856697788212614), ('COLB', 5.126376152038574, 1.5047703180852194), ('ROST', 0.3710939884185791, 20.787236963338962), ('NSEC', 13.645833015441895, 0.5653021449257244), ('HWKN', 4.125, 1.8700651328309257), ('SENEB', 17.125, 0.4504536451344565), ('CNTY', 2.125, 3.6301264343188557), ('SANM', 10.78125, 0.7155031812570498), ('FSTR', 3.875, 1.9907144962393724), ('LFVN', 28.559999465942383, 0.2700986980803864), ('PPIH', 4.625, 1.6678959292816364), ('CACC', 19.25, 0.40072824274948404), ('NATH', 4.375, 1.7632042680977298), ('FARM', 13.0, 0.5933860517636591)]",107.99626142098596
1995-03-06,"[('CCNE', 5.900000095367432, 1.2975364182387348), ('COLB', 4.640719890594482, 1.649628758431825), ('ROST', 0.3671880066394806, 20.84889716691559), ('NSEC', 14.0625, 0.5443886216072), ('HWKN', 3.625, 2.1118524114072414), ('SENEB', 16.875, 0.4536571846726667), ('CNTY', 2.25, 3.402428885045), ('SANM', 12.5625, 0.6093902480677612), ('FSTR', 3.75, 2.041457331027), ('LFVN', 28.559999465942383, 0.26804849910730366), ('PPIH', 4.125, 1.8558703009336364), ('CACC', 20.75, 0.3689380718723494), ('NATH', 4.5, 1.7012144425225), ('FARM', 12.100000381469727, 0.6326830371902334)]",107.1765098789175
1995-03-13,"[('CCNE', 5.900000095367432, 1.3016831466394212), ('COLB', 4.748642921447754, 1.6172895743799844), ('ROST', 0.36523398756980896, 21.027426117737363), ('NSEC', 13.75, 0.5585404137680555), ('HWKN', 3.875, 1.9819175972414873), ('SENEB', 16.875, 0.4551070038110082), ('CNTY', 2.3125, 3.321051108891141), ('SANM', 11.90625, 0.6450335487085156), ('FSTR', 3.6875, 2.0826930682876648), ('LFVN', 28.559999465942383, 0.2689051412087396), ('PPIH', 4.25, 1.8070425151319445), ('CACC', 19.875, 0.3864116070093466), ('NATH', 4.5, 1.7066512642912808), ('FARM', 12.5, 0.6143944551448611)]",107.51902965035069
1995-03-20,"[('CCNE', 5.800000190734863, 1.3534274943133504), ('COLB', 4.47883415222168, 1.752661397669612), ('ROST', 0.359375, 21.84314358306293), ('NSEC', 14.583333015441895, 0.5382774786018544), ('HWKN', 4.0, 1.96246993129081), ('SENEB', 17.5, 0.4485645557236137), ('CNTY', 2.4375, 3.220463476990047), ('SANM', 11.8125, 0.6645400825535018), ('FSTR', 3.875, 2.0257754129453525), ('LFVN', 28.559999465942383, 0.2748557378134468), ('PPIH', 4.625, 1.697271291927187), ('CACC', 21.75, 0.3609140103523329), ('NATH', 4.4375, 1.7689869803184766), ('FARM', 12.550000190734863, 0.6254884148096249)]",109.89831615228536
