,close,Stage
2016-11-18,39.75,
2016-11-25,41.0,bad sector XLE{'XLF'}
2016-12-02,42.5,RS -1.0700030258715596 -0.08498841770875612
2016-12-09,47.0,bad sector XLE{'XLF'}
2016-12-16,46.7400016784668,bad sector XLE{'XLF'}
2016-12-23,45.25,bad sector XLE{'XLF'}
2016-12-30,49.0,bad sector XLE{'XLF'}
2017-01-06,52.25,bad sector XLE{'XLF'}
2017-01-13,52.0,bad sector XLE{'XLF'}
2017-01-20,51.72999954223633,bad sector XLE{'XLF'}
2017-01-27,49.900001525878906,"bad sector XLE{'XLF', 'XLK'}"
2017-02-03,49.0,bad sector XLE{'XLF'}
2017-02-10,49.0,bad sector XLE{'XLF'}
2017-02-17,49.720001220703125,bad sector XLE{'XLF'}
2017-02-24,49.0,bad sector XLE{'XLF'}
2017-03-03,49.08000183105469,bad sector XLE{'XLF'}
2017-03-10,47.27000045776367,bad sector XLE{'XLF'}
2017-03-17,44.79999923706055,bad sector XLE{'XLF'}
2017-03-24,42.70000076293945,bad sector XLE{'XLF'}
2017-03-31,45.25,bad sector XLE{'XLF'}
2017-04-07,48.83000183105469,bad sector XLE{'XLF'}
2017-04-21,42.75,bad sector XLE{'XLF'}
2017-04-28,39.59000015258789,bad sector XLE{'XLF'}
2017-05-05,42.06999969482422,bad sector XLE{'XLF'}
2017-05-12,43.79999923706055,bad sector XLE{'XLF'}
2017-05-19,44.029998779296875,bad sector XLE{'XLF'}
2017-05-26,43.43000030517578,bad sector XLEset()
2017-06-02,44.02000045776367,bad sector XLEset()
2017-06-09,43.56999969482422,bad sector XLE{'XLF'}
2017-06-16,39.029998779296875,bad sector XLEset()
2017-06-23,33.0,bad sector XLEset()
2017-06-30,36.75,bad sector XLEset()
2017-07-07,36.130001068115234,bad sector XLEset()
2017-07-14,36.689998626708984,bad sector XLE{'XLK'}
2017-07-21,37.4900016784668,bad sector XLE{'XLK'}
2017-07-28,38.099998474121094,bad sector XLE{'XLK'}
2017-08-04,38.58000183105469,bad sector XLE{'XLK'}
2017-08-11,37.86000061035156,bad sector XLE{'XLK'}
2017-08-18,38.54999923706055,bad sector XLE{'XLK'}
2017-08-25,38.77000045776367,bad sector XLE{'XLK'}
2017-09-01,38.45000076293945,"bad sector XLE{'XLV', 'XLK'}"
2017-09-08,38.43000030517578,bad sector XLE{'XLV'}
2017-09-15,39.20000076293945,bad sector XLEset()
2017-09-22,39.459999084472656,bad sector XLEset()
2017-09-29,39.97999954223633,bad sector XLEset()
2017-10-06,41.130001068115234,bad sector XLEset()
2017-10-13,41.220001220703125,bad sector XLEset()
2017-10-20,40.650001525878906,bad sector XLEset()
2017-10-27,40.58000183105469,bad sector XLE{'XLK'}
2017-11-03,39.310001373291016,bad sector XLE{'XLK'}
2017-11-10,38.720001220703125,bad sector XLE{'XLK'}
2017-11-17,37.2400016784668,bad sector XLE{'XLK'}
2017-11-24,35.959999084472656,bad sector XLE{'XLK'}
2017-12-01,34.380001068115234,bad sector XLEset()
2017-12-08,33.849998474121094,bad sector XLE{'XLF'}
2017-12-15,35.130001068115234,bad sector XLEset()
2017-12-22,39.5,bad sector XLE{'XLF'}
2017-12-29,39.11000061035156,bad sector XLE{'XLF'}
2018-01-05,44.11000061035156,bad sector XLEset()
2018-01-12,47.13999938964844,bad sector XLEset()
2018-01-19,46.220001220703125,bad sector XLE{'XLF'}
2018-01-26,45.70000076293945,bad sector XLE{'XLK'}
2018-02-02,40.790000915527344,bad sector XLEset()
2018-02-09,37.150001525878906,bad sector XLEset()
2018-02-16,37.68000030517578,bad sector XLEset()
2018-02-23,38.099998474121094,bad sector XLE{'XLK'}
2018-03-02,37.38999938964844,bad sector XLE{'XLK'}
2018-03-09,36.849998474121094,bad sector XLE{'XLK'}
2018-03-16,36.04999923706055,bad sector XLE{'XLK'}
2018-03-23,35.58000183105469,bad sector XLEset()
2018-04-06,34.75,bad sector XLEset()
2018-04-13,40.959999084472656,bad sector XLEset()
2018-04-20,45.959999084472656,bad sector XLE{'XLY'}
2018-04-27,45.790000915527344,bad sector XLE{'XLY'}
2018-05-04,47.189998626708984,"bad sector XLE{'XLY', 'XLK'}"
2018-05-11,63.08000183105469,bad sector XLE{'XLK'}
2018-05-18,67.12000274658203,volume 0.7771801767191702 1.7466372328111242
2018-05-25,61.9900016784668,"bad sector XLE{'XLY', 'XLK'}"
