,close,Stage
1995-01-02,0.375,
1995-01-09,0.40066999197006226,bad sector
1995-01-16,0.38058000802993774,bad sector
1995-01-23,0.3560270071029663,bad sector
1995-01-30,0.36160698533058167,bad sector
1995-02-06,0.390625,bad sector
1995-02-13,0.3794640004634857,bad sector
1995-02-20,0.3482140004634857,bad sector
1995-02-27,0.359375,bad sector
1995-03-06,0.3526790142059326,bad sector
1995-03-13,0.313616007566452,bad sector
1995-03-20,0.3370540142059326,bad sector
1995-03-27,0.31473198533058167,bad sector
1995-04-03,0.328125,bad sector
1995-04-10,0.34151801466941833,bad sector
1995-04-17,0.34933000802993774,bad sector
1995-04-24,0.34151801466941833,bad sector
1995-05-01,0.3470979928970337,bad sector
1995-05-08,0.389508992433548,bad sector
1995-05-15,0.3816959857940674,bad sector
1995-05-22,0.38113799691200256,bad sector
1995-05-29,0.376116007566452,bad sector
1995-06-05,0.38839301466941833,bad sector
1995-06-12,0.391741007566452,bad sector
1995-06-19,0.43526801466941833,bad sector
1995-06-26,0.4146209955215454,bad sector
1995-07-03,0.4341520071029663,bad sector
1995-07-10,0.43526801466941833,bad sector
1995-07-17,0.390625,bad sector
1995-07-24,0.40625,bad sector
1995-07-31,0.3950890004634857,bad sector
1995-08-07,0.38448700308799744,bad sector
1995-08-14,0.40066999197006226,bad sector
1995-08-21,0.3995540142059326,bad sector
1995-08-28,0.3833709955215454,bad sector
1995-09-04,0.3995540142059326,bad sector
1995-09-11,0.3203130066394806,bad sector
1995-09-18,0.33091500401496887,bad sector
1995-09-25,0.3325890004634857,bad sector
1995-10-02,0.31863799691200256,bad sector
1995-10-09,0.3214290142059326,bad sector
1995-10-16,0.313616007566452,bad sector
1995-10-23,0.31026801466941833,bad sector
1995-10-30,0.32589301466941833,bad sector
1995-11-06,0.3549109995365143,bad sector
1995-11-13,0.358258992433548,bad sector
1995-11-20,0.3588170111179352,bad sector
1995-11-27,0.3359380066394806,bad sector
1995-12-04,0.3515630066394806,bad sector
1995-12-11,0.31473198533058167,bad sector
1995-12-18,0.2879459857940674,bad sector
1995-12-25,0.2845979928970337,bad sector
1996-01-01,0.3058040142059326,bad sector
1996-01-08,0.30245500802993774,bad sector
1996-01-15,0.266741007566452,bad sector
1996-01-22,0.2734380066394806,bad sector
1996-01-29,0.2611609995365143,bad sector
1996-02-05,0.24776799976825714,bad sector
1996-02-12,0.24553599953651428,bad sector
1996-02-19,0.266741007566452,bad sector
1996-02-26,0.23995499312877655,bad sector
1996-03-04,0.23214299976825714,bad sector
1996-03-11,0.2310270071029663,bad sector
1996-03-18,0.2265630066394806,bad sector
1996-03-25,0.219308003783226,bad sector
1996-04-01,0.2154020071029663,bad sector
1996-04-08,0.22767899930477142,bad sector
1996-04-15,0.22377200424671173,bad sector
1996-04-22,0.22098200023174286,bad sector
1996-04-29,0.21317000687122345,bad sector
1996-05-06,0.24330399930477142,bad sector
1996-05-13,0.2466520071029663,bad sector
1996-05-20,0.23883900046348572,bad sector
1996-05-27,0.23325900733470917,bad sector
1996-06-03,0.21763400733470917,bad sector
1996-06-10,0.21372799575328827,bad sector
1996-06-17,0.20200900733470917,bad sector
1996-06-24,0.1875,bad sector
1996-07-01,0.17410700023174286,bad sector
1996-07-08,0.16127200424671173,bad sector
1996-07-15,0.18526799976825714,bad sector
1996-07-22,0.19642899930477142,bad sector
1996-07-29,0.19307999312877655,bad sector
1996-08-05,0.2064729928970337,bad sector
1996-08-12,0.20089299976825714,bad sector
1996-08-19,0.21317000687122345,bad sector
1996-08-26,0.21651799976825714,bad sector
1996-09-02,0.20535700023174286,bad sector
1996-09-09,0.1875,bad sector
1996-09-16,0.20424099266529083,bad sector
1996-09-23,0.1992190033197403,bad sector
1996-09-30,0.203683003783226,bad sector
1996-10-07,0.21651799976825714,bad sector
1996-10-14,0.23716500401496887,bad sector
1996-10-21,0.21875,bad sector
1996-10-28,0.21651799976825714,bad sector
1996-11-04,0.234375,bad sector
1996-11-11,0.22321400046348572,bad sector
1996-11-18,0.22544600069522858,bad sector
1996-11-25,0.2154020071029663,bad sector
1996-12-02,0.22432999312877655,bad sector
1996-12-09,0.20758900046348572,bad sector
1996-12-16,0.20982100069522858,bad sector
1996-12-23,0.2064729928970337,bad sector
1996-12-30,0.19419600069522858,bad sector
1997-01-06,0.16294600069522858,bad sector
1997-01-13,0.14955399930477142,bad sector
1997-01-20,0.15067000687122345,bad sector
1997-01-27,0.1484380066394806,bad sector
1997-02-03,0.141183003783226,bad sector
1997-02-10,0.14564700424671173,bad sector
1997-02-17,0.14620499312877655,bad sector
1997-02-24,0.14508900046348572,bad sector
