Date,Close,Volume
1995-01-06,2.625,136800
1995-01-13,2.625,213600
1995-01-20,2.562999963760376,166400
1995-01-27,2.609999895095825,950800
1995-02-03,2.812999963760376,1088000
1995-02-10,3.062999963760376,1579600
1995-02-17,2.937999963760376,545200
1995-02-24,3.125,728400
1995-03-03,3.125,851200
1995-03-10,3.4690001010894775,1623200
1995-03-17,3.437999963760376,410400
1995-03-24,3.437999963760376,2108000
1995-03-31,3.375,550000
1995-04-07,3.437999963760376,372800
1995-04-14,3.437999963760376,174000
1995-04-21,3.312999963760376,339600
1995-04-28,3.75,638800
1995-05-05,3.5,625200
1995-05-12,3.562999963760376,378800
1995-05-19,3.421999931335449,306400
1995-05-26,3.375,303600
1995-06-02,3.437999963760376,163200
1995-06-09,3.562999963760376,456800
1995-06-16,3.625,340400
1995-06-23,3.5,636400
1995-06-30,3.375,282800
1995-07-07,3.437999963760376,687200
1995-07-14,3.812999963760376,1064800
1995-07-21,4.25,2189600
1995-07-28,4.360000133514404,1888400
1995-08-04,4.438000202178955,1002000
1995-08-11,4.313000202178955,874000
1995-08-18,4.593999862670898,1010000
1995-08-25,4.843999862670898,1245200
1995-09-01,5.0320000648498535,1174800
1995-09-08,4.968999862670898,387600
1995-09-15,4.813000202178955,445200
1995-09-22,4.843999862670898,330800
1995-09-29,4.718999862670898,205600
1995-10-06,5.0,666000
1995-10-13,4.938000202178955,763200
1995-10-20,4.843999862670898,2532400
1995-10-27,5.2820000648498535,1369200
1995-11-03,5.718999862670898,959200
1995-11-10,5.7820000648498535,1117200
1995-11-17,5.9070000648498535,1176000
1995-11-24,6.0320000648498535,305600
1995-12-01,5.938000202178955,648400
1995-12-08,5.593999862670898,668000
1995-12-15,5.25,581600
1995-12-22,5.063000202178955,766400
1995-12-29,5.0320000648498535,313600
1996-01-05,5.063000202178955,569200
1996-01-12,4.875,362400
1996-01-19,4.6570000648498535,319200
1996-01-26,4.688000202178955,291600
1996-02-02,4.593999862670898,589600
1996-02-09,5.063000202178955,501600
1996-02-16,5.063000202178955,352800
1996-02-23,5.313000202178955,461200
1996-03-01,5.2820000648498535,291200
1996-03-08,5.343999862670898,506800
1996-03-15,5.6570000648498535,450400
1996-03-22,5.75,346800
1996-03-29,6.063000202178955,1253200
1996-04-05,6.0,186400
1996-04-12,5.875,494000
1996-04-19,6.313000202178955,444000
1996-04-26,6.563000202178955,941200
1996-05-03,6.968999862670898,445200
1996-05-10,7.188000202178955,361600
1996-05-17,7.5,1971200
1996-05-24,7.5320000648498535,600800
1996-05-31,7.25,334800
1996-06-07,7.438000202178955,522800
1996-06-14,8.187999725341797,670000
1996-06-21,7.0,994000
1996-06-28,7.313000202178955,772000
1996-07-05,7.375,465200
1996-07-12,7.125,487600
1996-07-19,7.375,720400
1996-07-26,6.063000202178955,630400
1996-08-02,7.125,500800
1996-08-09,7.125,372800
1996-08-16,6.438000202178955,234800
1996-08-23,6.438000202178955,709600
1996-08-30,6.593999862670898,523200
1996-09-06,6.843999862670898,238800
1996-09-13,6.75,293600
1996-09-20,6.375,670000
1996-09-27,5.593999862670898,1308800
1996-10-04,6.5,1337200
1996-10-11,6.313000202178955,246800
1996-10-18,6.343999862670898,198800
1996-10-25,6.125,369200
1996-11-01,6.0,375200
1996-11-08,6.188000202178955,305200
1996-11-15,6.188000202178955,212400
1996-11-22,6.125,241200
1996-11-29,6.0,781200
1996-12-06,5.875,420000
1996-12-13,6.125,302000
1996-12-20,6.563000202178955,204000
1996-12-27,6.25,112000
1997-01-03,6.25,413200
1997-01-10,6.313000202178955,306000
1997-01-17,5.938000202178955,191200
1997-01-24,6.313000202178955,319600
1997-01-31,6.563000202178955,390400
1997-02-07,6.5,237600
1997-02-14,6.438000202178955,423200
1997-02-21,6.063000202178955,236800
1997-02-28,6.188000202178955,146400
1997-03-07,6.313000202178955,280800
1997-03-14,6.25,514800
1997-03-21,5.718999862670898,494800
1997-03-28,5.75,357600
1997-04-04,5.75,198000
1997-04-11,5.843999862670898,268000
1997-04-18,5.938000202178955,191600
1997-04-25,5.875,353600
1997-05-02,6.218999862670898,296400
1997-05-09,6.093999862670898,889200
1997-05-16,6.125,129200
1997-05-23,6.1570000648498535,299200
1997-05-30,6.9070000648498535,533600
1997-06-06,6.688000202178955,135200
1997-06-13,7.313000202178955,450000
1997-06-20,6.968999862670898,602400
1997-06-27,7.5,799600
1997-07-04,7.5,266800
1997-07-11,7.218999862670898,422400
1997-07-18,6.7820000648498535,452400
1997-07-25,6.75,143200
