Date,Close,Volume
2006-10-06,19.56999969482422,41716800
2006-10-13,18.8700008392334,34863000
2006-10-20,19.6299991607666,35435700
2006-10-27,21.950000762939453,49856900
2006-11-03,21.540000915527344,29286100
2006-11-10,22.829999923706055,27948700
2006-11-17,22.68000030517578,22127400
2006-11-24,22.360000610351562,11413900
2006-12-01,22.850000381469727,25949400
2006-12-08,23.850000381469727,26367300
2006-12-15,22.989999771118164,21616600
2006-12-22,21.979999542236328,15736900
2006-12-29,22.420000076293945,7758900
2007-01-05,22.329999923706055,14270500
2007-01-12,22.790000915527344,19491600
2007-01-19,21.40999984741211,19354500
2007-01-26,20.940000534057617,23876800
2007-02-02,23.020000457763672,29489200
2007-02-09,21.799999237060547,18368500
2007-02-16,22.149999618530273,14155564
2007-02-23,21.889999389648438,16386500
2007-03-02,21.079999923706055,28657875
2007-03-09,21.139999389648438,19382113
2007-03-16,21.610000610351562,20881200
2007-03-23,22.34000015258789,22218310
2007-03-30,21.950000762939453,17816900
2007-04-06,22.8700008392334,15916075
2007-04-13,22.479999542236328,22540088
2007-04-20,23.260000228881836,18354572
2007-04-27,21.709999084472656,45387836
2007-05-04,21.540000915527344,36462804
2007-05-11,21.520000457763672,17626140
2007-05-18,21.639999389648438,17803640
2007-05-25,22.280000686645508,18440831
2007-06-01,22.489999771118164,13370044
2007-06-08,22.15999984741211,21403662
2007-06-15,22.889999389648438,21411500
2007-06-22,20.969999313354492,27301934
2007-06-29,20.829999923706055,24758261
2007-07-06,20.309999465942383,15341287
2007-07-13,20.65999984741211,24694419
2007-07-20,20.670000076293945,21575905
2007-07-27,20.190000534057617,30049793
2007-08-03,19.510000228881836,24296114
2007-08-10,19.639999389648438,30706184
2007-08-17,18.729999542236328,25446803
2007-08-24,19.850000381469727,17024900
2007-08-31,18.829999923706055,17611900
2007-09-07,19.3799991607666,14902600
2007-09-14,20.1299991607666,15513300
2007-09-21,20.420000076293945,18757200
2007-09-28,20.969999313354492,24557400
2007-10-05,20.8799991607666,28959400
2007-10-12,20.1299991607666,21172245
2007-10-19,18.43000030517578,23329300
2007-10-26,21.889999389648438,39490369
2007-11-02,22.1299991607666,25033600
2007-11-09,22.0,26631849
2007-11-16,22.639999389648438,27818958
2007-11-23,21.68000030517578,15572761
2007-11-30,22.600000381469727,22400153
2007-12-07,22.709999084472656,22658337
2007-12-14,23.65999984741211,22964959
2007-12-21,24.100000381469727,22360296
2007-12-28,23.950000762939453,9504012
2008-01-04,21.940000534057617,17943347
2008-01-11,21.34000015258789,23727261
2008-01-18,21.040000915527344,31844574
2008-01-25,20.469999313354492,28052486
2008-02-01,23.040000915527344,26917927
2008-02-08,21.670000076293945,21906978
2008-02-15,21.3700008392334,22018615
2008-02-22,21.440000534057617,17797388
2008-02-29,20.799999237060547,25887753
2008-03-07,21.280000686645508,36345136
2008-03-14,20.6200008392334,24468245
2008-03-21,21.950000762939453,23041710
2008-03-28,20.979999542236328,21380192
2008-04-04,20.770000457763672,18258841
2008-04-11,20.280000686645508,20142365
2008-04-18,20.559999465942383,20103790
2008-04-25,23.059999465942383,29007162
2008-05-02,23.350000381469727,22788426
2008-05-09,22.969999313354492,18190206
2008-05-16,23.420000076293945,17696206
2008-05-23,22.719999313354492,20457234
2008-05-30,23.639999389648438,19432359
2008-06-06,22.93000030517578,26718867
2008-06-13,24.030000686645508,20272487
2008-06-20,25.100000381469727,45045740
2008-06-27,25.190000534057617,44737861
2008-07-04,23.329999923706055,37833057
2008-07-11,24.040000915527344,39439816
2008-07-18,25.860000610351562,35117613
2008-07-25,27.40999984741211,58952222
2008-08-01,27.56999969482422,37121315
2008-08-08,26.84000015258789,29079725
2008-08-15,28.350000381469727,32956584
2008-08-22,28.200000762939453,27677559
2008-08-29,27.6200008392334,25631764
2008-09-05,26.860000610351562,27012548
2008-09-12,25.510000228881836,42523826
2008-09-19,25.719999313354492,52476509
2008-09-26,25.229999542236328,27419159
2008-10-03,21.239999771118164,32900349
2008-10-10,18.1299991607666,58546829
2008-10-17,19.209999084472656,35214823
2008-10-24,14.529999732971191,56522912
2008-10-31,15.260000228881836,44154696
2008-11-07,15.489999771118164,44731500
2008-11-14,13.489999771118164,39438790
2008-11-21,11.920000076293945,56991851
2008-11-28,13.270000457763672,28444848
2008-12-05,12.649999618530273,40951196
2008-12-12,13.710000038146973,36276899
2008-12-19,13.829999923706055,29475002
2008-12-26,14.010000228881836,14472449
2009-01-02,15.199999809265137,16416333
2009-01-09,15.029999732971191,30979540
2009-01-16,14.739999771118164,35858464
2009-01-23,13.770000457763672,27306557
2009-01-30,13.65999984741211,31474850
2009-02-06,12.84000015258789,63479153
2009-02-13,12.579999923706055,38252685
2009-02-20,11.420000076293945,31138300
2009-02-27,11.15999984741211,32044393
2009-03-06,10.430000305175781,34692567
2009-03-13,12.0,36509978
2009-03-20,12.020000457763672,31274841
2009-03-27,12.649999618530273,44622301
2009-04-03,13.819999694824219,44966170
2009-04-10,14.40999984741211,24646529
2009-04-17,14.920000076293945,42567536
2009-04-24,17.469999313354492,64229711
2009-05-01,17.010000228881836,47024781
2009-05-08,17.899999618530273,45128108
2009-05-15,16.360000610351562,32222558
2009-05-22,16.510000228881836,32996778
2009-05-29,17.6299991607666,26840792
2009-06-05,16.93000030517578,32645388
2009-06-12,17.25,27910800
2009-06-19,16.139999389648438,24715133
2009-06-26,16.43000030517578,26137640
2009-07-03,15.380000114440918,24405634
2009-07-10,16.190000534057617,41897701
2009-07-17,18.0,35942928
2009-07-24,18.459999084472656,40537307
2009-07-31,17.479999542236328,26166029
2009-08-07,18.06999969482422,25792137
2009-08-14,17.940000534057617,20433655
2009-08-21,18.579999923706055,21263017
2009-08-28,18.770000457763672,24137401
2009-09-04,18.18000030517578,30960185
2009-09-11,18.8700008392334,17824497
2009-09-18,19.559999465942383,26109750
2009-09-25,19.079999923706055,31583947
2009-10-02,18.170000076293945,28320412
2009-10-09,19.059999465942383,25700002
2009-10-16,19.780000686645508,22209391
2009-10-23,18.790000915527344,31735365
2009-10-30,18.170000076293945,27808901
2009-11-06,18.809999465942383,21552268
2009-11-13,19.440000534057617,17444706
2009-11-20,18.829999923706055,27034567
2009-11-27,18.5,17629349
2009-12-04,18.139999389648438,35895653
2009-12-11,19.06999969482422,26291448
2009-12-18,19.1299991607666,23507655
2009-12-25,19.25,11984737
2010-01-01,18.850000381469727,11248634
2010-01-08,19.799999237060547,26331264
2010-01-15,19.530000686645508,24156667
2010-01-22,18.799999237060547,25273802
2010-01-29,18.540000915527344,29343982
2010-02-05,16.5,113646643
2010-02-12,16.1200008392334,76059997
2010-02-19,16.350000381469727,25786310
2010-02-26,15.779999732971191,40245610
2010-03-05,16.309999465942383,40586761
2010-03-12,16.90999984741211,37800297
2010-03-19,16.65999984741211,48468101
2010-03-26,17.049999237060547,36779097
2010-04-02,17.059999465942383,23425852
2010-04-09,17.489999771118164,32529551
2010-04-16,17.239999771118164,27158342
2010-04-23,17.780000686645508,31600596
2010-04-30,18.25,82991535
2010-05-07,16.549999237060547,54504240
2010-05-14,16.639999389648438,47684169
2010-05-21,15.899999618530273,55286724
2010-05-28,15.960000038146973,38394216
2010-06-04,15.630000114440918,34187281
2010-06-11,16.09000015258789,36662219
2010-06-18,16.200000762939453,26716261
2010-06-25,16.0,33262771
2010-07-02,14.899999618530273,38534024
2010-07-09,15.869999885559082,27372743
2010-07-16,15.34000015258789,31963976
2010-07-23,16.309999465942383,29782650
2010-07-30,16.229999542236328,40171351
2010-08-06,16.290000915527344,27126336
2010-08-13,15.979999542236328,22665759
2010-08-20,15.9399995803833,17846090
2010-08-27,16.030000686645508,18064288
2010-09-03,16.479999542236328,24086437
2010-09-10,16.360000610351562,13676163
2010-09-17,16.979999542236328,30894817
2010-09-24,17.549999237060547,29806615
2010-10-01,17.68000030517578,37147267
2010-10-08,17.739999771118164,20342194
2010-10-15,17.889999389648438,24378461
2010-10-22,17.899999618530273,17196537
2010-10-29,17.59000015258789,39328326
2010-11-05,18.239999771118164,65863370
2010-11-12,18.110000610351562,36751002
2010-11-19,18.09000015258789,31328324
2010-11-26,18.149999618530273,17223672
2010-12-03,18.25,25398804
2010-12-10,18.709999084472656,24907075
2010-12-17,18.280000686645508,25523691
2010-12-24,18.260000228881836,14238864
2010-12-31,18.56999969482422,12922159
2011-01-07,19.190000534057617,29991101
2011-01-14,19.260000228881836,21196165
2011-01-21,19.309999465942383,17633179
2011-01-28,19.75,36307961
2011-02-04,20.959999084472656,43033000
2011-02-11,21.399999618530273,34227723
2011-02-18,21.65999984741211,18299521
2011-02-25,21.719999313354492,26221220
2011-03-04,21.719999313354492,30084582
2011-03-11,21.15999984741211,29431610
2011-03-18,21.09000015258789,36657706
2011-03-25,21.760000228881836,17575927
2011-04-01,20.770000457763672,38610262
2011-04-08,20.760000228881836,24950759
2011-04-15,21.049999237060547,16934043
2011-04-22,21.360000610351562,21375983
2011-04-29,21.25,26563216
2011-05-06,20.719999313354492,19152213
2011-05-13,20.700000762939453,16446860
2011-05-20,20.600000381469727,16340184
2011-05-27,20.3799991607666,20288991
2011-06-03,19.799999237060547,20229895
2011-06-10,19.6299991607666,23580192
2011-06-17,19.729999542236328,26310843
2011-06-24,19.229999542236328,30136653
2011-07-01,20.239999771118164,24299158
2011-07-08,19.770000457763672,29055200
2011-07-15,19.09000015258789,23542692
2011-07-22,19.3700008392334,21938402
2011-07-29,19.40999984741211,30232108
