Date,Close,Stage,support
2010-01-03,145.32,,0
2010-01-10,140.77,bearish,0
2010-01-17,136.09,bearish,0
2010-01-24,128.76,bearish,0
2010-01-31,134.51,bearish,0
2010-02-07,134.5,bearish,0
2010-02-14,139.45,bearish,0
2010-02-21,142.7,bearish,0
2010-02-28,151.76,bearish,0
2010-03-07,154.86,bearish,0
2010-03-14,151.35,bearish,0
2010-03-21,153.69,bearish,0
2010-03-28,155.27,bearish,0
2010-04-04,157.13,bearish,0
2010-04-11,160.89,bearish,0
2010-04-18,178.74,bearish,0
2010-04-25,177.25,bearish,0
2010-05-02,157.96,bearish,0
2010-05-09,173.63,bearish,0
2010-05-16,161.97,bearish,0
2010-05-23,165.83,bearish,0
2010-05-30,153.8,bearish,0
2010-06-06,158.14,bearish,0
2010-06-13,162.82,bearish,0
2010-06-20,155.55,bearish,0
2010-06-27,139.84,bearish,0
2010-07-04,147.9,bearish,0
2010-07-11,141.81,bearish,0
2010-07-18,151.84,bearish,0
2010-07-25,147.43,bearish,0
2010-08-01,151.63,bearish,0
2010-08-08,139.37,volume 0.17716715747368794 1.9505086899600719,0
2010-08-15,138.43,volume -0.20729188288774492 1.9505086899600719,0
2010-08-22,137.51,bearish,0
2010-08-29,147.54,volume -0.20087731578813628 1.9505086899600719,0
2010-09-05,146.54,volume -0.191346413302817 1.9505086899600719,0
2010-09-12,147.05,volume 0.3095545158193951 1.9505086899600719,0
2010-09-19,155.35,volume -0.04670142660993959 1.9505086899600719,0
2010-09-26,161.1,volume 0.022962743839212152 1.9505086899600719,0
2010-10-03,164.67,volume -0.20178961351401048 1.9505086899600719,0
2010-10-10,165.55,volume -0.04590747577027099 1.9505086899600719,0
2010-10-17,161.5,volume 0.7392391587725065 1.9505086899600719,0
2010-10-24,158.27,volume -0.29488242007530163 1.9505086899600719,0
2010-10-31,161.49,volume 0.0790264461861423 1.9505086899600719,0
2010-11-07,155.65,volume -0.2536507272630055 1.9505086899600719,0
2010-11-14,158.01,volume 0.027915562197443622 1.9505086899600719,0
2010-11-21,159.69,volume -0.42371162606159063 1.9505086899600719,0
2010-11-28,169.09,volume 0.8491279689509874 1.9505086899600719,0
2010-12-05,172.35,volume -0.15303110247373863 1.9505086899600719,0
2010-12-12,179.89,volume 0.5790944911963671 1.9505086899600719,0
2010-12-19,180.32,volume -0.5278901387435314 1.9505086899600719,0
2010-12-26,177.5,volume -0.15066600367363658 1.9505086899600719,0
2011-01-02,178.96,volume 0.6168234283589806 1.9505086899600719,0
2011-01-09,182.29,volume -0.2603862459550873 1.9505086899600719,0
2011-01-16,179.84,volume 0.556866937452444 1.9505086899600719,0
2011-01-23,177.63,volume -0.07534894429904182 1.9505086899600719,0
2011-01-30,181.6,volume -0.020178588682712717 1.9505086899600719,0
2011-02-06,191.38,volume -0.03942320322515391 1.9505086899600719,0
2011-02-13,191.04,volume -0.10416729645828193 1.9505086899600719,0
2011-02-20,187.6,volume 0.03599881416417028 1.9505086899600719,0
2011-02-27,188.97,volume 0.2763130568760681 1.9505086899600719,0
2011-03-06,187.88,volume 0.195061668763999 1.9505086899600719,0
2011-03-13,184.85,volume 0.029813488512816955 1.9505086899600719,0
2011-03-20,192.6,volume -0.39798678566269174 1.9505086899600719,0
2011-03-27,199.62,volume 0.15498563089845785 1.9505086899600719,0
2011-04-03,199.66,volume 0.3287611486533146 1.9505086899600719,0
2011-04-10,198.56,volume -0.020568953829931513 1.9505086899600719,0
2011-04-17,201.13,volume -0.38313303710439006 1.9505086899600719,0
2011-04-24,209.15,volume 0.39552886677105037 1.9505086899600719,0
2011-05-01,212.2,volume 0.17600575854934286 1.9505086899600719,0
2011-05-08,213.87,volume -0.24997728788479567 1.9505086899600719,0
2011-05-15,209.84,volume 0.032996539153184345 1.9505086899600719,0
2011-05-22,211.46,volume -0.0964168707905575 1.9505086899600719,0
2011-05-29,199.38,volume 0.15695705831407203 1.9505086899600719,0
2011-06-05,190.05,volume 0.5410039591762932 1.9505086899600719,0
2011-06-12,194.42,volume -0.08492833318341764 1.9505086899600719,0
2011-06-19,202.71,volume 0.11737196924865057 1.9505086899600719,0
2011-06-26,212.94,volume -0.2600550522779984 1.9505086899600719,0
2011-07-03,209.37,volume -0.10793511006918155 1.9505086899600719,0
2011-07-10,200.72,volume 0.13002476323794432 1.9505086899600719,0
2011-07-17,201.65,volume -0.09786624052867843 1.9505086899600719,0
2011-07-24,195.68,volume 0.4087344564603983 1.9505086899600719,0
2011-07-31,175.87,bearish,0
2011-08-07,168.37,bearish,0
2011-08-14,153.56,bearish,0
2011-08-21,166.08,bearish,0
2011-08-28,169.71,bearish,0
2011-09-04,164.04,bearish,0
2011-09-11,175.58,bearish,0
2011-09-18,160.34,bearish,0
2011-09-25,158.68,bearish,0
2011-10-02,168.36,bearish,0
2011-10-09,185.09,volume -0.24171147847242902 1.9505086899600719,0
2011-10-16,195.13,volume 0.3244401524150171 1.9505086899600719,0
2011-10-23,198.05,volume -0.05063305323840972 1.9505086899600719,0
2011-10-30,195.93,volume 0.02605859784307496 1.9505086899600719,0
2011-11-06,196.11,volume -0.30021833518830654 1.9505086899600719,0
2011-11-13,185.01,volume -0.0799775981277474 1.9505086899600719,0
2011-11-20,163.66,bearish,0
2011-11-27,182.08,volume 0.8376532197272775 1.9505086899600719,0
2011-12-04,184.54,volume -0.39756395890128393 1.9505086899600719,0
2011-12-11,178.49,volume 0.35402342163797473 1.9505086899600719,0
2011-12-18,187.9,volume -0.167875595967107 1.9505086899600719,0
2011-12-25,184.27,volume -0.43555313026010367 1.9505086899600719,0
2012-01-01,188.9,volume 0.6591159302911347 1.9505086899600719,0
2012-01-08,192.11,volume 0.06253131020856628 1.9505086899600719,0
2012-01-15,198.39,volume -0.1592904210774464 1.9505086899600719,0
2012-01-22,207.14,volume 0.2749121520322113 1.9505086899600719,0
2012-01-29,214.37,volume 0.20753150036102497 1.9505086899600719,0
2012-02-05,206.53,volume -0.20896109309534838 1.9505086899600719,0
2012-02-12,211.75,volume -0.21394008787472896 1.9505086899600719,0
2012-02-19,212.94,volume 0.057306163541828825 1.9505086899600719,0
2012-02-26,212.81,volume 0.10630674466696899 1.9505086899600719,0
2012-03-04,218.8,volume 0.12425310577523385 1.9505086899600719,0
2012-03-11,223.72,volume 0.00477194287270577 1.9505086899600719,0
2012-03-18,221.52,volume -0.2513834729665827 1.9505086899600719,0
2012-03-25,226.77,volume 0.14444550206682227 1.9505086899600719,0
2012-04-01,227.06,volume -0.19493254990828413 1.9505086899600719,0
2012-04-08,220.05,volume 0.16253490959966732 1.9505086899600719,0
2012-04-15,202.1,volume 0.6815482811235789 1.9505086899600719,0
2012-04-22,197.08,volume 0.20858181498308226 1.9505086899600719,0
2012-04-29,196.54,volume -0.2465210938841178 1.9505086899600719,0
2012-05-06,191.45,volume 0.6654659044601925 1.9505086899600719,0
2012-05-13,175.56,volume -0.009739297476968556 1.9505086899600719,0
2012-05-20,182.55,volume -0.5481254462739451 1.9505086899600719,0
2012-05-27,170.6,volume -0.019165279027807403 1.9505086899600719,0
2012-06-03,159.02,RS -0.1476700074600903 0.32738233131096084,0
2012-06-10,155.21,volume -0.38688236947206445 1.9505086899600719,0
2012-06-17,148.89,volume -0.38215509258871283 1.9505086899600719,0
2012-06-24,160.03,volume 0.18156861082187237 1.9505086899600719,0
2012-07-01,161.39,volume -0.4970677507685426 1.9505086899600719,0
2012-07-08,163.35,volume 0.33900086277918695 1.9505086899600719,0
2012-07-15,166.84,volume 0.8522284826551556 1.9505086899600719,0
2012-07-22,173.07,volume -0.15101830935063276 1.9505086899600719,0
2012-07-29,170.43,volume -0.21232236465253418 1.9505086899600719,0
2012-08-05,174.43,volume -0.3306877210813498 1.9505086899600719,0
2012-08-12,183.24,volume -0.27245932267073913 1.9505086899600719,0
2012-08-19,179.63,volume -0.06650116170796361 1.9505086899600719,0
2012-08-26,177.4,volume -0.019842626783403206 1.9505086899600719,0
2012-09-02,181.73,volume 0.13780377139360533 1.9505086899600719,0
2012-09-09,193.7,volume 0.26035931257965506 1.9505086899600719,0
2012-09-16,187.07,volume 0.462283506216987 1.9505086899600719,0
2012-09-23,184.22,volume 0.1549614436064486 1.9505086899600719,0
2012-09-30,189.2,volume -0.2843397852580367 1.9505086899600719,0
2012-10-07,184.39,volume -0.2626247676287913 1.9505086899600719,0
2012-10-14,190.81,volume 0.7085022416094509 1.9505086899600719,0
2012-10-21,182.49,volume -0.2032450063796183 1.9505086899600719,0
2012-10-28,193.15,volume -0.22441880326865815 1.9505086899600719,0
2012-11-04,189.94,volume 0.12955044348435818 1.9505086899600719,0
2012-11-11,184.06,volume -0.11021311780356235 1.9505086899600719,0
2012-11-18,194.75,volume -0.3496103892367599 1.9505086899600719,0
2012-11-25,196.85,volume 0.6568639918962884 1.9505086899600719,0
2012-12-02,191.96,volume -0.01798414698611195 1.9505086899600719,0
2012-12-09,191.95,volume 0.08568660727777822 1.9505086899600719,0
2012-12-16,202.96,volume 0.4213576134756376 1.9505086899600719,0
2012-12-23,199.45,volume -0.5175282060512438 1.9505086899600719,0
2012-12-30,212.84,volume 0.032473248831134116 1.9505086899600719,0
2013-01-06,214.17,volume 0.018492364623630575 1.9505086899600719,0
2013-01-13,217.93,volume 0.0 1.9505086899600719,0
2013-01-20,231.49,volume 0.7553498253788522 1.9505086899600719,0
2013-01-27,230.66,volume 0.031017395088755784 1.9505086899600719,0
2013-02-03,229.57,volume -0.19127602197167548 1.9505086899600719,0
2013-02-10,237.56,volume -0.16740797505075677 1.9505086899600719,0
2013-02-17,233.17,volume 0.06714415436140886 1.9505086899600719,0
2013-02-24,237.0,volume 0.28894789146157307 1.9505086899600719,0
2013-03-03,251.72,volume -0.10601627487186849 1.9505086899600719,0
2013-03-10,253.77,volume 0.24701982662565003 1.9505086899600719,0
2013-03-17,254.27,volume -0.3463828027790704 1.9505086899600719,0
2013-03-24,263.36,volume -0.15611491649981324 1.9505086899600719,0
2013-03-31,253.36,volume 0.13849006301230493 1.9505086899600719,0
2013-04-07,262.54,volume -0.11331120823925478 1.9505086899600719,0
2013-04-14,251.18,volume 0.43374198645968587 1.9505086899600719,0
2013-04-21,256.44,volume -0.3282624762133841 1.9505086899600719,0
2013-04-28,256.74,volume 0.5403422170936438 1.9505086899600719,0
2013-05-05,264.19,volume -0.18816506924753362 1.9505086899600719,0
2013-05-12,266.64,volume -0.022752018333518476 1.9505086899600719,0
2013-05-19,257.77,volume 0.11315665789126084 1.9505086899600719,0
2013-05-26,252.52,volume -0.298751308437621 1.9505086899600719,0
2013-06-02,253.54,volume 0.5951201511644593 1.9505086899600719,0
2013-06-09,254.0,volume -0.37080401681040653 1.9505086899600719,0
2013-06-16,244.93,volume 0.693302310963466 1.9505086899600719,0
2013-06-23,251.82,volume -0.07701487922044448 1.9505086899600719,0
2013-06-30,254.29,volume -0.5465204110462505 1.9505086899600719,0
2013-07-07,264.71,volume 0.6708013500740702 1.9505086899600719,0
2013-07-14,261.66,volume 0.19235673364842576 1.9505086899600719,0
2013-07-21,249.44,volume -0.049621628434316056 1.9505086899600719,0
2013-07-28,269.15,volume 0.15505442402865932 1.9505086899600719,0
2013-08-04,264.17,volume -0.22494796434331543 1.9505086899600719,0
2013-08-11,252.61,volume -0.14933495697149635 1.9505086899600719,0
2013-08-18,254.12,volume 0.0064559259751184594 1.9505086899600719,0
2013-08-25,243.87,volume -0.06301373960643686 1.9505086899600719,0
2013-09-01,251.42,volume 0.3747307945945151 1.9505086899600719,0
2013-09-08,261.31,volume -0.061577498073348225 1.9505086899600719,0
2013-09-15,267.48,volume 0.27377745904403494 1.9505086899600719,0
2013-09-22,267.4,volume -0.39286503350259216 1.9505086899600719,0
2013-09-29,266.39,volume 0.3291622551303226 1.9505086899600719,0
2013-10-06,264.42,volume -0.0052752893372645104 1.9505086899600719,0
2013-10-13,259.57,volume 0.3732416071568816 1.9505086899600719,0
2013-10-20,268.61,volume -0.22283761548558678 1.9505086899600719,0
2013-10-27,270.84,volume 0.032443841895131165 1.9505086899600719,0
2013-11-03,272.52,volume 0.16304489200354189 1.9505086899600719,0
2013-11-10,284.95,volume -0.34818857129208913 1.9505086899600719,0
2013-11-17,287.12,volume -0.0841499448080667 1.9505086899600719,0
2013-11-24,287.46,volume -0.2976055743492101 1.9505086899600719,0
2013-12-01,283.63,volume 0.7458251974470318 1.9505086899600719,0
2013-12-08,278.7,volume -0.03872957386466391 1.9505086899600719,0
2013-12-15,286.52,RS -0.0201498682949961 0.32738233131096084,0
2013-12-22,295.31,volume -0.7452719982071345 1.9505086899600719,0
2013-12-29,297.42,volume -0.11278562043808127 1.9505086899600719,0
2014-01-05,292.64,volume 0.89529393638313 1.9505086899600719,0
2014-01-12,285.97,volume -0.1249860181962098 1.9505086899600719,0
2014-01-19,278.6,volume -0.2117880752450746 1.9505086899600719,0
2014-01-26,280.57,volume 0.2752222652862035 1.9505086899600719,0
2014-02-02,282.94,volume 0.16058335655649514 1.9505086899600719,0
2014-02-09,286.45,volume -0.31164193189686507 1.9505086899600719,0
2014-02-16,284.66,volume -0.023015135905345985 1.9505086899600719,0
2014-02-23,287.44,volume 0.13784790083444265 1.9505086899600719,0
2014-03-02,291.19,volume -0.1456180968697115 1.9505086899600719,0
2014-03-09,282.99,volume 0.06449454160003576 1.9505086899600719,0
2014-03-16,286.55,volume 0.29344886390034963 1.9505086899600719,0
2014-03-23,282.27,volume -0.28667822041012536 1.9505086899600719,0
2014-03-30,283.59,volume 0.2649192409039747 1.9505086899600719,0
2014-04-06,274.66,volume 0.06477367561728187 1.9505086899600719,0
2014-04-13,280.78,volume -0.25551371779707466 1.9505086899600719,0
2014-04-20,279.36,volume 0.2705937132451641 1.9505086899600719,0
2014-04-27,292.78,volume 0.08845035838734727 1.9505086899600719,0
2014-05-04,289.04,volume -0.0221218049818388 1.9505086899600719,0
2014-05-11,285.74,volume -0.2190171863449074 1.9505086899600719,0
2014-05-18,292.99,volume -0.21460350370910863 1.9505086899600719,0
2014-05-25,292.69,volume -0.11429783321997411 1.9505086899600719,0
2014-06-01,299.47,volume 0.16486773290464396 1.9505086899600719,0
2014-06-08,291.05,volume 0.08948461181257006 1.9505086899600719,0
2014-06-15,295.54,volume 0.4601530886871097 1.9505086899600719,0
2014-06-22,298.52,volume -0.13352263865294034 1.9505086899600719,0
2014-06-29,303.4,volume -0.3266942342480599 1.9505086899600719,0
2014-07-06,291.85,volume 0.5431773671446112 1.9505086899600719,0
2014-07-13,291.2,volume 0.012936135214214106 1.9505086899600719,0
2014-07-20,285.09,volume -0.032018580254434825 1.9505086899600719,0
2014-07-27,277.5,volume -0.007296858241975346 1.9505086899600719,0
2014-08-03,290.83,volume -0.05375819944213267 1.9505086899600719,0
2014-08-10,297.55,volume -0.19250172721910586 1.9505086899600719,0
2014-08-17,307.6,volume -0.0652275339549625 1.9505086899600719,0
2014-08-24,306.55,volume -0.20213267521521738 1.9505086899600719,0
2014-08-31,312.73,volume 0.07715108771776236 1.9505086899600719,0
2014-09-07,304.76,volume 0.10949680942252127 1.9505086899600719,0
2014-09-14,303.93,volume 0.47973620265972006 1.9505086899600719,0
2014-09-21,297.6,volume -0.14663168444010266 1.9505086899600719,0
2014-09-28,292.87,volume 0.13774357790625724 1.9505086899600719,0
2014-10-05,278.12,volume 0.10100588703760316 1.9505086899600719,0
2014-10-12,285.44,volume 0.2521620359606107 1.9505086899600719,0
2014-10-19,304.89,volume -0.2140539516012373 1.9505086899600719,0
2014-10-26,314.14,volume 0.18962792205771084 1.9505086899600719,0
2014-11-02,317.58,volume -0.15603600299956322 1.9505086899600719,0
2014-11-09,320.01,volume -0.4078483926442068 1.9505086899600719,0
2014-11-16,328.22,volume 0.21112741252577982 1.9505086899600719,0
2014-11-23,332.82,volume -0.29220166998639885 1.9505086899600719,0
2014-11-30,332.65,volume 0.8883045612341025 1.9505086899600719,0
2014-12-07,329.08,volume -0.14810777910910722 1.9505086899600719,0
2014-12-14,332.19,volume 1.1579989567000633 1.9505086899600719,0
2014-12-21,335.89,volume -0.6577548944491227 1.9505086899600719,0
