Date,Close,Stage,support
2010-01-03,52.61,,0
2010-01-10,51.95,bearish,0
2010-01-17,50.71,bearish,0
2010-01-24,51.11,bearish,0
2010-01-31,50.35,bearish,0
2010-02-07,50.17,bearish,0
2010-02-14,50.6,bearish,0
2010-02-21,50.67,bearish,0
2010-02-28,53.96,bearish,0
2010-03-07,54.7,bearish,0
2010-03-14,56.95,bearish,0
2010-03-21,58.09,bearish,0
2010-03-28,57.72,bearish,0
2010-04-04,57.85,bearish,0
2010-04-11,56.76,bearish,0
2010-04-18,56.71,bearish,0
2010-04-25,55.02,bearish,0
2010-05-02,50.42,bearish,0
2010-05-09,51.3,bearish,0
2010-05-16,48.43,bearish,0
2010-05-23,48.34,bearish,0
2010-05-30,46.39,bearish,0
2010-06-06,48.38,bearish,0
2010-06-13,49.25,bearish,0
2010-06-20,47.92,bearish,0
2010-06-27,45.6,bearish,0
2010-07-04,49.15,bearish,0
2010-07-11,49.19,bearish,0
2010-07-18,51.12,bearish,0
2010-07-25,50.99,bearish,0
2010-08-01,51.77,bearish,0
2010-08-08,49.83,volume -0.06573832133069912 1.9505086899600719,0
2010-08-15,49.94,volume 0.19553872915174453 1.9505086899600719,0
2010-08-22,49.12,bearish,0
2010-08-29,51.68,volume 0.2635793407180034 1.9505086899600719,0
2010-09-05,52.74,volume -0.23838027507862747 1.9505086899600719,0
2010-09-12,53.5,volume 0.21538266916942206 1.9505086899600719,0
2010-09-19,54.5,volume -0.1311483951844694 1.9505086899600719,0
2010-09-26,54.48,volume 0.03061708096548421 1.9505086899600719,0
2010-10-03,55.83,volume 0.019565649213453717 1.9505086899600719,0
2010-10-10,56.35,volume 0.17443604177975414 1.9505086899600719,0
2010-10-17,56.55,volume -0.20371776318893242 1.9505086899600719,0
2010-10-24,57.96,volume 0.3441607847807371 1.9505086899600719,0
2010-10-31,59.9,volume -0.20261624840164494 1.9505086899600719,0
2010-11-07,57.81,volume -0.016780091594271518 1.9505086899600719,0
2010-11-14,57.47,volume 0.02260795241267588 1.9505086899600719,0
2010-11-21,56.42,volume -0.3411220033441429 1.9505086899600719,0
2010-11-28,58.31,volume 1.2577000550422186 1.9505086899600719,0
2010-12-05,59.05,volume -0.40076023769909763 1.9505086899600719,0
2010-12-12,59.17,volume 0.6203412026631039 1.9505086899600719,0
2010-12-19,60.78,volume -0.4236713665167592 1.9505086899600719,0
2010-12-26,61.29,volume -0.1888896227213055 1.9505086899600719,0
2011-01-02,63.16,volume 0.7215164454646303 1.9505086899600719,0
2011-01-09,63.13,volume -0.10616330368497573 1.9505086899600719,0
2011-01-16,61.6,volume -0.13051949955166964 1.9505086899600719,0
2011-01-23,60.87,volume -0.02860805337843364 1.9505086899600719,0
2011-01-30,62.28,volume 0.0037514328334773417 1.9505086899600719,0
2011-02-06,63.14,volume 0.013442075117119812 1.9505086899600719,0
2011-02-13,61.34,volume 0.057898516250668663 1.9505086899600719,0
2011-02-20,61.1,volume -0.03236187920074163 1.9505086899600719,0
2011-02-27,61.28,volume 0.061654523318154464 1.9505086899600719,0
2011-03-06,61.88,volume -0.05464298401118217 1.9505086899600719,0
2011-03-13,61.12,volume 0.2887538181157101 1.9505086899600719,0
2011-03-20,62.24,volume -0.26556798955051675 1.9505086899600719,0
2011-03-27,64.71,volume 0.22767322253440647 1.9505086899600719,0
2011-04-03,63.06,volume 0.011431640632828755 1.9505086899600719,0
2011-04-10,62.5,volume -0.08754427198354464 1.9505086899600719,0
2011-04-17,63.27,volume 0.003547420834512538 1.9505086899600719,0
2011-04-24,65.52,volume 0.21189937036675088 1.9505086899600719,0
2011-05-01,65.96,volume -0.08392040101770426 1.9505086899600719,0
2011-05-08,65.58,volume -0.17110519382939993 1.9505086899600719,0
2011-05-15,65.18,volume -0.008178339627748055 1.9505086899600719,0
2011-05-22,66.35,volume 0.13681735791912986 1.9505086899600719,0
2011-05-29,66.0,volume 0.4438474705850852 1.9505086899600719,0
2011-06-05,66.12,volume -0.1302439632166693 1.9505086899600719,0
2011-06-12,63.62,volume 0.4814714377001186 1.9505086899600719,0
2011-06-19,63.41,volume -0.3345755989761108 1.9505086899600719,0
2011-06-26,66.51,volume -0.25909273898165674 1.9505086899600719,0
2011-07-03,66.23,volume -0.24903779591342168 1.9505086899600719,0
2011-07-10,62.46,volume 0.8209228527309256 1.9505086899600719,0
2011-07-17,62.85,volume -0.336780332238687 1.9505086899600719,0
2011-07-24,61.15,volume 0.3527983506611396 1.9505086899600719,0
2011-07-31,55.45,bearish,0
2011-08-07,54.9,bearish,0
2011-08-14,48.86,bearish,0
2011-08-21,53.08,bearish,0
2011-08-28,52.28,bearish,0
2011-09-04,51.2,bearish,0
2011-09-11,55.5,bearish,0
2011-09-18,51.22,bearish,0
2011-09-25,50.84,bearish,0
2011-10-02,51.14,bearish,0
2011-10-09,55.07,volume -0.34246820532654776 1.9505086899600719,0
2011-10-16,55.58,volume 0.26564090476901514 1.9505086899600719,0
2011-10-23,59.16,volume 0.1486544172299893 1.9505086899600719,0
2011-10-30,58.72,volume -0.23493551342949104 1.9505086899600719,0
2011-11-06,58.64,volume -0.18280568456266033 1.9505086899600719,0
2011-11-13,54.76,volume 0.37513735584066676 1.9505086899600719,0
2011-11-20,52.58,bearish,0
2011-11-27,58.23,volume 0.8050810383494222 1.9505086899600719,0
2011-12-04,58.62,volume -0.26507295332205605 1.9505086899600719,0
2011-12-11,57.15,volume 0.5277113976582939 1.9505086899600719,0
2011-12-18,59.52,volume -0.42397775056078646 1.9505086899600719,0
2011-12-25,58.21,volume -0.4746894194077642 1.9505086899600719,0
2012-01-01,59.81,volume 0.548496139951451 1.9505086899600719,0
2012-01-08,60.52,volume 0.1786462492074663 1.9505086899600719,0
2012-01-15,61.28,volume -0.18217868601875342 1.9505086899600719,0
2012-01-22,62.05,volume 0.15206739420375737 1.9505086899600719,0
2012-01-29,64.22,volume 0.2306830107031106 1.9505086899600719,0
2012-02-05,66.04,volume 0.022804854867331192 1.9505086899600719,0
2012-02-12,65.68,volume -0.30938713825303277 1.9505086899600719,0
2012-02-19,65.37,volume -0.22518650536133133 1.9505086899600719,0
2012-02-26,65.3,volume 0.39952171448333407 1.9505086899600719,0
2012-03-04,65.72,volume -0.03554633920896655 1.9505086899600719,0
2012-03-11,70.3,volume 0.7040651934798596 1.9505086899600719,0
2012-03-18,68.88,volume -0.4530061598210504 1.9505086899600719,0
2012-03-25,68.82,volume 0.16080407706100597 1.9505086899600719,0
2012-04-01,68.67,volume -0.23368106562768087 1.9505086899600719,0
2012-04-08,67.37,volume 0.31949707039416353 1.9505086899600719,0
2012-04-15,67.46,volume -0.0358848454621048 1.9505086899600719,0
2012-04-22,67.44,volume 0.5252912279266626 1.9505086899600719,0
2012-04-29,65.5,volume -0.09573838745743068 1.9505086899600719,0
2012-05-06,64.45,volume 0.007391660095293462 1.9505086899600719,0
2012-05-13,60.29,volume 0.05837498916770589 1.9505086899600719,0
2012-05-20,62.6,volume -0.14383885593480694 1.9505086899600719,0
2012-05-27,59.46,volume -0.04722313888225449 1.9505086899600719,0
2012-06-03,62.03,volume -0.06068197023830024 1.9505086899600719,0
2012-06-10,60.99,volume 0.5500656155583878 1.9505086899600719,0
2012-06-17,61.06,volume -0.28631744153106886 1.9505086899600719,0
2012-06-24,62.92,volume -0.13540210377021622 1.9505086899600719,0
2012-07-01,63.35,volume -0.35605057851930966 1.9505086899600719,0
2012-07-08,63.5,volume 0.49750008870265017 1.9505086899600719,0
2012-07-15,62.88,volume -0.19045480128258285 1.9505086899600719,0
2012-07-22,64.65,volume 0.5851052694761676 1.9505086899600719,0
2012-07-29,65.69,volume 0.009582450872316128 1.9505086899600719,0
2012-08-05,66.26,volume -0.3295668433151725 1.9505086899600719,0
2012-08-12,66.63,volume -0.1489447534043643 1.9505086899600719,0
2012-08-19,65.97,volume 0.19100953591689995 1.9505086899600719,0
2012-08-26,65.66,volume -0.12602117861556927 1.9505086899600719,0
2012-09-02,68.55,volume 0.014273579551014715 1.9505086899600719,0
2012-09-09,70.72,volume 0.485143712961555 1.9505086899600719,0
2012-09-16,70.12,volume -0.04358826214666167 1.9505086899600719,0
2012-09-23,69.31,volume 0.12459791959732369 1.9505086899600719,0
2012-09-30,68.14,volume 0.1997371356320543 1.9505086899600719,0
2012-10-07,67.24,volume -0.438718668936087 1.9505086899600719,0
2012-10-14,68.83,volume 0.32713198727790815 1.9505086899600719,0
2012-10-21,68.33,volume 0.13134119827648205 1.9505086899600719,0
2012-10-28,68.92,volume -0.4254529321006093 1.9505086899600719,0
2012-11-04,66.99,volume 0.6014899123005246 1.9505086899600719,0
2012-11-11,66.26,volume -0.22758689824642686 1.9505086899600719,0
2012-11-18,68.27,volume -0.42002515405231966 1.9505086899600719,0
2012-11-25,69.61,volume 1.3477238374351241 1.9505086899600719,0
2012-12-02,71.98,volume -0.17457134292220522 1.9505086899600719,0
2012-12-09,70.79,volume -0.3073174000500184 1.9505086899600719,0
2012-12-16,72.46,volume 0.7898727981527229 1.9505086899600719,0
2012-12-23,71.81,volume -0.62236645560885 1.9505086899600719,0
2012-12-30,75.64,volume 0.6452248142255619 1.9505086899600719,0
2013-01-06,75.99,volume -0.016956309882770526 1.9505086899600719,0
2013-01-13,76.87,volume 0.0 1.9505086899600719,0
2013-01-20,78.36,volume -0.20800390429216664 1.9505086899600719,0
2013-01-27,79.96,volume 0.7481034808425959 1.9505086899600719,0
2013-02-03,72.92,volume 1.6311970188146518 1.9505086899600719,0
2013-02-10,74.3,volume -0.5045875274086182 1.9505086899600719,0
2013-02-17,74.6,volume -0.3179859304731172 1.9505086899600719,0
2013-02-24,75.33,volume 0.15817954415850788 1.9505086899600719,0
2013-03-03,77.92,volume -0.18288551389998187 1.9505086899600719,0
2013-03-10,78.26,volume 0.17095825564668687 1.9505086899600719,0
2013-03-17,77.6,volume 0.024804702887323282 1.9505086899600719,0
2013-03-24,80.36,volume -0.05570020089560779 1.9505086899600719,0
2013-03-31,78.68,volume 0.054418132260626306 1.9505086899600719,0
2013-04-07,80.63,volume 0.08822080625727735 1.9505086899600719,0
2013-04-14,80.11,volume 0.2483424142322832 1.9505086899600719,0
2013-04-21,81.18,volume -0.06386995964273423 1.9505086899600719,0
2013-04-28,85.62,volume 0.25111686761008034 1.9505086899600719,0
2013-05-05,88.07,volume -0.3894035840832535 1.9505086899600719,0
2013-05-12,88.93,volume -0.054147743486903654 1.9505086899600719,0
2013-05-19,87.17,volume 0.15294713427491757 1.9505086899600719,0
2013-05-26,88.12,volume -0.00044637873243802417 1.9505086899600719,0
2013-06-02,87.89,volume 0.2622567722072966 1.9505086899600719,0
2013-06-09,86.37,volume -0.17879250139273395 1.9505086899600719,0
2013-06-16,84.44,volume 0.6936844308319516 1.9505086899600719,0
2013-06-23,84.88,volume -0.14176316540564482 1.9505086899600719,0
2013-06-30,86.75,volume -0.5385258023315431 1.9505086899600719,0
2013-07-07,88.64,volume 0.6805640153401811 1.9505086899600719,0
