Date,Close,Stage,support
2010-01-03,113.4,,0
2010-01-10,112.18,bearish,0
2010-01-17,108.77,bearish,0
2010-01-24,106.73,bearish,0
2010-01-31,105.65,bearish,0
2010-02-07,105.43,bearish,0
2010-02-14,107.78,bearish,0
2010-02-21,107.0,bearish,0
2010-02-28,111.67,bearish,0
2010-03-07,113.3,bearish,0
2010-03-14,114.51,bearish,0
2010-03-21,113.18,bearish,0
2010-03-28,113.03,bearish,0
2010-04-04,113.95,bearish,0
2010-04-11,115.47,bearish,0
2010-04-18,120.27,bearish,0
2010-04-25,115.88,bearish,0
2010-05-02,112.86,bearish,0
2010-05-09,113.71,bearish,0
2010-05-16,109.33,bearish,0
2010-05-23,109.66,bearish,0
2010-05-30,107.47,bearish,0
2010-06-06,109.93,bearish,0
2010-06-13,111.39,bearish,0
2010-06-20,106.94,bearish,0
2010-06-27,102.52,bearish,0
2010-07-04,106.59,bearish,0
2010-07-11,105.62,bearish,0
2010-07-18,109.15,bearish,0
2010-07-25,108.7,bearish,0
2010-08-01,109.07,bearish,0
2010-08-08,104.4,volume -0.2640315652376083 1.9505086899600719,0
2010-08-15,104.78,volume -0.11371303429988044 1.9505086899600719,0
2010-08-22,105.19,bearish,0
2010-08-29,108.33,volume 0.16267245095818583 1.9505086899600719,0
2010-09-05,107.83,volume -0.49276615724079875 1.9505086899600719,0
2010-09-12,110.17,volume 0.9221254257797233 1.9505086899600719,0
2010-09-19,113.1,volume -0.23489100212539737 1.9505086899600719,0
2010-09-26,111.94,volume 0.25282422020403517 1.9505086899600719,0
2010-10-03,111.52,volume -0.0354326535467091 1.9505086899600719,0
2010-10-10,113.34,volume -0.028645340431977973 1.9505086899600719,0
2010-10-17,114.58,volume -0.10905683390684384 1.9505086899600719,0
2010-10-24,114.42,volume 0.2848637826162901 1.9505086899600719,0
2010-10-31,118.22,volume -0.1565590757793779 1.9505086899600719,0
2010-11-07,116.8,volume -0.2396623561230351 1.9505086899600719,0
2010-11-14,117.39,volume 0.2366394771140643 1.9505086899600719,0
2010-11-21,118.12,volume -0.41326163925143666 1.9505086899600719,0
2010-11-28,121.51,volume 0.6316145465565406 1.9505086899600719,0
2010-12-05,122.37,volume -0.10490386596693568 1.9505086899600719,0
2010-12-12,122.66,volume 0.3282830516749551 1.9505086899600719,0
