Date,Close,Stage,support
2010-01-03,91.54,,0
2010-01-10,91.93,bearish,0
2010-01-17,87.63,bearish,0
2010-01-24,85.43,bearish,0
2010-01-31,85.97,bearish,0
2010-02-07,86.86,bearish,0
2010-02-14,88.98,bearish,0
2010-02-21,89.15,bearish,0
2010-02-28,89.97,bearish,0
2010-03-07,90.38,bearish,0
2010-03-14,90.27,bearish,0
2010-03-21,90.9,bearish,0
2010-03-28,90.04,bearish,0
2010-04-04,90.53,bearish,0
2010-04-11,91.86,bearish,0
2010-04-18,91.92,bearish,0
2010-04-25,90.42,bearish,0
2010-05-02,85.61,bearish,0
2010-05-09,91.33,bearish,0
2010-05-16,87.86,bearish,0
2010-05-23,88.02,bearish,0
2010-05-30,87.8,bearish,0
2010-06-06,89.88,bearish,0
2010-06-13,91.39,bearish,0
2010-06-20,88.98,bearish,0
2010-06-27,84.82,bearish,0
2010-07-04,89.18,bearish,0
2010-07-11,89.03,bearish,0
2010-07-18,90.24,bearish,0
2010-07-25,90.06,bearish,0
2010-08-01,92.01,bearish,0
2010-08-08,89.59,volume -0.08371531715051717 1.9505086899600719,0
2010-08-15,89.68,volume -0.05704238341664103 1.9505086899600719,0
2010-08-22,88.13,bearish,0
2010-08-29,90.67,volume -0.11124842834375437 1.9505086899600719,0
2010-09-05,90.83,volume -0.31056423050141024 1.9505086899600719,0
2010-09-12,92.42,volume 0.6269918833877937 1.9505086899600719,0
2010-09-19,95.22,volume -0.13438811436057374 1.9505086899600719,0
2010-09-26,96.39,volume -0.020937116304688197 1.9505086899600719,0
2010-10-03,97.31,volume 0.26465975315350243 1.9505086899600719,0
2010-10-10,99.14,volume -0.24243573303820387 1.9505086899600719,0
2010-10-17,98.67,volume -0.08871110969865614 1.9505086899600719,0
2010-10-24,100.58,volume 0.22831447658972537 1.9505086899600719,0
2010-10-31,102.44,volume -0.10221986012935258 1.9505086899600719,0
2010-11-07,100.26,volume -0.13337785067593988 1.9505086899600719,0
2010-11-14,101.2,volume -0.025986719620510912 1.9505086899600719,0
2010-11-21,100.86,volume -0.41815040448612806 1.9505086899600719,0
2010-11-28,102.23,volume 0.9300052260872456 1.9505086899600719,0
2010-12-05,102.16,volume -0.15446539697404094 1.9505086899600719,0
2010-12-12,102.83,volume 0.6121005508983417 1.9505086899600719,0
2010-12-19,103.23,volume -0.624159967714745 1.9505086899600719,0
2010-12-26,103.68,volume -0.0500857143590665 1.9505086899600719,0
2011-01-02,105.11,volume 0.8956156935390871 1.9505086899600719,0
2011-01-09,106.65,volume 0.009087872946155873 1.9505086899600719,0
2011-01-16,109.12,volume -0.09043156120877116 1.9505086899600719,0
2011-01-23,111.0,volume 0.12477014458641489 1.9505086899600719,0
2011-01-30,114.87,volume 0.04854238836497693 1.9505086899600719,0
2011-02-06,114.8,volume 0.1600482832269885 1.9505086899600719,0
2011-02-13,115.75,volume -0.22473977828176905 1.9505086899600719,0
2011-02-20,113.74,volume 0.030326532647620752 1.9505086899600719,0
2011-02-27,113.67,volume 0.16548165541564708 1.9505086899600719,0
2011-03-06,113.92,volume -0.12905527658042304 1.9505086899600719,0
2011-03-13,110.03,volume 0.23701566662854967 1.9505086899600719,0
2011-03-20,114.66,volume -0.3288965703395379 1.9505086899600719,0
2011-03-27,116.42,volume 0.052029020209974464 1.9505086899600719,0
2011-04-03,115.95,volume -0.17576444164329197 1.9505086899600719,0
2011-04-10,116.96,volume 0.2205608108082462 1.9505086899600719,0
2011-04-17,118.78,volume -0.17861652158120345 1.9505086899600719,0
2011-04-24,120.46,volume 0.2472366000421775 1.9505086899600719,0
2011-05-01,117.98,volume 0.3583172382599562 1.9505086899600719,0
2011-05-08,118.65,volume -0.29243546806132203 1.9505086899600719,0
2011-05-15,118.66,volume 0.0030970547894908496 1.9505086899600719,0
2011-05-22,116.86,volume 0.14403827854848328 1.9505086899600719,0
2011-05-29,114.99,volume 0.11296811791730232 1.9505086899600719,0
2011-06-05,113.44,volume -0.11164373348078627 1.9505086899600719,0
2011-06-12,113.77,volume 0.6357607962277794 1.9505086899600719,0
2011-06-19,114.7,volume -0.3506392603612628 1.9505086899600719,0
2011-06-26,120.94,volume -0.05060942778899513 1.9505086899600719,0
2011-07-03,122.26,volume -0.2185892961718372 1.9505086899600719,0
2011-07-10,120.81,volume 0.2818874980416095 1.9505086899600719,0
2011-07-17,126.0,volume -0.0693108815647252 1.9505086899600719,0
2011-07-24,122.88,volume 0.12055008910444442 1.9505086899600719,0
2011-07-31,116.87,bearish,0
2011-08-07,113.67,bearish,0
2011-08-14,105.02,bearish,0
