Date,Close,Stage,support
2010-01-03,92.47,,0
2010-01-10,92.95,bearish,0
2010-01-17,89.04,bearish,0
2010-01-24,92.89,bearish,0
2010-01-31,92.79,bearish,0
2010-02-07,96.28,bearish,0
2010-02-14,97.95,bearish,0
2010-02-21,96.96,bearish,0
2010-02-28,103.8,bearish,0
2010-03-07,107.06,bearish,0
2010-03-14,106.77,bearish,0
2010-03-21,106.92,bearish,0
2010-03-28,106.03,bearish,0
2010-04-04,115.58,bearish,0
2010-04-11,117.92,bearish,0
2010-04-18,128.56,bearish,0
2010-04-25,121.05,bearish,0
2010-05-02,109.56,bearish,0
2010-05-09,117.42,bearish,0
2010-05-16,109.94,bearish,0
2010-05-23,109.96,bearish,0
2010-05-30,104.93,bearish,0
2010-06-06,104.53,bearish,0
2010-06-13,104.99,bearish,0
2010-06-20,97.38,bearish,0
2010-06-27,90.18,bearish,0
2010-07-04,95.57,bearish,0
2010-07-11,93.2,bearish,0
2010-07-18,101.02,bearish,0
2010-07-25,99.97,bearish,0
2010-08-01,99.21,bearish,0
2010-08-08,90.59,volume 0.12650246504004925 1.9505086899600719,0
2010-08-15,90.66,volume -0.19533255657328885 1.9505086899600719,0
2010-08-22,88.19,bearish,0
2010-08-29,92.97,volume 0.0174705700072304 1.9505086899600719,0
2010-09-05,92.62,volume -0.41098145635952776 1.9505086899600719,0
2010-09-12,94.55,volume 0.8769814543547942 1.9505086899600719,0
2010-09-19,97.9,volume -0.19873738362757132 1.9505086899600719,0
2010-09-26,103.32,volume 0.14024076357733883 1.9505086899600719,0
2010-10-03,105.6,volume 0.04414124354994153 1.9505086899600719,0
2010-10-10,104.43,volume -0.023779397680477765 1.9505086899600719,0
2010-10-17,104.5,volume -0.12248291743425821 1.9505086899600719,0
2010-10-24,107.2,volume 0.5366210103221887 1.9505086899600719,0
2010-10-31,113.51,volume -0.1852392681579298 1.9505086899600719,0
2010-11-07,110.47,volume -0.12263495902699961 1.9505086899600719,0
2010-11-14,112.25,volume -0.1421690481873421 1.9505086899600719,0
2010-11-21,111.67,volume -0.4636098984965479 1.9505086899600719,0
2010-11-28,113.38,volume 0.7272700108466892 1.9505086899600719,0
2010-12-05,117.81,volume 0.8751083373169943 1.9505086899600719,0
2010-12-12,122.77,volume 1.102811439129257 1.9505086899600719,0
2010-12-19,123.41,volume -0.6815330536964184 1.9505086899600719,0
2010-12-26,120.61,volume -0.46282275038512244 1.9505086899600719,0
2011-01-02,120.53,volume 0.9054892612857459 1.9505086899600719,0
2011-01-09,123.57,volume -0.23481659500158725 1.9505086899600719,0
2011-01-16,120.51,volume 0.3203116690867649 1.9505086899600719,0
2011-01-23,115.85,volume 1.8095209420972953 1.9505086899600719,0
2011-01-30,118.49,volume -0.54815069535908 1.9505086899600719,0
2011-02-06,122.55,volume -0.275828306752118 1.9505086899600719,0
2011-02-13,124.72,volume 0.16886783858336663 1.9505086899600719,0
2011-02-20,118.48,volume 0.04565006433154495 1.9505086899600719,0
2011-02-27,118.61,volume 0.011553300620652518 1.9505086899600719,0
2011-03-06,119.02,volume -0.12634315002084773 1.9505086899600719,0
2011-03-13,118.6,volume 0.40067328834607796 1.9505086899600719,0
2011-03-20,123.87,volume -0.2907919863017854 1.9505086899600719,0
2011-03-27,126.04,volume 1.0644483512636649 1.9505086899600719,0
