Date,Close,Stage,support
2010-01-03,576.1,,0
2010-01-10,554.9,bearish,0
2010-01-17,520.9,bearish,0
2010-01-24,501.1,bearish,0
2010-01-31,505.5,bearish,0
2010-02-07,509.1,bearish,0
2010-02-14,519.6,bearish,0
2010-02-21,522.8,bearish,0
2010-02-28,550.9,bearish,0
2010-03-07,562.8,bearish,0
2010-03-14,565.7,bearish,0
2010-03-21,558.5,bearish,0
2010-03-28,560.1,bearish,0
2010-04-04,579.0,bearish,0
2010-04-11,553.8,bearish,0
2010-04-18,572.0,bearish,0
2010-04-25,544.8,bearish,0
2010-05-02,512.3,bearish,0
2010-05-09,515.6,bearish,0
2010-05-16,503.7,bearish,0
2010-05-23,506.3,bearish,0
2010-05-30,496.1,bearish,0
2010-06-06,491.3,bearish,0
2010-06-13,491.5,bearish,0
2010-06-20,483.4,bearish,0
2010-06-27,448.0,bearish,0
2010-07-04,470.3,bearish,0
2010-07-11,475.8,bearish,0
2010-07-18,494.6,bearish,0
2010-07-25,500.0,bearish,0
2010-08-01,511.2,bearish,0
2010-08-08,482.4,volume 0.01784577107059815 1.9505086899600719,0
2010-08-15,480.6,volume -0.028590967291351466 1.9505086899600719,0
2010-08-22,467.0,bearish,0
2010-08-29,492.2,volume 0.05816791302872515 1.9505086899600719,0
2010-09-05,497.6,volume -0.43442279230389735 1.9505086899600719,0
2010-09-12,497.8,volume 0.3812286019582616 1.9505086899600719,0
2010-09-19,490.9,volume 0.26173447638895464 1.9505086899600719,0
2010-09-26,489.6,volume -0.07443973122114189 1.9505086899600719,0
2010-10-03,500.6,volume -0.14947004109885353 1.9505086899600719,0
2010-10-10,500.1,volume 0.11503369786368256 1.9505086899600719,0
2010-10-17,513.0,volume 0.09887525125090879 1.9505086899600719,0
2010-10-24,520.9,volume -0.10465071025491346 1.9505086899600719,0
2010-10-31,552.2,volume 0.023921295893824857 1.9505086899600719,0
2010-11-07,530.7,volume 0.10311451980359143 1.9505086899600719,0
2010-11-14,533.3,volume -0.17666375904356302 1.9505086899600719,0
2010-11-21,516.6,volume -0.3126480119655989 1.9505086899600719,0
2010-11-28,538.4,volume 0.6948115239023505 1.9505086899600719,0
2010-12-05,556.9,volume -0.1342383308813695 1.9505086899600719,0
2010-12-12,550.2,volume 0.11868753186164716 1.9505086899600719,0
2010-12-19,563.5,volume -0.5088240167918692 1.9505086899600719,0
2010-12-26,562.9,volume -0.05878714611037705 1.9505086899600719,0
2011-01-02,571.2,volume 0.9746699324929804 1.9505086899600719,0
2011-01-09,587.7,volume 0.020632903733284857 1.9505086899600719,0
2011-01-16,576.7,volume -0.011249110742233781 1.9505086899600719,0
2011-01-23,565.2,volume 0.011122270022334568 1.9505086899600719,0
2011-01-30,574.6,volume -0.06454673486027718 1.9505086899600719,0
2011-02-06,594.0,volume 0.18942647501624377 1.9505086899600719,0
2011-02-13,599.6,volume -0.08202094491965783 1.9505086899600719,0
2011-02-20,588.4,volume -0.10306540102760597 1.9505086899600719,0
2011-02-27,575.5,volume 0.08701069631211866 1.9505086899600719,0
2011-03-06,568.6,volume -0.09080894393664218 1.9505086899600719,0
2011-03-13,555.6,volume 0.6318073157153616 1.9505086899600719,0
2011-03-20,558.4,volume -0.42466963004585545 1.9505086899600719,0
2011-03-27,569.5,volume 0.07562175171788343 1.9505086899600719,0
2011-04-03,569.0,volume -0.11043551577650224 1.9505086899600719,0
2011-04-10,561.1,volume 0.02868964511601635 1.9505086899600719,0
2011-04-17,559.3,volume -0.04768148555025953 1.9505086899600719,0
2011-04-24,550.1,volume 0.18998623153350946 1.9505086899600719,0
2011-05-01,540.6,volume -0.055850024235032936 1.9505086899600719,0
2011-05-08,525.6,volume 0.02240622671193182 1.9505086899600719,0
2011-05-15,512.8,volume 0.11336616022546897 1.9505086899600719,0
2011-05-22,513.7,volume -0.18393296186915342 1.9505086899600719,0
2011-05-29,496.2,volume 0.16028452240881386 1.9505086899600719,0
2011-06-05,487.8,volume 0.2028117077667666 1.9505086899600719,0
2011-06-12,492.0,volume 0.0584403142364438 1.9505086899600719,0
2011-06-19,479.0,volume -0.12404055032585082 1.9505086899600719,0
2011-06-26,506.6,volume -0.08682593480477252 1.9505086899600719,0
2011-07-03,494.0,volume -0.20561255280627644 1.9505086899600719,0
2011-07-10,475.3,volume 0.6424827167059182 1.9505086899600719,0
2011-07-17,499.0,volume 0.15454440333024966 1.9505086899600719,0
2011-07-24,485.4,volume -0.11425709850267918 1.9505086899600719,0
2011-07-31,440.0,bearish,0
2011-08-07,406.7,bearish,0
2011-08-14,380.1,bearish,0
2011-08-21,396.0,bearish,0
2011-08-28,385.5,bearish,0
2011-09-04,374.3,bearish,0
2011-09-11,400.6,bearish,0
2011-09-18,359.6,bearish,0
2011-09-25,352.0,bearish,0
2011-10-02,357.4,bearish,0
2011-10-09,378.8,volume -0.34451156009164763 1.9505086899600719,0
2011-10-16,393.2,volume 0.1712855781015934 1.9505086899600719,0
2011-10-23,431.2,volume 0.42134891336995794 1.9505086899600719,0
2011-10-30,399.1,volume 1.535277090036538 1.9505086899600719,0
2011-11-06,392.1,volume -0.7636691230271622 1.9505086899600719,0
2011-11-13,359.2,volume 0.11650264520166109 1.9505086899600719,0
2011-11-20,342.5,bearish,0
2011-11-27,377.4,volume 0.58810260800843 1.9505086899600719,0
2011-12-04,386.9,volume -0.19642320252967704 1.9505086899600719,0
2011-12-11,358.6,volume 0.1599685197847991 1.9505086899600719,0
2011-12-18,373.8,volume -0.2391889487031188 1.9505086899600719,0
2011-12-25,365.3,volume -0.4758417028492903 1.9505086899600719,0
2012-01-01,374.1,volume 0.4024097729681486 1.9505086899600719,0
2012-01-08,385.4,volume 0.3152818105882822 1.9505086899600719,0
2012-01-15,411.8,volume -0.0008165116806532202 1.9505086899600719,0
2012-01-22,411.2,volume 0.20263010547661198 1.9505086899600719,0
2012-01-29,436.1,volume 0.19880207874570588 1.9505086899600719,0
2012-02-05,434.6,volume -0.3010601448514748 1.9505086899600719,0
2012-02-12,440.3,volume 0.17540698023667933 1.9505086899600719,0
2012-02-19,441.7,volume -0.3980426227832575 1.9505086899600719,0
2012-02-26,447.5,volume 0.3979921042577579 1.9505086899600719,0
2012-03-04,441.5,volume -0.11285204585136266 1.9505086899600719,0
2012-03-11,462.2,volume 0.44727204271631993 1.9505086899600719,0
2012-03-18,469.5,volume -0.19331417692480524 1.9505086899600719,0
2012-03-25,460.1,volume 0.0674445535701198 1.9505086899600719,0
2012-04-01,444.5,volume -0.18831365009612744 1.9505086899600719,0
2012-04-08,428.8,volume 0.1922107364609944 1.9505086899600719,0
2012-04-15,424.2,volume 0.12243855366975076 1.9505086899600719,0
2012-04-22,427.1,volume -0.09417669667239814 1.9505086899600719,0
2012-04-29,407.3,volume -0.12226611023490164 1.9505086899600719,0
2012-05-06,391.8,volume 0.08547076502297779 1.9505086899600719,0
2012-05-13,367.8,volume 0.1681023116814626 1.9505086899600719,0
