Date,Close,Stage,support
2010-01-03,615.4,,0
2010-01-10,612.7,bearish,0
2010-01-17,596.8,bearish,0
2010-01-24,584.8,bearish,0
2010-01-31,588.2,bearish,0
2010-02-07,587.7,bearish,0
2010-02-14,611.6,bearish,0
2010-02-21,597.3,bearish,0
2010-02-28,584.6,bearish,0
2010-03-07,581.0,bearish,0
2010-03-14,595.8,bearish,0
2010-03-21,589.9,bearish,0
2010-03-28,606.3,bearish,0
2010-04-04,608.4,bearish,0
2010-04-11,610.9,bearish,0
2010-04-18,616.4,bearish,0
2010-04-25,618.3,bearish,0
2010-05-02,586.0,bearish,0
2010-05-09,608.9,bearish,0
2010-05-16,571.2,bearish,0
2010-05-23,582.0,bearish,0
2010-05-30,566.4,bearish,0
2010-06-06,570.8,bearish,0
2010-06-13,604.0,bearish,0
2010-06-20,588.8,bearish,0
2010-06-27,573.0,bearish,0
2010-07-04,607.6,bearish,0
2010-07-11,596.6,bearish,0
2010-07-18,618.7,bearish,0
2010-07-25,617.2,bearish,0
2010-08-01,637.7,bearish,0
2010-08-08,631.6,volume 0.017249205628688147 1.9505086899600719,0
2010-08-15,621.8,volume 0.08522980812137448 1.9505086899600719,0
2010-08-22,642.4,bearish,0
2010-08-29,656.9,volume -0.17514948576895484 1.9505086899600719,0
2010-09-05,644.9,volume -0.27046191318467827 1.9505086899600719,0
2010-09-12,656.8,volume 0.5201008919862733 1.9505086899600719,0
2010-09-19,664.6,volume -0.16437425970908692 1.9505086899600719,0
2010-09-26,665.1,volume 0.4858202442598374 1.9505086899600719,0
2010-10-03,667.5,volume -0.3642396964749923 1.9505086899600719,0
2010-10-10,669.3,volume 0.11479848553607441 1.9505086899600719,0
2010-10-17,675.6,volume -0.10030177206403657 1.9505086899600719,0
2010-10-24,682.5,volume 0.015253841532709478 1.9505086899600719,0
2010-10-31,702.1,volume 0.6043791963774527 1.9505086899600719,0
2010-11-07,689.6,volume -0.3391645157431382 1.9505086899600719,0
2010-11-14,681.3,volume 0.22945575555483289 1.9505086899600719,0
2010-11-21,700.0,volume -0.4386172089229974 1.9505086899600719,0
2010-11-28,699.0,volume 0.8251955538722244 1.9505086899600719,0
2010-12-05,696.5,volume -0.3792737186881362 1.9505086899600719,0
2010-12-12,712.9,volume 1.1792658087486605 1.9505086899600719,0
2010-12-19,718.4,volume -0.5129360401784797 1.9505086899600719,0
2010-12-26,715.2,volume -0.22889941526607283 1.9505086899600719,0
2011-01-02,724.8,volume 0.4425029914398797 1.9505086899600719,0
2011-01-09,736.5,volume -0.2305027730216631 1.9505086899600719,0
2011-01-16,726.4,volume 0.2637911800539947 1.9505086899600719,0
2011-01-23,723.7,volume 0.08426708258776916 1.9505086899600719,0
2011-01-30,745.5,volume 0.19475330451736617 1.9505086899600719,0
2011-02-06,744.7,volume -0.20252133716131138 1.9505086899600719,0
