Date,Close,Stage,support
2010-01-03,119.09,,0
2010-01-10,114.33,bearish,0
2010-01-17,104.76,bearish,0
2010-01-24,100.84,bearish,0
2010-01-31,101.74,bearish,0
2010-02-07,102.62,bearish,0
2010-02-14,109.62,bearish,0
2010-02-21,106.29,bearish,0
2010-02-28,108.3,bearish,0
2010-03-07,115.18,bearish,0
2010-03-14,117.77,bearish,0
2010-03-21,118.41,bearish,0
2010-03-28,122.07,bearish,0
2010-04-04,124.87,bearish,0
2010-04-11,123.91,bearish,0
2010-04-18,128.21,bearish,0
2010-04-25,128.01,bearish,0
2010-05-02,113.25,bearish,0
2010-05-09,126.29,bearish,0
2010-05-16,123.09,bearish,0
2010-05-23,135.71,bearish,0
2010-05-30,129.62,bearish,0
2010-06-06,131.91,bearish,0
2010-06-13,129.03,bearish,0
2010-06-20,123.66,bearish,0
2010-06-27,120.03,bearish,0
2010-07-04,125.56,bearish,0
2010-07-11,124.47,bearish,0
2010-07-18,132.26,bearish,0
2010-07-25,130.08,bearish,0
2010-08-01,130.4,bearish,0
2010-08-08,127.81,volume -0.2826000061494942 1.9505086899600719,0
2010-08-15,128.82,volume 0.14885136293502477 1.9505086899600719,0
2010-08-22,127.23,bearish,0
2010-08-29,131.63,volume 0.007068497944186847 1.9505086899600719,0
2010-09-05,134.21,volume -0.5024583470873365 1.9505086899600719,0
2010-09-12,134.67,volume 1.006878971995251 1.9505086899600719,0
2010-09-19,139.18,volume -0.08826753432046353 1.9505086899600719,0
2010-09-26,141.99,volume 0.11708015267175576 1.9505086899600719,0
2010-10-03,138.89,volume -0.17456222772700092 1.9505086899600719,0
2010-10-10,137.68,volume 0.14452470145083507 1.9505086899600719,0
2010-10-17,138.84,volume -0.06506329113924048 1.9505086899600719,0
2010-10-24,137.04,volume 0.3530617771072686 1.9505086899600719,0
2010-10-31,137.58,volume -0.06945794499399627 1.9505086899600719,0
2010-11-07,137.18,volume -0.2801357973485721 1.9505086899600719,0
2010-11-14,137.09,volume 0.24043447643029392 1.9505086899600719,0
2010-11-21,136.26,volume -0.49019405450041287 1.9505086899600719,0
2010-11-28,136.72,volume 0.990416413578997 1.9505086899600719,0
2010-12-05,138.01,volume -0.10836837108368369 1.9505086899600719,0
2010-12-12,137.38,volume 0.35113705506540915 1.9505086899600719,0
2010-12-19,139.31,volume -0.5662899843791779 1.9505086899600719,0
2010-12-26,141.46,volume -0.08017781238846167 1.9505086899600719,0
2011-01-02,141.97,RS -0.08844908838598586 0.32738233131096084,0
2011-01-09,138.65,volume -0.3394836069342898 1.9505086899600719,0
2011-01-16,138.39,volume -0.07215830969246562 1.9505086899600719,0
2011-01-23,141.67,volume -0.16895199864943444 1.9505086899600719,0
2011-01-30,144.82,volume 0.2284443842542434 1.9505086899600719,0
2011-02-06,149.65,volume 0.05550757923748284 1.9505086899600719,0
2011-02-13,144.96,volume 0.06024788497023281 1.9505086899600719,0
2011-02-20,142.99,volume -0.1292133909074491 1.9505086899600719,0
2011-02-27,140.6,volume 0.024171804589248946 1.9505086899600719,0
2011-03-06,141.77,volume 0.7331872825346564 1.9505086899600719,0
2011-03-13,141.15,volume -0.23890806734292847 1.9505086899600719,0
2011-03-20,139.74,volume 0.5627538274740764 1.9505086899600719,0
2011-03-27,144.71,volume -0.41736622133314283 1.9505086899600719,0
2011-04-03,142.84,volume -0.3337471835195659 1.9505086899600719,0
2011-04-10,143.36,volume 0.35277336830239037 1.9505086899600719,0
2011-04-17,145.14,volume -0.2405571333820853 1.9505086899600719,0
2011-04-24,148.1,volume 0.36964797563597274 1.9505086899600719,0
2011-05-01,149.0,volume 0.02187597076664005 1.9505086899600719,0
2011-05-08,149.34,volume -0.07551879169933284 1.9505086899600719,0
2011-05-15,151.08,volume 0.23062944566553023 1.9505086899600719,0
2011-05-22,155.77,volume 0.05164048546556588 1.9505086899600719,0
2011-05-29,149.26,volume -0.13810026879204051 1.9505086899600719,0
2011-06-05,142.89,volume -0.0075249798299509285 1.9505086899600719,0
2011-06-12,142.7,volume 0.05618522050432251 1.9505086899600719,0
2011-06-19,144.19,volume -0.16177972498926896 1.9505086899600719,0
2011-06-26,152.53,volume -0.1476223269940492 1.9505086899600719,0
2011-07-03,152.16,volume -0.10109589608667735 1.9505086899600719,0
2011-07-10,149.05,volume 0.025350879214583566 1.9505086899600719,0
2011-07-17,148.38,volume -0.05643838079611607 1.9505086899600719,0
2011-07-24,140.84,volume 0.7982134349690329 1.9505086899600719,0
2011-07-31,126.86,bearish,0
2011-08-07,122.77,bearish,0
2011-08-14,122.21,bearish,0
2011-08-21,125.36,bearish,0
2011-08-28,129.37,bearish,0
2011-09-04,127.12,bearish,0
2011-09-11,130.07,bearish,0
2011-09-18,120.85,bearish,0
2011-09-25,119.27,bearish,0
2011-10-02,114.41,bearish,0
2011-10-09,122.41,volume -0.1654327911759207 1.9505086899600719,0
2011-10-16,123.82,volume -0.3635895253242535 1.9505086899600719,0
2011-10-23,121.17,volume 0.1827173530447026 1.9505086899600719,0
2011-10-30,123.27,volume -0.1532990089580667 1.9505086899600719,0
2011-11-06,124.58,volume -0.32409490333919155 1.9505086899600719,0
2011-11-13,119.21,volume 0.09293013338880374 1.9505086899600719,0
2011-11-20,114.04,bearish,0
2011-11-27,123.58,volume 1.008168316831683 1.9505086899600719,0
2011-12-04,121.28,volume -0.23239597823598812 1.9505086899600719,0
2011-12-11,119.54,volume 0.4300461083201432 1.9505086899600719,0
2011-12-18,123.95,volume -0.37120628809752965 1.9505086899600719,0
2011-12-25,125.81,volume -0.41998520370417614 1.9505086899600719,0
2012-01-01,123.59,volume 0.5767945109078114 1.9505086899600719,0
2012-01-08,127.79,volume 0.050962343096234264 1.9505086899600719,0
2012-01-15,127.46,volume -0.12209039997876692 1.9505086899600719,0
2012-01-22,129.42,volume 0.4728663421712973 1.9505086899600719,0
2012-01-29,134.25,volume 0.15770351820682293 1.9505086899600719,0
2012-02-05,134.03,volume -0.06645272246945977 1.9505086899600719,0
2012-02-12,138.85,volume -0.20726264410384976 1.9505086899600719,0
2012-02-19,141.3,volume 0.36061332055582174 1.9505086899600719,0
2012-02-26,137.59,volume -0.08598041977743343 1.9505086899600719,0
2012-03-04,142.3,volume 0.11570247933884303 1.9505086899600719,0
2012-03-11,141.52,volume 0.7038591038591038 1.9505086899600719,0
2012-03-18,140.25,volume -0.5273867793552833 1.9505086899600719,0
2012-03-25,140.82,volume 0.10202199969980907 1.9505086899600719,0
2012-04-01,139.23,volume -0.2505107500729643 1.9505086899600719,0
2012-04-08,139.49,volume 0.021157840083073642 1.9505086899600719,0
2012-04-15,136.63,volume 0.5285623490530063 1.9505086899600719,0
2012-04-22,133.7,volume 0.48022486112497087 1.9505086899600719,0
2012-04-29,131.06,volume -0.4303033707865168 1.9505086899600719,0
2012-05-06,132.42,volume 0.10644340571563804 1.9505086899600719,0
2012-05-13,123.97,volume -0.16969696969696968 1.9505086899600719,0
2012-05-20,129.55,volume -0.041756118505796525 1.9505086899600719,0
2012-05-27,125.99,volume 0.32568612075725323 1.9505086899600719,0
2012-06-03,135.21,volume -0.19833705130805113 1.9505086899600719,0
2012-06-10,139.13,volume 0.21759844843578713 1.9505086899600719,0
2012-06-17,139.75,volume 0.3078880847674781 1.9505086899600719,0
2012-06-24,142.62,volume 0.10162693107054444 1.9505086899600719,0
2012-07-01,144.2,volume -0.5733975822538393 1.9505086899600719,0
2012-07-08,144.89,volume 0.11247570490972092 1.9505086899600719,0
2012-07-15,147.25,volume 0.5469944801742037 1.9505086899600719,0
2012-07-22,160.62,volume 0.6609326153493624 1.9505086899600719,0
