22.78,261639,35.22,21.420086021505377,1.005472369129014,-0.15487009065942559,1606.9,32615804,1601.6,1519.5974193548386,1.005972372279343,0.08291266799099062,474.17,7141591,475.16,454.2700430107527,1.0037817476870101,0.0019127853661968786,1962.87,1949.44,1876.2554623655915,1.0039344698201202
23.17,260412,35.22,21.5587311827957,1.0064726706116458,-0.0899106429950296,1595.5,26757168,1606.9,1527.2550537634409,1.0050392520486469,0.04590083016764224,467.58,7141591,475.16,455.47255913978495,1.0026471393998653,-0.010798132927998028,1960.96,1962.87,1883.1453548387096,1.003672150520714
22.89,283404,35.22,21.674473118279572,1.0053686803041655,-0.09226671378024931,1633.7,20267928,1606.9,1536.8113978494623,1.0062572024642988,0.08779775266824208,471.53,7141591,475.16,456.85965591397854,1.003045401410819,-0.014737470384352802,1985.44,1962.87,1891.2809462365587,1.0043202142505594
22.75,160318,35.22,21.77548387096774,1.0046603556237304,-0.029059736755848276,1593.9,21686628,1633.7,1543.158924731183,1.004130322621633,0.017637086707296135,465.79,7141591,475.16,457.79683870967744,1.002051358187503,-0.024704983019194326,1967.57,1985.44,1897.8757849462365,1.0034869693594708
23.03,192969,35.22,21.88789247311828,1.0051621632298335,-0.024129725466516705,1600.4,23530684,1633.7,1549.3862365591397,1.00403543130144,-0.013701655558493897,467.31,7141591,475.16,458.75481720430105,1.0020925843378992,-0.03515378032675298,1978.22,1985.44,1904.7442795698926,1.0036190432894168
22.36,223629,35.22,21.951526881720433,1.0029072880671497,-0.0066222674262763626,1563.7,21681360,1633.7,1552.796129032258,1.002200802093538,-0.050781927724194986,462.87,7141591,475.16,459.37595698924724,1.001353968964798,-0.04690894962779235,1978.34,1985.44,1911.2766451612902,1.0034295236696407
22.4,446207,35.22,22.01344086021506,1.0028204861934311,0.047995410797373905,1484.6,33358688,1633.7,1550.7836559139785,0.9987039682282478,-0.08448550578203573,446.06,7141591,475.16,458.8859784946236,0.9989333823697806,-0.055204439873927647,1925.15,1985.44,1914.0829032258064,1.0014682636716252
22.18,266802,35.22,22.056645161290323,1.0019626328000975,0.04375133457656566,1512.0,25113724,1633.7,1550.371182795699,0.9997340227847344,-0.05004319347801678,449.47,7141591,475.16,458.6198494623656,0.9994200541207839,-0.04811517965757339,1931.59,1985.44,1917.1029677419356,1.0015778128058297
22.76,128557,35.22,22.132365591397846,1.0034329985160397,0.07711657468995714,1528.2,23302646,1633.7,1550.7888172043015,1.0002693770454694,-0.06067958049519939,454.93,7141591,475.16,458.7056774193548,1.0001871440084633,-0.04790575060292834,1955.06,1985.44,1921.4453548387096,1.0022650776561515
22.78,130449,35.22,22.202903225806452,1.0031870806632628,-0.028689597044180504,1558.5,22667888,1633.7,1552.931182795699,1.0013814683002806,-0.0063760266954489,465.43,7141591,475.16,459.4541075268817,1.0016316129151432,-0.028791054624762502,1988.4,1985.44,1927.6884731182795,1.0032491781584358
22.58,166384,35.22,22.25490322580645,1.0023420360603814,-0.05549661916668325,1566.4,18623504,1633.7,1555.1243010752687,1.0014122443440292,-0.025351019821711063,464.0,7141591,475.16,460.0345376344086,1.00126330377293,-0.04970482634167528,2003.37,1988.4,1934.4713548387099,1.0035186607250175
22.85,141615,35.22,22.321247311827957,1.0029810997310729,0.03319313776402644,1551.7,17908400,1633.7,1555.9997849462366,1.0005629671341143,-0.057598513089568426,466.45,7141591,475.16,460.70415053763446,1.0014555709374977,-0.046077980947859754,2007.71,2003.37,1941.059440860215,1.0034056260409472
23.41,127519,35.22,22.418215053763436,1.0043441901154018,0.08501223742884556,1511.2,25211980,1633.7,1553.978494623656,0.9987009700501659,-0.031902074361125354,463.43,7141591,475.16,461.11227956989245,1.0008858809537133,-0.03406779789256831,1985.54,2007.71,1945.7641075268818,1.002423762285498
23.34,331463,35.22,22.50516129032258,1.003878374631996,0.10816277580508493,1500.3,41483480,1633.7,1551.1356989247313,0.9981706338223084,-0.04862945287177567,469.44,7141591,475.16,461.8644731182796,1.0016312589833625,-0.03179654896853834,2010.4,2007.71,1951.7567096774196,1.0030798194536308
