,open,high,low,close,adjclose,volume,ticker,fiveYearHigh,WMA30,WMA30Slope,volumePerc,percent,RS,peak,trough,support,initialSupport,Stage,secondBuy
1995-03-13,0.35379499197006226,0.35379499197006226,0.3080359995365143,0.313616007566452,0.2665793299674988,2316966400,AAPL,0.0,,0.0,1.3582950490760481,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-03-20,0.313616007566452,0.3526790142059326,0.3125,0.3370540142059326,0.28650209307670593,1272611200,AAPL,0.0,,0.0,-0.45074248810858886,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-03-27,0.3359380066394806,0.3359380066394806,0.30245500802993774,0.31473198533058167,0.2675279974937439,1786131200,AAPL,0.0,,0.0,0.40351680073222673,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-04-03,0.3169640004634857,0.3392859995365143,0.3002229928970337,0.328125,0.2789123058319092,1865908800,AAPL,0.0,,0.0,0.044665027966590554,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-04-10,0.329241007566452,0.35379499197006226,0.32254499197006226,0.34151801466941833,0.29029661417007446,981388800,AAPL,0.0,,0.0,-0.4740424612392632,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-04-17,0.3404020071029663,0.3526790142059326,0.31808000802993774,0.34933000802993774,0.2969370484352112,1715504000,AAPL,0.0,,0.0,0.7480370674700996,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-04-24,0.3482140004634857,0.35379499197006226,0.3325890004634857,0.34151801466941833,0.29029661417007446,1111499200,AAPL,0.0,,0.0,-0.35208591760788666,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-05-01,0.34151801466941833,0.3560270071029663,0.3348209857940674,0.3470979928970337,0.29503965377807617,978398400,AAPL,0.0,,0.0,-0.11974889410626655,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-05-08,0.3560270071029663,0.3900670111179352,0.3549109995365143,0.389508992433548,0.3310898542404175,2156548800,AAPL,0.0,,0.0,1.2041622308458395,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-05-15,0.38504499197006226,0.39620500802993774,0.3794640004634857,0.3816959857940674,0.3244485855102539,1683180800,AAPL,0.0,,0.0,-0.21950256817745095,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-05-22,0.3794640004634857,0.39620500802993774,0.37723198533058167,0.38113799691200256,0.3239744305610657,1210630400,AAPL,0.0,,0.0,-0.28074844960208667,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-05-29,0.38058000802993774,0.3828130066394806,0.3660709857940674,0.376116007566452,0.32059213519096375,648334400,AAPL,0.0,,0.0,-0.46446545535284756,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-06-05,0.3783479928970337,0.39620500802993774,0.376116007566452,0.38839301466941833,0.33105671405792236,1017206400,AAPL,0.0,,0.0,0.5689533055781091,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-06-12,0.39285698533058167,0.3984380066394806,0.3872770071029663,0.391741007566452,0.33391058444976807,638075200,AAPL,0.0,,0.0,-0.3727180639052212,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-06-19,0.391741007566452,0.44754499197006226,0.38839301466941833,0.43526801466941833,0.371011883020401,2539958400,AAPL,0.0,,0.0,2.9806568254023977,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-06-26,0.4308040142059326,0.4330359995365143,0.405133992433548,0.4146209955215454,0.3534128963947296,1034286400,AAPL,0.0,,0.0,-0.5927939607199866,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-07-03,0.4151790142059326,0.43973198533058167,0.40848198533058167,0.4341520071029663,0.37006068229675293,787662400,AAPL,0.0,,0.0,-0.2384484606971531,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-07-10,0.4341520071029663,0.4453130066394806,0.41183000802993774,0.43526801466941833,0.371011883020401,1426689600,AAPL,0.0,,0.0,0.811295803887554,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-07-17,0.436383992433548,0.4441959857940674,0.3839290142059326,0.390625,0.33295923471450806,2090984000,AAPL,0.0,,0.0,0.46561943116428406,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-07-24,0.39285698533058167,0.42410698533058167,0.390625,0.40625,0.3462775945663452,1235718400,AAPL,0.0,0.38231688750687465,0.0,-0.4090254157851041,0.0,0.0,0.0,0.313616007566452,0,0,,False
1995-07-31,0.40625,0.407366007566452,0.38839301466941833,0.3950890004634857,0.33676430583000183,1050817600,AAPL,0.0,0.3837161583285178,0.0,-0.14963020701156504,1.0535706679026287,-0.1597227490632318,0.0,0.313616007566452,0,0,,False
1995-08-07,0.3939729928970337,0.3984380066394806,0.373883992433548,0.38448700308799744,0.327727347612381,1168328000,AAPL,0.0,0.3843882271679499,1.0017514739081086,0.11182759024972544,0.9596101799326314,-0.23168965460036228,0.0,0.313616007566452,0,0,,False
1995-08-14,0.3839290142059326,0.40625,0.3828130066394806,0.40066999197006226,0.34152138233184814,1265958400,AAPL,0.0,0.38613916193285297,1.004555120685676,0.08356420457268854,1.0527878068112926,-0.15038363654119968,0.0,0.313616007566452,0,0,,False
1995-08-21,0.40066999197006226,0.4129459857940674,0.3939729928970337,0.3995540142059326,0.34149983525276184,1164900800,AAPL,0.0,0.3877748938657904,1.0042361202752645,-0.07982695165970699,1.1222575990994355,-0.06845640022843691,0.0,0.313616007566452,0,0,,False
1995-08-28,0.40066999197006226,0.4017859995365143,0.3794640004634857,0.3833709955215454,0.3276681900024414,899819200,AAPL,0.0,0.3882729536102664,1.001284404308672,-0.2275572306242729,1.0601869185991168,-0.11779288719903813,0.0,0.313616007566452,0,0,,False
1995-09-04,0.38839301466941833,0.40457600355148315,0.3816959857940674,0.3995540142059326,0.34149983525276184,817835200,AAPL,0.0,0.38976827475332443,1.0038512111882996,-0.09111163664878452,1.0228582763671874,-0.1666071056784031,0.0,0.313616007566452,0,0,,False
1995-09-11,0.40066999197006226,0.40625,0.3169640004634857,0.3203130066394806,0.27377235889434814,2584019200,AAPL,0.0,0.3861320706464911,0.990670856654163,2.1595842291943415,0.8441196167442583,-0.3662253717580667,0.0,0.313616007566452,0,0,,False
1995-09-18,0.3247770071029663,0.3348209857940674,0.3203130066394806,0.33091500401496887,0.28283384442329407,2179296000,AAPL,0.0,0.3833070728086656,0.9926838559845712,-0.15662546160647728,0.9503207900156477,-0.24148023419359366,0.0,0.313616007566452,0,0,,False
1995-09-25,0.34151801466941833,0.34165701270103455,0.31026801466941833,0.3325890004634857,0.2842647135257721,1631952000,AAPL,0.0,0.38062727688461223,0.9930087490835552,-0.2511563367252544,0.9254650447679602,-0.2784613632468047,0.0,0.313616007566452,0,0,,False
1995-10-02,0.3370540142059326,0.34375,0.31808000802993774,0.31863799691200256,0.27234068512916565,1501707200,AAPL,0.0,0.37710502051538036,0.9907461798375011,-0.07980921007480613,0.9034787556878755,-0.2863204181177613,0.0,0.313616007566452,0,0,,False
1995-10-09,0.3158479928970337,0.329241007566452,0.3002229928970337,0.3214290142059326,0.27472612261772156,1502950400,AAPL,0.0,0.3738360362668191,0.9913313690597553,0.0008278577874567539,1.0249126525782493,-0.15465631125596868,0.0,0.313616007566452,0,0,,False
1995-10-16,0.3236609995365143,0.35323700308799744,0.3091520071029663,0.313616007566452,0.26804834604263306,2204316800,AAPL,0.0,0.3700461849089592,0.9898622631576508,0.46665971145820917,0.9304621643664494,-0.24218294520339445,0.0,0.313616007566452,0,0,,False
1995-10-23,0.313616007566452,0.3169640004634857,0.3046880066394806,0.31026801466941833,0.2651868164539337,824678400,AAPL,0.0,0.36609073832470884,0.9893109380786523,-0.625880272744825,0.9858165967577952,-0.1719394338786333,0.0,0.31026801466941833,0,0,,False
1995-10-30,0.311383992433548,0.3314729928970337,0.3091520071029663,0.32589301466941833,0.278541624546051,990281600,AAPL,0.0,0.36315295619349325,0.9919752623498225,0.20080943068231205,0.9931977589925131,-0.17296864767635067,0.0,0.31026801466941833,0,0,,False
1995-11-06,0.32589301466941833,0.3660709857940674,0.3247770071029663,0.3549109995365143,0.30334338545799255,1890212800,AAPL,0.0,0.3620921020866722,0.9970787678064341,0.9087629215770545,1.0392160421758718,-0.12473729505004116,0.0,0.31026801466941833,0,0,,False
1995-11-13,0.359375,0.3794640004634857,0.3526790142059326,0.358258992433548,0.3062049448490143,1327547200,AAPL,0.0,0.36121844540360154,0.9975871976272448,-0.29767315087486446,1.0255603131662396,-0.15454159414491975,0.0,0.31026801466941833,0,0,,False
1995-11-20,0.359375,0.360491007566452,0.33816999197006226,0.3588170111179352,0.3066817820072174,548822400,AAPL,0.0,0.36036158780897815,0.9976278686608432,-0.5865891623288422,1.0506532472826122,-0.11499332086405989,0.0,0.31026801466941833,0,0,,False
1995-11-27,0.3627229928970337,0.3627229928970337,0.3314729928970337,0.3359380066394806,0.2880215644836426,776496000,AAPL,0.0,0.3579914632663932,0.9934229267969557,0.41484021060364884,0.9678477361265996,-0.19915216037226924,0.0,0.31026801466941833,0,0,,False
1995-12-04,0.358258992433548,0.358258992433548,0.33816999197006226,0.3515630066394806,0.3014179468154907,1328667200,AAPL,0.0,0.3566534032103836,0.9962623129507032,0.7111063031876532,0.9025799492920792,-0.2723415516327681,0.0,0.31026801466941833,0,0,,False
1995-12-11,0.3526790142059326,0.35379499197006226,0.30691999197006226,0.31473198533058167,0.2698401212692261,2034491200,AAPL,0.0,0.3530207525017441,0.9898146192467518,0.5312270822972074,0.8245619473199959,-0.3625564947864206,0.0,0.31026801466941833,0,0,,False
1995-12-18,0.313616007566452,0.31473198533058167,0.282366007566452,0.2879459857940674,0.24687489867210388,2030672000,AAPL,0.0,0.3478039813938961,0.9852224803474628,-0.0018772261094075482,0.75549010627914,-0.41313394351780575,0.0,0.2879459857940674,0,0,,False
1995-12-25,0.2901790142059326,0.297991007566452,0.282366007566452,0.2845979928970337,0.24400442838668823,962203200,AAPL,0.0,0.3425716236714394,0.984956015450177,-0.5261651315426618,0.7566760977243199,-0.3999782024396754,0.0,0.2845979928970337,0,0,,False
1996-01-01,0.2879459857940674,0.3058040142059326,0.280133992433548,0.3058040142059326,0.262185662984848,1315238400,AAPL,0.0,0.33890420929078136,0.9892944595312557,0.36690295771205084,0.7873571425228089,-0.3807870009797517,0.0,0.2845979928970337,0,0,,False
1996-01-08,0.3080359995365143,0.3169640004634857,0.2879459857940674,0.30245500802993774,0.2593144178390503,1896585600,AAPL,0.0,0.3351983407492279,0.9890651445453904,0.44200899243817693,0.7720790067622204,-0.34273487632430444,0.0,0.2845979928970337,0,0,,False
1996-01-15,0.3013390004634857,0.31026801466941833,0.2622770071029663,0.266741007566452,0.22869443893432617,2480016000,AAPL,0.0,0.32938035604774313,0.9826431578137275,0.3076214435035254,0.6128201443173791,-0.5001848813037064,0.0,0.266741007566452,0,0,,False
1996-01-22,0.265625,0.3035709857940674,0.25558000802993774,0.2734380066394806,0.2344362586736679,3324876800,AAPL,0.0,0.32435685947377196,0.9847486455043998,0.34066747956464805,0.659489050465298,-0.4816215417645092,0.0,0.266741007566452,0,0,,False
1996-01-29,0.2589290142059326,0.265625,0.23981599509716034,0.2611609995365143,0.22391031682491302,2172520000,AAPL,0.0,0.318844917256345,0.9830065495566538,-0.34658631561927344,0.6015427667355587,-0.5412938931054209,0.0,0.2611609995365143,0,0,,False
1996-02-05,0.2650670111179352,0.26785698533058167,0.24553599953651428,0.24776799976825714,0.21242763102054596,1374128000,AAPL,0.0,0.31284093420992615,0.9811695820711742,-0.36749581131589126,0.5692308908947386,-0.6030886324840292,0.0,0.24776799976825714,0,0,,False
1996-02-12,0.251116007566452,0.2578130066394806,0.24442000687122345,0.24553599953651428,0.21051399409770966,864483200,AAPL,0.0,0.30709617698705327,0.9816368109327471,-0.3708859727769175,0.6285721588134766,-0.541869635528848,0.0,0.24553599953651428,0,0,,False
1996-02-19,0.25,0.2700890004634857,0.25,0.266741007566452,0.22869443893432617,956222400,AAPL,0.0,0.3030315041542053,0.9867641698678024,0.1061202808799524,0.6565932493943435,-0.514209560306791,0.0,0.24553599953651428,0,0,,False
1996-02-26,0.26785698533058167,0.2689729928970337,0.2377229928970337,0.23995499312877655,0.20572906732559204,799377600,AAPL,0.0,0.2975387206962032,0.9818738864352302,-0.1640254401068203,0.6073441499188315,-0.5454987174777222,0.0,0.23995499312877655,0,0,,False
1996-03-04,0.24330399930477142,0.24442000687122345,0.22321400046348572,0.23214299976825714,0.19903132319450378,814116800,AAPL,0.0,0.2918755591877045,0.9809666402569468,0.018438345032435244,0.6037733340888161,-0.53744195066019,0.0,0.23214299976825714,0,0,,False
1996-03-11,0.234375,0.23549099266529083,0.22767899930477142,0.2310270071029663,0.19807448983192444,517585600,AAPL,0.0,0.28646801966492846,0.9814731334894043,-0.3642366795526145,0.5766017214491782,-0.5704270646464066,0.0,0.2310270071029663,0,0,,False
1996-03-18,0.23158499598503113,0.23660700023174286,0.2220979928970337,0.2265630066394806,0.19424720108509064,567033600,AAPL,0.0,0.28113730373562024,0.9813915845282019,0.09553588816999548,0.5670397457769217,-0.5945742936390849,0.0,0.2265630066394806,0,0,,False
1996-03-25,0.22767899930477142,0.22991099953651428,0.20535700023174286,0.219308003783226,0.18802697956562042,1216880000,AAPL,0.0,0.27571054677809437,0.9806971295327312,1.146045666429644,0.5720516323486473,-0.5727766332144562,0.0,0.219308003783226,0,0,,False
1996-04-01,0.22432999312877655,0.2310270071029663,0.21428599953651428,0.2154020071029663,0.18467815220355988,418364800,AAPL,0.0,0.27038461367289224,0.9806828822203574,-0.656198803497469,0.5391061019147884,-0.606140796422156,0.0,0.2154020071029663,0,0,,False
1996-04-08,0.21317000687122345,0.23660700023174286,0.21205399930477142,0.22767899930477142,0.19520403444766998,758374400,AAPL,0.0,0.2662467704024366,0.9846964543793844,0.8127108207956311,0.7108016052592869,-0.380670150324695,0.0,0.2154020071029663,0,0,,False
1996-04-15,0.22767899930477142,0.23214299976825714,0.21651799976825714,0.22377200424671173,0.1918543130159378,659948800,AAPL,0.0,0.2620560758536862,0.98426011124035,-0.12978497164461245,0.6762219951700632,-0.43266018209786816,0.0,0.2154020071029663,0,0,,False
1996-04-22,0.22544600069522858,0.22767899930477142,0.2154020071029663,0.22098200023174286,0.18946227431297302,772676800,AAPL,0.0,0.25791579609917054,0.9842007870222887,0.17081325096734767,0.664429671227218,-0.45372376899658207,0.0,0.2154020071029663,0,0,,False
1996-04-29,0.22321400046348572,0.22321400046348572,0.20982100069522858,0.21317000687122345,0.18276455998420715,667184000,AAPL,0.0,0.2535115318272703,0.9829236350060283,-0.13652901187145772,0.6690037250331261,-0.4325259418108337,0.0,0.21317000687122345,0,0,,False
1996-05-06,0.2220979928970337,0.24442000687122345,0.22098200023174286,0.24330399930477142,0.20860038697719574,1038486400,AAPL,0.0,0.2512782089812781,0.9911904486951943,0.5565217391304347,0.7569447329010934,-0.3586926098798626,0.0,0.21317000687122345,0,0,,False
1996-05-13,0.2421880066394806,0.2578130066394806,0.2377229928970337,0.2466520071029663,0.2114708423614502,930384000,AAPL,0.0,0.24942889742312893,0.9926403822852503,-0.10409611526929963,0.7864777344016896,-0.35216991501344985,0.0,0.21317000687122345,0,0,,False
1996-05-20,0.24888400733470917,0.251116007566452,0.22991099953651428,0.23883900046348572,0.2047722339630127,638075200,AAPL,0.0,0.2472195295236444,0.9911422937666418,-0.31418081136390996,0.7697828624647688,-0.40066736261355185,0.0,0.21317000687122345,0,0,,False
1996-05-27,0.23883900046348572,0.24330399930477142,0.22098200023174286,0.23325900733470917,0.19998811185359955,587484800,AAPL,0.0,0.24480377285070318,0.990228293543006,-0.0792859525021502,0.7157533203690299,-0.4172537521520866,0.0,0.21317000687122345,0,0,,False
1996-06-03,0.2310270071029663,0.23214299976825714,0.20982100069522858,0.21763400733470917,0.18659180402755737,2027670400,AAPL,0.0,0.24157916458063228,0.9868277836059436,2.45144316925306,0.6132072762436835,-0.522759168011379,0.0,0.21317000687122345,0,0,,False
1996-06-10,0.21763400733470917,0.2225169986486435,0.21317000687122345,0.21372799575328827,0.18324291706085205,747723200,AAPL,0.0,0.23839777490144134,0.9868308606633621,-0.6312402646899615,0.5965739877218346,-0.5130465023190511,0.0,0.21317000687122345,0,0,,False
1996-06-17,0.2154020071029663,0.2154020071029663,0.1997770071029663,0.20200900733470917,0.1731955111026764,779564800,AAPL,0.0,0.2347711408010093,0.9847874666534477,0.04258474258923628,0.5629861491386017,-0.5484695226744001,0.0,0.20200900733470917,0,0,,False
1996-06-24,0.20200900733470917,0.20200900733470917,0.1752229928970337,0.1875,0.16075599193572998,1118980800,AAPL,0.0,0.2305456632247535,0.9820017163871206,0.4353916441583816,0.5581386931345932,-0.5467247726504031,0.0,0.1875,0,0,,False
1996-07-01,0.18861599266529083,0.19196400046348572,0.171875,0.17410700023174286,0.14927327632904053,615753600,AAPL,0.0,0.22577534266697463,0.9793085652054604,-0.44971924451250633,0.4952369758581721,-0.5694777084014233,0.0,0.17410700023174286,0,0,,False
1996-07-08,0.1752229928970337,0.17745499312877655,0.15401799976825714,0.16127200424671173,0.13826900720596313,1106268800,AAPL,0.0,0.22055858367232867,0.976894026898496,0.796609552912074,0.5124105962008221,-0.5360204228557048,0.0,0.16127200424671173,0,0,,False
1996-07-15,0.16182999312877655,0.19419600069522858,0.14285700023174286,0.18526799976825714,0.1588422805070877,1819070400,AAPL,0.0,0.2172199748857047,0.9848629387664913,0.6443294794176606,0.6434123374123254,-0.4003493550911771,0.0,0.16127200424671173,0,0,,False
1996-07-22,0.18638400733470917,0.19642899930477142,0.17745499312877655,0.19642899930477142,0.16841134428977966,784515200,AAPL,0.0,0.21482224345848125,0.9889617360075423,-0.5687274115394325,0.6901981187753442,-0.3422244486848399,0.0,0.16127200424671173,0,0,,False
1996-07-29,0.19642899930477142,0.203125,0.18861599266529083,0.19307999312877655,0.16554002463817596,715993600,AAPL,0.0,0.21239805785558558,0.9887153882956063,-0.08734260343203037,0.6313847567702425,-0.44284781061253387,0.0,0.16127200424671173,0,0,,False
1996-08-05,0.19307999312877655,0.20870499312877655,0.18526799976825714,0.2064729928970337,0.17702271044254303,775364800,AAPL,0.0,0.21108035400349606,0.9937960644961008,0.08292141158803656,0.6826568825621709,-0.41752420162042225,0.0,0.16127200424671173,0,0,,False
1996-08-12,0.20870499312877655,0.2109380066394806,0.19754500687122345,0.20089299976825714,0.17223866283893585,576094400,AAPL,0.0,0.20960906353048098,0.9930297138264667,-0.25700212338759765,0.7531387903234547,-0.3341076725694797,0.0,0.16127200424671173,0,0,,False
1996-08-19,0.1997770071029663,0.21428599953651428,0.1997770071029663,0.21317000687122345,0.18276455998420715,842564800,AAPL,0.0,0.20907144665077168,0.9974351448804067,0.4625464160040438,0.779591723517358,-0.29345939217451544,0.0,0.16127200424671173,0,0,,False
1996-08-26,0.21317000687122345,0.22321400046348572,0.20982100069522858,0.21651799976825714,0.18563500046730042,755238400,AAPL,0.0,0.20887943791445865,0.9990816118633657,-0.1036435417192838,0.829059469647131,-0.19633994325044246,0.0,0.16127200424671173,0,0,,False
1996-09-02,0.2154020071029663,0.21986599266529083,0.20200900733470917,0.20535700023174286,0.17606592178344727,690166400,AAPL,0.0,0.20806337114303342,0.9960931206078818,-0.08616087317594023,0.8288277760801144,-0.17012098384715335,0.0,0.16127200424671173,0,0,,False
1996-09-09,0.20200900733470917,0.203125,0.18080399930477142,0.1875,0.16075599193572998,878684800,AAPL,0.0,0.2061864462911442,0.9909790712244159,0.2731491999610529,0.7636354764838319,-0.2866129857218057,0.0,0.16127200424671173,0,0,,False
1996-09-16,0.19196400046348572,0.2154020071029663,0.1908479928970337,0.20424099266529083,0.1751091480255127,1075804800,AAPL,0.0,0.20551439408333072,0.9967405606920229,0.22433527927192998,0.7656902646077363,-0.27671735128455566,0.0,0.16127200424671173,0,0,,False
1996-09-23,0.20424099266529083,0.20424099266529083,0.19642899930477142,0.1992190033197403,0.17080345749855042,483448000,AAPL,0.0,0.2046527511970971,0.9958073842463597,-0.5506173610677327,0.8302348733073686,-0.2346657391375253,0.0,0.16127200424671173,0,0,,False
1996-09-30,0.19754500687122345,0.22098200023174286,0.19642899930477142,0.203683003783226,0.17463068664073944,1262688000,AAPL,0.0,0.20416671261992506,0.9976250572038293,1.6118382949148615,0.8774031695401452,-0.22987389750430043,0.0,0.16127200424671173,0,0,,False
1996-10-07,0.20535700023174286,0.21986599266529083,0.20424099266529083,0.21651799976825714,0.18563500046730042,768745600,AAPL,0.0,0.2045699425922927,1.0019750035017623,-0.3911832535036367,0.937197786887995,-0.15514273529692324,0.0,0.16127200424671173,0,0,,False
1996-10-14,0.21875,0.24776799976825714,0.21651799976825714,0.23716500401496887,0.20333698391914368,2376774400,AAPL,0.0,0.206336439521082,1.008635173410152,2.091756752819138,1.0467949182558243,-0.04573222917097475,0.0,0.16127200424671173,0,0,,False
1996-10-21,0.23660700023174286,0.2377229928970337,0.21651799976825714,0.21875,0.1875486522912979,723318400,AAPL,0.0,0.2068920716803561,1.0026928455321016,-0.6956722522760259,0.9974556159665856,-0.0884002831970957,0.0,0.16127200424671173,0,0,,False
1996-10-28,0.22432999312877655,0.22432999312877655,0.19866099953651428,0.21651799976825714,0.18563500046730042,982228800,AAPL,0.0,0.20730490383281502,1.001995398611005,0.35794803505620765,1.0051809761677726,-0.06786820391600124,0.0,0.16127200424671173,0,0,,False
1996-11-04,0.21763400733470917,0.234375,0.21205399930477142,0.234375,0.2009449452161789,993473600,AAPL,0.0,0.2088674005321277,1.0075371912117081,0.011448249124847543,1.0294098301366184,-0.11839683554141,0.0,0.16127200424671173,0,0,,False
1996-11-11,0.23549099266529083,0.23549099266529083,0.22321400046348572,0.22321400046348572,0.19137591123580933,498344000,AAPL,0.0,0.20969543274371855,1.003964391807823,-0.4983822418632966,0.9975063735738328,-0.14596640727497845,0.0,0.16127200424671173,0,0,,False
1996-11-18,0.22321400046348572,0.2265630066394806,0.21763400733470917,0.22544600069522858,0.19328947365283966,554948800,AAPL,0.0,0.2106686649783965,1.0046411703962452,0.11358579615687159,1.0202007424079986,-0.12559235172573913,0.0,0.16127200424671173,0,0,,False
1996-11-25,0.2265630066394806,0.22767899930477142,0.21428599953651428,0.2154020071029663,0.18467815220355988,323265600,AAPL,0.0,0.21098429762548015,1.0014982420243468,-0.4174857212052715,1.0104705172388122,-0.16936835215681767,0.0,0.16127200424671173,0,0,,False
1996-12-02,0.2154020071029663,0.22767899930477142,0.21317000687122345,0.22432999312877655,0.19233271479606628,1012860800,AAPL,0.0,0.2118711293705048,1.0042033068574556,2.133215535460624,0.9220152310269781,-0.21218395179515814,0.0,0.16127200424671173,0,0,,False
1996-12-09,0.22544600069522858,0.2265630066394806,0.20758900046348572,0.20758900046348572,0.17797955870628357,682393600,AAPL,0.0,0.21171870138696444,0.999280562745886,-0.32627109273061017,0.8416270473599936,-0.2476675421990715,0.0,0.16127200424671173,0,0,,False
1996-12-16,0.20982100069522858,0.2109380066394806,0.1908479928970337,0.20982100069522858,0.17989321053028107,1194883200,AAPL,0.0,0.2117942798842666,1.0003569760101827,0.751017594537815,0.878503930631323,-0.22519385472023978,0.0,0.16127200424671173,0,0,,False
1996-12-23,0.21428599953651428,0.21651799976825714,0.20424099266529083,0.2064729928970337,0.17702271044254303,611800000,AAPL,0.0,0.2117162621790363,0.9996316345027215,-0.48798342800367434,0.8851662161142633,-0.24585659526473602,0.0,0.16127200424671173,0,0,,False
1996-12-30,0.2064729928970337,0.20758900046348572,0.18526799976825714,0.19419600069522858,0.16649684309959412,908376000,AAPL,0.0,0.21090378479291033,0.9961624233407309,0.48475972540045764,0.8923054033396802,-0.21866878686871472,0.43526801466941833,0.16127200424671173,0,0,,False
1997-01-06,0.15736599266529083,0.1640630066394806,0.15401799976825714,0.16294600069522858,0.13970422744750977,4760268800,AAPL,0.0,0.20812558268988005,0.9868271586223156,4.240416743727267,0.7623989553681182,-0.3782483793887118,0.43526801466941833,0.16127200424671173,0,0,,False
1997-01-13,0.16517899930477142,0.16517899930477142,0.1484380066394806,0.14955399930477142,0.12822236120700836,1991068800,AAPL,0.0,0.20459258908866554,0.9830247028954683,-0.5817318551422979,0.7403333211621355,-0.4236189787174034,0.43526801466941833,0.14955399930477142,0,0,,False
1997-01-20,0.15067000687122345,0.15625,0.14955399930477142,0.15067000687122345,0.1291791945695877,1142702400,AAPL,0.0,0.20124440244449082,0.9836348586276324,-0.4260859293259982,0.8035733699798584,-0.3453761460291853,0.43526801466941833,0.14955399930477142,0,0,,False
1997-01-27,0.1529020071029663,0.15401799976825714,0.14732100069522858,0.1484380066394806,0.1272655874490738,915868800,AAPL,0.0,0.1978314200716634,0.9830406096697829,-0.1985062777500074,0.8525677109013658,-0.3432219736707971,0.43526801466941833,0.1484380066394806,0,0,,False
1997-02-03,0.15067000687122345,0.15178599953651428,0.13504500687122345,0.141183003783226,0.12104536592960358,2110012800,AAPL,0.0,0.19400557513519,0.9806610854075277,1.3038374055323207,0.8754340497142094,-0.34643567060878133,0.43526801466941833,0.141183003783226,0,0,,False
1997-02-10,0.1439729928970337,0.14620499312877655,0.13839299976825714,0.14564700424671173,0.1248726174235344,934830400,AAPL,0.0,0.1905109323801533,0.9819868952085448,-0.5569551047273268,0.7861422610968682,-0.4796194929943116,0.43526801466941833,0.141183003783226,0,0,,False
