Date,Close,Volume
2008-08-15,16.350000381469727,1589700
2008-08-22,16.0,1812600
2008-08-29,15.899999618530273,298500
2008-09-05,16.0,429000
2008-09-12,14.5,538900
2008-09-19,13.619999885559082,518700
2008-09-26,12.800000190734863,348800
2008-10-03,11.800000190734863,73500
2008-10-10,10.140000343322754,43900
2008-10-17,9.920000076293945,142700
2008-10-24,10.0,1617200
2008-10-31,9.460000038146973,316400
2008-11-07,8.380000114440918,211200
2008-11-14,6.900000095367432,1701300
2008-11-21,6.75,104000
2008-11-28,10.119999885559082,73200
2008-12-05,8.020000457763672,456800
2008-12-12,9.630000114440918,1067600
2008-12-19,10.039999961853027,1891400
2008-12-26,9.899999618530273,351600
2009-01-02,10.0,700600
2009-01-09,13.0,2043800
2009-01-16,13.75,1218300
2009-01-23,13.350000381469727,405300
2009-01-30,14.399999618530273,723700
2009-02-06,14.510000228881836,301200
2009-02-13,13.5,139400
2009-02-20,13.399999618530273,220200
2009-02-27,13.369999885559082,453300
2009-03-06,13.149999618530273,200600
2009-03-13,13.380000114440918,951000
2009-03-20,14.600000381469727,521600
2009-03-27,15.399999618530273,349500
2009-04-03,14.300000190734863,628900
2009-04-10,14.84000015258789,329500
2009-04-17,14.760000228881836,367700
2009-04-24,14.949999809265137,339000
2009-05-01,14.920000076293945,365900
2009-05-08,15.859999656677246,624200
2009-05-15,16.049999237060547,753300
2009-05-22,18.700000762939453,1011500
2009-05-29,19.100000381469727,928600
2009-06-05,21.959999084472656,878900
2009-06-12,20.920000076293945,741900
2009-06-19,21.889999389648438,1144800
2009-06-26,21.290000915527344,4911300
2009-07-03,19.200000762939453,743700
2009-07-10,17.850000381469727,1600600
2009-07-17,19.760000228881836,926700
2009-07-24,19.790000915527344,591000
2009-07-31,18.020000457763672,787100
2009-08-07,19.489999771118164,626000
2009-08-14,21.459999084472656,1324300
2009-08-21,20.84000015258789,717000
2009-08-28,20.100000381469727,445300
2009-09-04,20.540000915527344,607600
2009-09-11,21.75,147900
2009-09-18,22.670000076293945,317100
2009-09-25,21.170000076293945,280000
2009-10-02,19.43000030517578,484800
2009-10-09,20.899999618530273,478500
2009-10-16,20.18000030517578,611800
2009-10-23,18.079999923706055,1215100
2009-10-30,17.18000030517578,613400
