Date,Close,Volume
1995-01-06,22.5,1488800
1995-01-13,22.875,1932000
1995-01-20,23.125,2075600
1995-01-27,23.5,3488900
1995-02-03,24.375,5146000
1995-02-10,22.5,4258600
1995-02-17,22.375,1784700
1995-02-24,22.625,1907700
1995-03-03,22.0,2489800
1995-03-10,21.25,2729600
1995-03-17,20.875,2889700
1995-03-24,20.875,2309100
1995-03-31,20.875,2268200
1995-04-07,21.75,2124000
1995-04-14,21.625,2258300
1995-04-21,21.625,1903200
1995-04-28,21.75,2181300
1995-05-05,22.5,2432700
1995-05-12,22.625,3305600
1995-05-19,22.5,2295700
1995-05-26,23.875,3351300
1995-06-02,24.75,3026800
1995-06-09,24.375,3275500
1995-06-16,24.75,2988800
1995-06-23,24.75,2014000
1995-06-30,24.125,3328700
1995-07-07,24.75,1668700
1995-07-14,23.875,1654400
1995-07-21,24.125,1615300
1995-07-28,24.125,1899200
1995-08-04,24.875,3162400
1995-08-11,23.875,3833900
1995-08-18,23.875,1667000
1995-08-25,24.0,4465000
1995-09-01,24.125,2292100
1995-09-08,24.25,1582300
1995-09-15,24.375,2938700
1995-09-22,24.75,2002000
1995-09-29,26.125,2496600
1995-10-06,26.875,3518600
1995-10-13,27.0,3682000
1995-10-20,27.5,3442700
1995-10-27,28.625,3984000
1995-11-03,28.75,2209000
1995-11-10,27.5,5210600
1995-11-17,27.875,2997600
1995-11-24,27.375,1210300
1995-12-01,28.0,2685400
1995-12-08,27.0,7661200
1995-12-15,28.0,2984600
1995-12-22,28.625,3421600
1995-12-29,29.25,2383900
1996-01-05,29.25,3864500
1996-01-12,29.5,3413300
1996-01-19,29.625,5241000
1996-01-26,29.625,2820300
1996-02-02,29.75,4120100
1996-02-09,29.625,8346300
1996-02-16,29.75,2203000
1996-02-23,29.25,2828600
1996-03-01,27.875,6058000
1996-03-08,27.625,1899300
1996-03-15,27.125,2401700
1996-03-22,27.5,1765300
1996-03-29,28.0,2922400
1996-04-05,27.25,2272700
1996-04-12,25.875,2963100
1996-04-19,26.125,3591400
1996-04-26,26.0,3360000
1996-05-03,26.125,3042000
1996-05-10,27.125,4040400
1996-05-17,27.5,2911300
1996-05-24,27.5,1695400
1996-05-31,26.25,1801000
1996-06-07,26.625,2809200
1996-06-14,26.75,1444100
1996-06-21,27.5,2070600
1996-06-28,28.375,2391700
1996-07-05,26.875,1531800
1996-07-12,26.875,2175400
1996-07-19,25.875,4109800
1996-07-26,25.625,2280400
1996-08-02,25.75,1719500
1996-08-09,25.875,2408100
1996-08-16,26.125,1686700
1996-08-23,26.875,3228900
1996-08-30,26.125,1686700
1996-09-06,25.75,1496600
1996-09-13,26.875,4995500
1996-09-20,27.125,3726000
1996-09-27,26.75,2516900
1996-10-04,27.375,3426800
1996-10-11,27.0,1927100
1996-10-18,27.375,1733800
1996-10-25,27.5,1836500
1996-11-01,28.625,3924700
1996-11-08,28.625,4322500
1996-11-15,28.375,2083700
1996-11-22,28.375,4379200
1996-11-29,27.125,2797800
1996-12-06,27.5,2381100
1996-12-13,27.625,2878800
1996-12-20,28.25,4297200
1996-12-27,28.125,1985500
1997-01-03,27.625,1590800
1997-01-10,27.625,3148900
1997-01-17,27.875,3454700
1997-01-24,27.25,2682400
1997-01-31,26.875,3882700
1997-02-07,26.75,6674400
1997-02-14,26.75,12164000
1997-02-21,26.625,2631300
1997-02-28,26.375,1496600
1997-03-07,26.5,2566700
1997-03-14,25.625,2110300
1997-03-21,25.0,2946900
1997-03-28,24.25,2198100
1997-04-04,23.875,1580700
1997-04-11,22.75,2574700
1997-04-18,23.5,4267100
1997-04-25,23.125,3398700
1997-05-02,23.75,2421000
1997-05-09,25.25,7467600
1997-05-16,25.875,7083900
1997-05-23,25.375,2463700
1997-05-30,26.375,2451200
1997-06-06,27.25,2219400
1997-06-13,26.75,3518700
1997-06-20,27.25,2810000
1997-06-27,27.0,2926800
1997-07-04,27.875,1801900
1997-07-11,27.562999725341797,3046600
1997-07-18,27.25,3344900
1997-07-25,26.437999725341797,3117400
1997-08-01,26.5,3674400
1997-08-08,25.937999725341797,6548611
1997-08-15,24.687999725341797,3679800
1997-08-22,24.687999725341797,3834500
1997-08-29,24.812999725341797,2827800
1997-09-05,25.25,1943800
1997-09-12,25.125,2220000
1997-09-19,25.5,3344400
1997-09-26,26.125,3384800
1997-10-03,25.875,6258600
1997-10-10,25.062999725341797,7869200
1997-10-17,25.625,4699200
1997-10-24,25.625,5632000
1997-10-31,24.375,3672300
1997-11-07,23.437999725341797,8591500
1997-11-14,24.125,5791600
1997-11-21,25.375,3217800
1997-11-28,26.0,4221700
1997-12-05,26.25,4983800
