Date,Close,Stage,support
2010-01-03,254.5,,0
2010-01-10,248.5,bearish,0
2010-01-17,238.1,bearish,0
2010-01-24,233.5,bearish,0
2010-01-31,231.3,bearish,0
2010-02-07,233.5,bearish,0
2010-02-14,242.0,bearish,0
2010-02-21,236.8,bearish,0
2010-02-28,250.4,bearish,0
2010-03-07,253.6,bearish,0
2010-03-14,256.6,bearish,0
2010-03-21,257.2,bearish,0
2010-03-28,264.6,bearish,0
2010-04-04,272.0,bearish,0
2010-04-11,280.0,bearish,0
2010-04-18,301.8,bearish,0
2010-04-25,290.4,bearish,0
2010-05-02,262.6,bearish,0
2010-05-09,274.5,bearish,0
2010-05-16,257.5,bearish,0
2010-05-23,263.3,bearish,0
2010-05-30,250.9,bearish,0
2010-06-06,256.0,bearish,0
2010-06-13,254.4,bearish,0
2010-06-20,244.4,bearish,0
2010-06-27,227.8,bearish,0
2010-07-04,239.3,bearish,0
2010-07-11,235.1,bearish,0
2010-07-18,251.6,bearish,0
2010-07-25,245.4,bearish,0
2010-08-01,244.1,bearish,0
2010-08-08,232.4,volume 0.08065082309054517 1.9505086899600719,0
2010-08-15,231.9,volume -0.21131875137872436 1.9505086899600719,0
2010-08-22,234.4,bearish,0
2010-08-29,243.1,volume -0.00021320217267883912 1.9505086899600719,0
2010-09-05,239.8,volume -0.38786338265304854 1.9505086899600719,0
2010-09-12,238.8,volume 0.43762873848457673 1.9505086899600719,0
2010-09-19,244.0,volume 0.0751866877774281 1.9505086899600719,0
2010-09-26,244.6,volume 0.1595534728832777 1.9505086899600719,0
2010-10-03,251.6,volume -0.2159486641991858 1.9505086899600719,0
2010-10-10,248.8,volume 0.056919747219613015 1.9505086899600719,0
2010-10-17,250.9,volume -0.060000456000978364 1.9505086899600719,0
2010-10-24,248.2,volume 0.0572421234995899 1.9505086899600719,0
2010-10-31,262.1,volume 0.014268685676286141 1.9505086899600719,0
2010-11-07,261.2,volume -0.06172038227831256 1.9505086899600719,0
2010-11-14,259.5,volume 0.014793455320830429 1.9505086899600719,0
2010-11-21,259.4,volume -0.47031108807512767 1.9505086899600719,0
2010-11-28,272.8,volume 0.9103251358926274 1.9505086899600719,0
2010-12-05,279.7,volume -0.1447361370858936 1.9505086899600719,0
2010-12-12,283.4,volume 0.5403672679312232 1.9505086899600719,0
2010-12-19,285.4,volume -0.4927811490220123 1.9505086899600719,0
2010-12-26,284.6,volume -0.13507863876598658 1.9505086899600719,0
2011-01-02,286.6,volume 0.9750354458303168 1.9505086899600719,0
2011-01-09,293.3,volume -0.1090943300679017 1.9505086899600719,0
2011-01-16,289.7,volume -0.02347951249141611 1.9505086899600719,0
2011-01-23,293.5,volume 0.14260145938174795 1.9505086899600719,0
2011-01-30,302.6,volume -0.04245952875389636 1.9505086899600719,0
2011-02-06,308.5,volume -0.006020348969747236 1.9505086899600719,0
2011-02-13,313.4,volume 0.03651322608402885 1.9505086899600719,0
2011-02-20,302.9,volume 0.015501719659307467 1.9505086899600719,0
