Date,Close,Stage,support
2010-01-03,152.01,,0
2010-01-10,152.97,bearish,0
2010-01-17,147.56,bearish,0
2010-01-24,145.42,bearish,0
2010-01-31,142.07,bearish,0
2010-02-07,141.14,bearish,0
2010-02-14,146.27,bearish,0
2010-02-21,142.36,bearish,0
2010-02-28,146.47,bearish,0
2010-03-07,146.0,bearish,0
2010-03-14,147.82,bearish,0
2010-03-21,145.18,bearish,0
2010-03-28,148.05,bearish,0
2010-04-04,148.64,bearish,0
2010-04-11,147.1,bearish,0
2010-04-18,150.87,bearish,0
2010-04-25,150.0,bearish,0
2010-05-02,143.13,bearish,0
2010-05-09,147.24,bearish,0
2010-05-16,140.61,bearish,0
2010-05-23,141.11,bearish,0
2010-05-30,138.06,bearish,0
2010-06-06,142.81,bearish,0
2010-06-13,148.54,bearish,0
2010-06-20,142.06,bearish,0
2010-06-27,138.77,bearish,0
2010-07-04,146.81,bearish,0
2010-07-11,146.22,bearish,0
2010-07-18,150.51,bearish,0
2010-07-25,149.4,bearish,0
2010-08-01,151.79,bearish,0
2010-08-08,150.19,volume 0.23953176599866977 1.9505086899600719,0
2010-08-15,149.0,volume -0.09023837301426585 1.9505086899600719,0
2010-08-22,151.78,bearish,0
2010-08-29,154.41,volume -0.07379090683011946 1.9505086899600719,0
2010-09-05,153.19,volume -0.27916168559473997 1.9505086899600719,0
2010-09-12,151.6,volume 0.5035190563554008 1.9505086899600719,0
2010-09-19,154.26,volume -0.08882153175986862 1.9505086899600719,0
2010-09-26,154.83,volume 0.04274008670585827 1.9505086899600719,0
2010-10-03,156.02,volume -0.13865912059207663 1.9505086899600719,0
2010-10-10,156.37,volume 0.00939263752000663 1.9505086899600719,0
2010-10-17,155.96,volume 0.07527644481535578 1.9505086899600719,0
2010-10-24,155.0,volume 0.07538515270285995 1.9505086899600719,0
2010-10-31,156.62,volume -0.04229997546153952 1.9505086899600719,0
2010-11-07,152.78,volume -0.06821555875415419 1.9505086899600719,0
2010-11-14,151.91,volume 0.13313114157466943 1.9505086899600719,0
2010-11-21,150.37,volume -0.3350463220704324 1.9505086899600719,0
2010-11-28,152.4,volume 0.5336289553904943 1.9505086899600719,0
2010-12-05,151.31,volume -0.12032563943893004 1.9505086899600719,0
2010-12-12,153.1,volume 0.309610317693954 1.9505086899600719,0
2010-12-19,154.74,volume -0.4438794147729074 1.9505086899600719,0
2010-12-26,154.16,volume -0.23169612619895563 1.9505086899600719,0
2011-01-02,155.93,volume 0.9160516998677644 1.9505086899600719,0
2011-01-09,156.66,volume -0.07869896255398723 1.9505086899600719,0
2011-01-16,157.48,volume -0.1696751484103779 1.9505086899600719,0
2011-01-23,155.94,volume 0.19356059136238413 1.9505086899600719,0
2011-01-30,156.67,volume -0.04123962710404183 1.9505086899600719,0
2011-02-06,157.3,volume -0.11600247535244101 1.9505086899600719,0
2011-02-13,156.41,volume 0.048849720461454416 1.9505086899600719,0
2011-02-20,155.75,volume 0.034240626114306005 1.9505086899600719,0
2011-02-27,156.79,volume 0.2951961668346328 1.9505086899600719,0
2011-03-06,159.03,volume -0.109098355061088 1.9505086899600719,0
2011-03-13,151.98,volume 0.5886720500130243 1.9505086899600719,0
2011-03-20,154.77,volume -0.4884815714093036 1.9505086899600719,0
2011-03-27,158.11,volume 0.10314886395776379 1.9505086899600719,0
2011-04-03,157.79,volume -0.15396843031851704 1.9505086899600719,0
2011-04-10,157.88,volume 0.5130663164806304 1.9505086899600719,0
2011-04-17,158.74,volume -0.3411600550118169 1.9505086899600719,0
2011-04-24,162.99,volume 0.2885747580686022 1.9505086899600719,0
2011-05-01,163.39,volume 0.08904319652729176 1.9505086899600719,0
2011-05-08,166.07,volume -0.05869907427465593 1.9505086899600719,0
2011-05-15,167.08,volume 0.0017950704603511003 1.9505086899600719,0
2011-05-22,164.35,volume -0.1597813019273916 1.9505086899600719,0
2011-05-29,161.93,volume 0.04226019594440644 1.9505086899600719,0
2011-06-05,161.06,volume 0.05249121211591268 1.9505086899600719,0
2011-06-12,162.5,volume 0.18533620238441406 1.9505086899600719,0
