Date,Close,Stage,support
2010-01-03,140.17,,0
2010-01-10,137.82,bearish,0
2010-01-17,130.53,bearish,0
2010-01-24,129.52,bearish,0
2010-01-31,127.76,bearish,0
2010-02-07,133.07,bearish,0
2010-02-14,137.93,bearish,0
2010-02-21,139.32,bearish,0
2010-02-28,144.54,bearish,0
2010-03-07,147.58,bearish,0
2010-03-14,147.78,bearish,0
2010-03-21,153.68,bearish,0
2010-03-28,154.83,bearish,0
2010-04-04,160.2,bearish,0
2010-04-11,162.73,bearish,0
2010-04-18,169.6,bearish,0
2010-04-25,162.16,bearish,0
2010-05-02,146.71,bearish,0
2010-05-09,155.6,bearish,0
2010-05-16,146.79,bearish,0
2010-05-23,152.52,bearish,0
2010-05-30,146.2,bearish,0
2010-06-06,155.49,bearish,0
2010-06-13,157.86,bearish,0
2010-06-20,145.27,bearish,0
2010-06-27,135.19,bearish,0
2010-07-04,140.95,bearish,0
2010-07-11,134.83,bearish,0
2010-07-18,146.16,bearish,0
2010-07-25,145.53,bearish,0
2010-08-01,151.38,bearish,0
2010-08-08,145.2,volume -0.04263547807862689 1.9505086899600719,0
2010-08-15,146.0,volume -0.06157196125126896 1.9505086899600719,0
2010-08-22,142.61,bearish,0
2010-08-29,150.54,volume 0.0018151741070091543 1.9505086899600719,0
2010-09-05,150.85,volume -0.3648429416892901 1.9505086899600719,0
2010-09-12,159.14,volume 0.5384690559862022 1.9505086899600719,0
2010-09-19,161.98,volume -0.1969498579854302 1.9505086899600719,0
2010-09-26,165.12,volume 0.010351786673958419 1.9505086899600719,0
2010-10-03,171.11,volume -0.03368802488024014 1.9505086899600719,0
2010-10-10,172.76,volume 0.013192332876674095 1.9505086899600719,0
2010-10-17,171.79,volume 0.028213344867511703 1.9505086899600719,0
2010-10-24,175.31,volume 0.8289094269160706 1.9505086899600719,0
2010-10-31,183.36,volume -0.2691835006538652 1.9505086899600719,0
2010-11-07,179.41,volume -0.028356508502750177 1.9505086899600719,0
2010-11-14,188.28,volume -0.12181757490826028 1.9505086899600719,0
2010-11-21,192.98,volume -0.38735568789733577 1.9505086899600719,0
2010-11-28,197.37,volume 0.8607394281673286 1.9505086899600719,0
2010-12-05,198.9,volume -0.3414617406258972 1.9505086899600719,0
2010-12-12,200.3,volume 0.40401653061586384 1.9505086899600719,0
2010-12-19,194.5,volume -0.4708209813853165 1.9505086899600719,0
2010-12-26,192.06,volume -0.2245314267019708 1.9505086899600719,0
2011-01-02,183.91,volume 1.6423238660804134 1.9505086899600719,0
2011-01-09,188.6,volume -0.31868748788602996 1.9505086899600719,0
