Date,Close,Stage,support
2010-01-03,113.19,,0
2010-01-10,110.87,bearish,0
2010-01-17,108.37,bearish,0
2010-01-24,104.66,bearish,0
2010-01-31,102.06,bearish,0
2010-02-07,102.81,bearish,0
2010-02-14,108.71,bearish,0
2010-02-21,107.85,bearish,0
2010-02-28,111.13,bearish,0
2010-03-07,109.29,bearish,0
2010-03-14,110.51,bearish,0
2010-03-21,111.14,bearish,0
2010-03-28,112.24,bearish,0
2010-04-04,113.43,bearish,0
2010-04-11,114.34,bearish,0
2010-04-18,115.84,bearish,0
2010-04-25,116.06,bearish,0
2010-05-02,109.2,bearish,0
2010-05-09,111.94,bearish,0
2010-05-16,108.47,bearish,0
2010-05-23,110.01,bearish,0
2010-05-30,106.79,bearish,0
2010-06-06,112.41,bearish,0
2010-06-13,115.19,bearish,0
2010-06-20,112.32,bearish,0
2010-06-27,108.75,bearish,0
2010-07-04,112.5,bearish,0
2010-07-11,110.73,bearish,0
2010-07-18,116.19,bearish,0
2010-07-25,116.07,bearish,0
2010-08-01,117.37,bearish,0
2010-08-08,112.2,volume 0.029806900526043734 1.9505086899600719,0
2010-08-15,114.44,volume 0.07822562365936325 1.9505086899600719,0
2010-08-22,113.81,bearish,0
2010-08-29,116.49,volume 0.028764615582674624 1.9505086899600719,0
2010-09-05,116.83,volume -0.2851823589155196 1.9505086899600719,0
2010-09-12,119.58,volume 0.5148880927178237 1.9505086899600719,0
2010-09-19,119.97,volume -0.20038076726160625 1.9505086899600719,0
2010-09-26,120.43,volume 0.19686238553432434 1.9505086899600719,0
2010-10-03,122.56,volume -0.1865571313915957 1.9505086899600719,0
2010-10-10,123.01,volume 0.08772261331876363 1.9505086899600719,0
2010-10-17,123.19,volume -0.04898648909721548 1.9505086899600719,0
2010-10-24,121.51,volume 0.4611914830754349 1.9505086899600719,0
2010-10-31,121.69,volume -0.004870399980069107 1.9505086899600719,0
2010-11-07,120.05,volume -0.07982328217203527 1.9505086899600719,0
2010-11-14,120.51,volume -0.04209116211186892 1.9505086899600719,0
2010-11-21,120.52,volume -0.3977662136003087 1.9505086899600719,0
2010-11-28,122.92,volume 0.8474238021732052 1.9505086899600719,0
2010-12-05,126.68,volume -0.18029636697334694 1.9505086899600719,0
2010-12-12,128.6,volume 0.2708192994244898 1.9505086899600719,0
2010-12-19,128.77,volume -0.565561393232258 1.9505086899600719,0
2010-12-26,129.35,volume 0.15696808813374585 1.9505086899600719,0
2011-01-02,126.11,volume 0.41920697613902136 1.9505086899600719,0
2011-01-09,128.05,volume -0.05255476366909051 1.9505086899600719,0
2011-01-16,128.42,volume -0.037408641111350116 1.9505086899600719,0
2011-01-23,129.84,volume 0.15886115714320792 1.9505086899600719,0
2011-01-30,130.11,volume 0.23039589968067653 1.9505086899600719,0
2011-02-06,130.76,volume -0.23639685571769398 1.9505086899600719,0
2011-02-13,131.67,volume 0.21724309644259998 1.9505086899600719,0
2011-02-20,128.19,volume -0.038972983155084795 1.9505086899600719,0
2011-02-27,129.39,volume 0.062368532970884516 1.9505086899600719,0
2011-03-06,128.54,volume -0.04854278674607726 1.9505086899600719,0
2011-03-13,127.67,volume 0.2222052553677778 1.9505086899600719,0
2011-03-20,131.07,volume -0.2789545910716901 1.9505086899600719,0
2011-03-27,132.79,volume -0.016654677703923704 1.9505086899600719,0
2011-04-03,133.17,volume -0.10163182847467767 1.9505086899600719,0
2011-04-10,132.35,volume 0.21991416108818895 1.9505086899600719,0
2011-04-17,133.36,volume -0.38382109462870573 1.9505086899600719,0
2011-04-24,137.26,volume 0.8920552380178564 1.9505086899600719,0
2011-05-01,136.0,volume -0.11760074645530472 1.9505086899600719,0
2011-05-08,136.9,volume -0.20781306999506854 1.9505086899600719,0
2011-05-15,136.87,volume 0.1878284770562988 1.9505086899600719,0
2011-05-22,135.35,volume -0.07385450140070127 1.9505086899600719,0
2011-05-29,131.62,volume 0.1503601981348628 1.9505086899600719,0
2011-06-05,128.47,volume 0.00708059749184442 1.9505086899600719,0
2011-06-12,129.55,volume 0.11298625704937115 1.9505086899600719,0
2011-06-19,129.91,volume -0.13378343552238248 1.9505086899600719,0
2011-06-26,134.67,volume -0.07635678397654266 1.9505086899600719,0
