Date,Close,Stage,support
2010-01-03,129.21,,0
2010-01-10,128.03,bearish,0
2010-01-17,116.71,bearish,0
2010-01-24,119.15,bearish,0
2010-01-31,119.7,bearish,0
2010-02-07,122.35,bearish,0
2010-02-14,124.62,bearish,0
2010-02-21,129.03,bearish,0
2010-02-28,142.58,bearish,0
2010-03-07,145.83,bearish,0
2010-03-14,146.39,bearish,0
2010-03-21,151.56,bearish,0
2010-03-28,140.13,bearish,0
2010-04-04,144.11,bearish,0
2010-04-11,150.91,bearish,0
2010-04-18,160.11,bearish,0
2010-04-25,147.6,bearish,0
2010-05-02,130.67,bearish,0
2010-05-09,137.89,bearish,0
2010-05-16,128.76,bearish,0
2010-05-23,132.79,bearish,0
2010-05-30,128.63,bearish,0
2010-06-06,127.47,bearish,0
2010-06-13,127.88,bearish,0
2010-06-20,119.51,bearish,0
2010-06-27,113.24,bearish,0
2010-07-04,120.0,bearish,0
2010-07-11,124.53,bearish,0
2010-07-18,141.0,bearish,0
2010-07-25,140.72,bearish,0
2010-08-01,143.83,bearish,0
2010-08-08,133.67,volume -0.13063234079993247 1.9505086899600719,0
2010-08-15,129.78,volume 0.05986561487663655 1.9505086899600719,0
2010-08-22,127.62,bearish,0
2010-08-29,133.94,volume -0.18542986676279338 1.9505086899600719,0
2010-09-05,130.91,volume -0.43658780477426495 1.9505086899600719,0
2010-09-12,138.74,volume 1.386815248380945 1.9505086899600719,0
2010-09-19,139.56,volume -0.3786248516923463 1.9505086899600719,0
2010-09-26,136.73,volume -0.01727423172591891 1.9505086899600719,0
2010-10-03,152.25,volume 0.6752165327442363 1.9505086899600719,0
2010-10-10,154.0,volume -0.27098638350217596 1.9505086899600719,0
2010-10-17,154.78,volume 0.01761518121119754 1.9505086899600719,0
2010-10-24,156.08,volume 0.333038210523384 1.9505086899600719,0
2010-10-31,178.01,volume 0.5210764149653886 1.9505086899600719,0
2010-11-07,177.58,volume -0.1466103827950338 1.9505086899600719,0
2010-11-14,177.52,volume 0.5499508627263803 1.9505086899600719,0
2010-11-21,175.6,volume -0.6608352898633865 1.9505086899600719,0
2010-11-28,183.41,volume 0.4647767668226126 1.9505086899600719,0
