Date,Close,Stage,support
2010-01-03,313.78,,0
2010-01-10,316.48,bearish,0
2010-01-17,301.59,bearish,0
2010-01-24,297.69,bearish,0
2010-01-31,295.59,bearish,0
2010-02-07,310.76,bearish,0
2010-02-14,316.31,bearish,0
2010-02-21,311.28,bearish,0
2010-02-28,323.78,bearish,0
2010-03-07,316.81,bearish,0
2010-03-14,327.71,bearish,0
2010-03-21,325.66,bearish,0
2010-03-28,328.96,bearish,0
2010-04-04,330.77,bearish,0
2010-04-11,322.75,bearish,0
2010-04-18,327.68,bearish,0
2010-04-25,317.88,bearish,0
2010-05-02,304.74,bearish,0
2010-05-09,310.15,bearish,0
2010-05-16,296.96,bearish,0
2010-05-23,292.28,bearish,0
2010-05-30,289.68,bearish,0
2010-06-06,292.95,bearish,0
2010-06-13,299.24,bearish,0
2010-06-20,296.35,bearish,0
2010-06-27,301.39,bearish,0
2010-07-04,315.41,bearish,0
2010-07-11,318.98,bearish,0
2010-07-18,327.88,bearish,0
2010-07-25,329.76,bearish,0
2010-08-01,335.35,bearish,0
2010-08-08,332.94,volume 0.095213992845957 1.9505086899600719,0
2010-08-15,334.36,volume 0.06864283764670853 1.9505086899600719,0
2010-08-22,331.89,bearish,0
2010-08-29,345.08,volume 0.013418900108956855 1.9505086899600719,0
2010-09-05,351.26,volume -0.25999120338695325 1.9505086899600719,0
2010-09-12,352.06,volume 0.29687103869497466 1.9505086899600719,0
2010-09-19,358.34,volume -0.14973838188172717 1.9505086899600719,0
2010-09-26,354.79,volume 0.046452519006355164 1.9505086899600719,0
2010-10-03,361.82,volume 0.0189626939803198 1.9505086899600719,0
2010-10-10,372.53,volume -0.05775267211605861 1.9505086899600719,0
2010-10-17,371.85,volume -0.09120680655358426 1.9505086899600719,0
2010-10-24,376.51,volume 0.1794538047264418 1.9505086899600719,0
2010-10-31,388.52,volume -0.07420136578229253 1.9505086899600719,0
2010-11-07,379.07,volume 0.011209661749363997 1.9505086899600719,0
2010-11-14,378.63,volume 0.26874352543575575 1.9505086899600719,0
2010-11-21,372.17,volume -0.24096570567918374 1.9505086899600719,0
2010-11-28,366.93,volume 0.6481153027325259 1.9505086899600719,0
2010-12-05,374.78,volume -0.1798952542457819 1.9505086899600719,0
2010-12-12,378.22,volume -0.04083867743856118 1.9505086899600719,0
2010-12-19,374.03,volume -0.47326923192502557 1.9505086899600719,0
2010-12-26,372.29,volume -0.27134231396575437 1.9505086899600719,0
2011-01-02,362.31,volume 1.4834543697977338 1.9505086899600719,0
2011-01-09,361.78,volume -0.09546494609318379 1.9505086899600719,0
2011-01-16,360.34,volume 0.10263800626035335 1.9505086899600719,0
2011-01-23,358.62,volume -0.11107393985168068 1.9505086899600719,0
2011-01-30,367.42,volume 0.1022250243497056 1.9505086899600719,0
2011-02-06,374.49,volume -0.23352317374715592 1.9505086899600719,0
2011-02-13,384.45,volume 0.1381828033734216 1.9505086899600719,0
2011-02-20,387.03,volume -0.13295276447620774 1.9505086899600719,0
2011-02-27,394.08,volume 0.3922351218711866 1.9505086899600719,0
2011-03-06,393.69,volume -0.17243509358124942 1.9505086899600719,0
2011-03-13,387.15,volume 0.4643620127840904 1.9505086899600719,0
2011-03-20,407.72,volume -0.2511594392558488 1.9505086899600719,0
2011-03-27,408.36,volume -0.14379656584456835 1.9505086899600719,0
2011-04-03,413.02,volume -0.01422376302218531 1.9505086899600719,0
2011-04-10,420.32,volume 0.09421658842099112 1.9505086899600719,0
2011-04-17,420.06,volume -0.20082684771269887 1.9505086899600719,0
2011-04-24,433.06,volume 0.22568354678276825 1.9505086899600719,0
2011-05-01,431.3,volume -0.018532330433508437 1.9505086899600719,0
2011-05-08,433.52,volume -0.11497274067421692 1.9505086899600719,0
2011-05-15,444.27,volume 0.16366367903760426 1.9505086899600719,0
2011-05-22,446.0,volume -0.1160689662216684 1.9505086899600719,0
2011-05-29,435.83,volume 0.04548929080856379 1.9505086899600719,0
2011-06-05,423.97,volume 0.23588451349340933 1.9505086899600719,0
2011-06-12,432.35,volume 0.30831696548297005 1.9505086899600719,0
2011-06-19,417.67,volume -0.1372098740318497 1.9505086899600719,0
2011-06-26,422.93,volume -0.09758603797675214 1.9505086899600719,0
2011-07-03,434.92,volume -0.3578354389582443 1.9505086899600719,0
2011-07-10,423.88,volume 0.21310657222862783 1.9505086899600719,0
2011-07-17,441.7,volume 0.07889635385762217 1.9505086899600719,0
2011-07-24,435.38,volume 0.1277327013367462 1.9505086899600719,0
2011-07-31,425.93,bearish,0
2011-08-07,411.65,bearish,0
2011-08-14,425.33,bearish,0
2011-08-21,430.3,bearish,0
2011-08-28,428.98,bearish,0
2011-09-04,417.65,bearish,0
2011-09-11,433.85,bearish,0
2011-09-18,406.76,bearish,0
2011-09-25,408.04,bearish,0
2011-10-02,423.87,bearish,0
2011-10-09,433.75,volume -0.21944137557396326 1.9505086899600719,0
2011-10-16,442.23,volume 0.04019252995032652 1.9505086899600719,0
2011-10-23,449.95,volume 0.06772126979494653 1.9505086899600719,0
2011-10-30,439.79,volume -0.040171717544998486 1.9505086899600719,0
2011-11-06,447.54,volume -0.2591991143196407 1.9505086899600719,0
2011-11-13,453.18,volume 0.1715193327752207 1.9505086899600719,0
2011-11-20,444.5,bearish,0
2011-11-27,466.14,volume 0.6918826476259805 1.9505086899600719,0
2011-12-04,467.53,volume -0.1881251658951858 1.9505086899600719,0
2011-12-11,468.91,volume 0.16567869385938683 1.9505086899600719,0
