Date,Close,Stage,support
2010-01-03,466.98,,0
2010-01-10,467.64,bearish,0
2010-01-17,459.12,bearish,0
2010-01-24,454.96,bearish,0
2010-01-31,436.22,bearish,0
2010-02-07,449.53,bearish,0
2010-02-14,465.68,bearish,0
2010-02-21,462.97,bearish,0
2010-02-28,474.75,bearish,0
2010-03-07,466.55,bearish,0
2010-03-14,473.97,bearish,0
2010-03-21,493.13,bearish,0
2010-03-28,497.78,bearish,0
2010-04-04,501.63,bearish,0
2010-04-11,492.62,bearish,0
2010-04-18,499.03,bearish,0
2010-04-25,489.49,bearish,0
2010-05-02,472.76,bearish,0
2010-05-09,485.28,bearish,0
2010-05-16,467.19,bearish,0
2010-05-23,469.12,bearish,0
2010-05-30,457.48,bearish,0
2010-06-06,447.4,bearish,0
2010-06-13,453.49,bearish,0
2010-06-20,426.32,bearish,0
2010-06-27,413.33,bearish,0
2010-07-04,427.41,bearish,0
2010-07-11,433.3,bearish,0
2010-07-18,435.72,bearish,0
2010-07-25,422.72,bearish,0
2010-08-01,416.25,bearish,0
2010-08-08,404.29,volume 0.02198857852107361 1.9505086899600719,0
2010-08-15,402.07,volume 0.008834116993821528 1.9505086899600719,0
2010-08-22,392.25,bearish,0
2010-08-29,403.06,volume -0.03938515846407886 1.9505086899600719,0
2010-09-05,407.92,volume -0.3814798433497024 1.9505086899600719,0
2010-09-12,419.63,volume 0.6798691284026339 1.9505086899600719,0
2010-09-19,432.34,volume 0.000447009625017758 1.9505086899600719,0
2010-09-26,446.78,volume 0.1009235498608958 1.9505086899600719,0
2010-10-03,445.54,volume -0.17663382790103355 1.9505086899600719,0
2010-10-10,451.11,volume 0.03923674867051474 1.9505086899600719,0
2010-10-17,446.6,volume -0.17120259931761528 1.9505086899600719,0
2010-10-24,449.03,volume 0.4454986452075098 1.9505086899600719,0
2010-10-31,458.68,volume -0.08534655495617105 1.9505086899600719,0
2010-11-07,451.43,volume -0.2302474462715446 1.9505086899600719,0
2010-11-14,457.2,volume 0.13448061041644666 1.9505086899600719,0
2010-11-21,451.29,volume -0.39613638922630556 1.9505086899600719,0
2010-11-28,475.84,volume 0.8058874146435848 1.9505086899600719,0
2010-12-05,482.08,volume -0.13758712693433772 1.9505086899600719,0
2010-12-12,494.46,volume 0.4011895985091598 1.9505086899600719,0
2010-12-19,506.16,volume -0.4301409507435179 1.9505086899600719,0
2010-12-26,504.04,volume -0.29086770184278865 1.9505086899600719,0
2011-01-02,514.78,volume 0.8935200325396264 1.9505086899600719,0
2011-01-09,524.03,volume -0.13720337199162014 1.9505086899600719,0
2011-01-16,527.04,volume 0.00214974862672368 1.9505086899600719,0
2011-01-23,520.11,volume 0.05862285071844231 1.9505086899600719,0
2011-01-30,522.17,volume 0.37083013203231285 1.9505086899600719,0
2011-02-06,526.26,volume -0.3019381267716966 1.9505086899600719,0
2011-02-13,530.73,volume 0.1748672432286693 1.9505086899600719,0
2011-02-20,524.53,volume -0.13331420945998596 1.9505086899600719,0
2011-02-27,529.53,volume 0.3660001193561109 1.9505086899600719,0
2011-03-06,527.89,volume -0.25802813452799245 1.9505086899600719,0
2011-03-13,521.04,volume 1.5609056479579762 1.9505086899600719,0
2011-03-20,523.3,volume -0.5715828185751322 1.9505086899600719,0
2011-03-27,537.23,volume -0.1731622221211524 1.9505086899600719,0
2011-04-03,542.8,volume 0.08315534668311653 1.9505086899600719,0
2011-04-10,543.74,volume -0.04048678166542696 1.9505086899600719,0
2011-04-17,554.64,volume -0.3357778645508669 1.9505086899600719,0
2011-04-24,556.54,volume 0.5364047151033497 1.9505086899600719,0
2011-05-01,561.56,volume 0.09998561681394458 1.9505086899600719,0
2011-05-08,579.11,volume -0.11326938557280941 1.9505086899600719,0
2011-05-15,579.22,volume 0.012486662956516792 1.9505086899600719,0
2011-05-22,578.69,volume 0.1209605893278849 1.9505086899600719,0
2011-05-29,568.68,volume -0.09251151403270619 1.9505086899600719,0
2011-06-05,562.37,volume -0.028591904541532154 1.9505086899600719,0
2011-06-12,569.46,volume 0.3213407282600622 1.9505086899600719,0
2011-06-19,551.11,volume 0.11060165379135212 1.9505086899600719,0
2011-06-26,573.55,volume -0.23675939080019748 1.9505086899600719,0
2011-07-03,579.83,volume -0.23162152119730728 1.9505086899600719,0
2011-07-10,561.52,volume 0.15767559040034285 1.9505086899600719,0
2011-07-17,555.66,volume 0.3517452459602457 1.9505086899600719,0
2011-07-24,539.49,volume -0.02019796965398324 1.9505086899600719,0
2011-07-31,505.9,bearish,0
2011-08-07,500.76,bearish,0
2011-08-14,485.67,bearish,0
2011-08-21,502.66,bearish,0
2011-08-28,511.05,bearish,0
2011-09-04,513.28,bearish,0
2011-09-11,525.89,bearish,0
2011-09-18,498.33,bearish,0
2011-09-25,486.82,bearish,0
2011-10-02,483.33,bearish,0
2011-10-09,498.31,volume -0.47450021427028055 1.9505086899600719,0
2011-10-16,511.44,volume 0.11645667839097551 1.9505086899600719,0
2011-10-23,532.06,volume 0.1338627401338941 1.9505086899600719,0
2011-10-30,527.17,volume -0.06068182372445963 1.9505086899600719,0
2011-11-06,537.67,volume 0.024766884917067022 1.9505086899600719,0
2011-11-13,520.51,volume -0.1498726180992087 1.9505086899600719,0
2011-11-20,505.26,bearish,0
2011-11-27,524.09,volume 0.4219095091228997 1.9505086899600719,0
2011-12-04,527.98,volume -0.14864610150727042 1.9505086899600719,0
2011-12-11,520.38,volume 0.23740122221508697 1.9505086899600719,0
2011-12-18,545.8,volume -0.07267754494619005 1.9505086899600719,0
2011-12-25,534.83,volume -0.5099940925392523 1.9505086899600719,0
2012-01-01,542.36,volume 0.38059988360821473 1.9505086899600719,0
2012-01-08,541.21,volume 0.16004759549142422 1.9505086899600719,0
2012-01-15,551.28,volume -0.1276283469552295 1.9505086899600719,0
2012-01-22,552.55,volume 0.07744877388872995 1.9505086899600719,0
2012-01-29,558.79,volume 0.25535785550956946 1.9505086899600719,0
2012-02-05,559.95,volume -0.07100883183556617 1.9505086899600719,0
2012-02-12,566.1,volume 0.05198629596556059 1.9505086899600719,0
2012-02-19,563.13,volume -0.481315837773574 1.9505086899600719,0
2012-02-26,561.86,volume 0.9960008414405228 1.9505086899600719,0
2012-03-04,575.47,volume -0.12276197156779134 1.9505086899600719,0
2012-03-11,577.2,volume 0.48921742184990213 1.9505086899600719,0
2012-03-18,573.98,volume -0.40650211216771415 1.9505086899600719,0
2012-03-25,576.09,volume 0.2123816667690408 1.9505086899600719,0
2012-04-01,569.26,volume -0.24224905761155113 1.9505086899600719,0
2012-04-08,563.18,volume 0.3806710394799766 1.9505086899600719,0
2012-04-15,580.71,volume 0.191893420895493 1.9505086899600719,0
2012-04-22,582.7,volume -0.25114239916866654 1.9505086899600719,0
2012-04-29,576.39,volume 0.05470811007281129 1.9505086899600719,0
2012-05-06,575.15,volume -0.15193762458571336 1.9505086899600719,0
2012-05-13,555.86,volume 0.24594696015586037 1.9505086899600719,0
2012-05-20,561.6,volume -0.3184101431731784 1.9505086899600719,0
2012-05-27,544.55,volume 0.1269655830958718 1.9505086899600719,0
2012-06-03,561.95,volume -0.04716110588162625 1.9505086899600719,0
