Date,Close,Stage,support
2010-01-03,182.16,,0
2010-01-10,184.92,bearish,0
2010-01-17,182.92,bearish,0
2010-01-24,176.14,bearish,0
2010-01-31,175.8,bearish,0
2010-02-07,179.18,bearish,0
2010-02-14,187.32,bearish,0
2010-02-21,191.79,bearish,0
2010-02-28,198.16,bearish,0
2010-03-07,196.15,bearish,0
2010-03-14,196.49,bearish,0
2010-03-21,201.23,bearish,0
2010-03-28,204.42,bearish,0
2010-04-04,202.57,bearish,0
2010-04-11,205.85,bearish,0
2010-04-18,215.35,bearish,0
2010-04-25,211.1,bearish,0
2010-05-02,188.55,bearish,0
2010-05-09,195.7,bearish,0
2010-05-16,179.79,bearish,0
2010-05-23,184.48,bearish,0
2010-05-30,180.64,bearish,0
2010-06-06,182.54,bearish,0
2010-06-13,192.53,bearish,0
2010-06-20,185.22,bearish,0
2010-06-27,176.13,bearish,0
2010-07-04,187.64,bearish,0
2010-07-11,188.88,bearish,0
2010-07-18,197.37,bearish,0
2010-07-25,197.03,bearish,0
2010-08-01,203.73,bearish,0
2010-08-08,191.69,volume -0.10444072978028418 1.9505086899600719,0
2010-08-15,193.74,volume -0.07000233415152035 1.9505086899600719,0
2010-08-22,189.5,bearish,0
2010-08-29,201.6,volume -0.09136039625844594 1.9505086899600719,0
2010-09-05,194.39,volume -0.18046914493180222 1.9505086899600719,0
2010-09-12,199.19,volume 0.27423862077023964 1.9505086899600719,0
2010-09-19,206.62,volume -0.030571573841266853 1.9505086899600719,0
2010-09-26,211.52,volume 0.22615549282578185 1.9505086899600719,0
2010-10-03,218.02,volume -0.13566073682076984 1.9505086899600719,0
2010-10-10,226.01,volume 0.12487225825751658 1.9505086899600719,0
2010-10-17,229.07,volume -0.08145449201168398 1.9505086899600719,0
2010-10-24,234.68,volume 0.13391615471223783 1.9505086899600719,0
2010-10-31,245.86,volume -0.06526921725317969 1.9505086899600719,0
2010-11-07,241.91,volume -0.09269535407223595 1.9505086899600719,0
2010-11-14,244.19,volume 0.06013666135571172 1.9505086899600719,0
2010-11-21,247.66,volume -0.35245156516970755 1.9505086899600719,0
2010-11-28,263.37,volume 1.1625440248376293 1.9505086899600719,0
2010-12-05,263.14,volume -0.2018652326981225 1.9505086899600719,0
2010-12-12,268.79,volume 0.03809441420839432 1.9505086899600719,0
2010-12-19,270.85,volume -0.5234241017123722 1.9505086899600719,0
2010-12-26,270.34,volume -0.1640622393217972 1.9505086899600719,0
2011-01-02,279.28,volume 1.3897679489050239 1.9505086899600719,0
2011-01-09,284.13,volume -0.11261466782347573 1.9505086899600719,0
2011-01-16,271.76,volume 0.017484251926855876 1.9505086899600719,0
2011-01-23,272.24,volume 0.09463691225009785 1.9505086899600719,0
2011-01-30,273.22,volume 0.10268984262973668 1.9505086899600719,0
2011-02-06,293.23,volume -0.22533532730981098 1.9505086899600719,0
2011-02-13,298.0,volume -0.04669337484941838 1.9505086899600719,0
2011-02-20,284.37,volume 0.12833761697709956 1.9505086899600719,0
2011-02-27,286.58,volume 0.04434138130965515 1.9505086899600719,0
2011-03-06,279.57,volume -0.046016115806095326 1.9505086899600719,0
2011-03-13,271.96,volume 0.35181167236788835 1.9505086899600719,0
2011-03-20,282.55,volume -0.3042473293599065 1.9505086899600719,0
2011-03-27,288.49,volume -0.048362616363222255 1.9505086899600719,0
2011-04-03,277.59,volume -0.044373176186232155 1.9505086899600719,0
2011-04-10,269.44,volume 0.23205119364372107 1.9505086899600719,0
2011-04-17,284.76,volume -0.13783475777410792 1.9505086899600719,0
2011-04-24,291.05,volume 0.052729727469127186 1.9505086899600719,0
2011-05-01,285.21,volume 0.05135258325096492 1.9505086899600719,0
2011-05-08,281.3,volume -0.14306366105317936 1.9505086899600719,0
2011-05-15,276.61,volume 0.17977627665642038 1.9505086899600719,0
2011-05-22,279.12,volume -0.09677008277597843 1.9505086899600719,0
2011-05-29,269.02,volume -0.019424597377981634 1.9505086899600719,0
2011-06-05,258.98,volume 0.08714990322756111 1.9505086899600719,0
2011-06-12,266.77,volume 0.1389105569250264 1.9505086899600719,0
2011-06-19,281.14,volume 0.09155762687194846 1.9505086899600719,0
2011-06-26,299.41,volume -0.1592588311155132 1.9505086899600719,0
2011-07-03,299.9,volume -0.26864276429532274 1.9505086899600719,0
2011-07-10,289.71,volume 0.2912045741970397 1.9505086899600719,0
2011-07-17,288.13,volume -0.030489188807960366 1.9505086899600719,0
2011-07-24,270.42,volume 0.2598170950206007 1.9505086899600719,0
2011-07-31,239.76,bearish,0
2011-08-07,239.33,bearish,0
2011-08-14,212.79,bearish,0
2011-08-21,227.62,bearish,0
2011-08-28,228.55,bearish,0
