Date,Close,Stage,support
2010-01-03,119.22,,0
2010-01-10,114.57,bearish,0
2010-01-17,109.76,bearish,0
2010-01-24,106.27,bearish,0
2010-01-31,108.35,bearish,0
2010-02-07,110.71,bearish,0
2010-02-14,114.26,bearish,0
2010-02-21,115.3,bearish,0
2010-02-28,119.68,bearish,0
2010-03-07,120.09,bearish,0
2010-03-14,119.53,bearish,0
2010-03-21,121.2,bearish,0
2010-03-28,121.05,bearish,0
2010-04-04,125.75,bearish,0
2010-04-11,125.94,bearish,0
2010-04-18,134.29,bearish,0
2010-04-25,133.79,bearish,0
2010-05-02,119.83,bearish,0
2010-05-09,128.15,bearish,0
2010-05-16,119.0,bearish,0
2010-05-23,122.98,bearish,0
2010-05-30,117.61,bearish,0
2010-06-06,119.89,bearish,0
2010-06-13,122.52,bearish,0
2010-06-20,115.57,bearish,0
2010-06-27,106.31,bearish,0
2010-07-04,114.0,bearish,0
2010-07-11,111.95,bearish,0
2010-07-18,117.15,bearish,0
2010-07-25,115.6,bearish,0
2010-08-01,116.74,bearish,0
2010-08-08,110.65,volume 0.05563949933586798 1.9505086899600719,0
2010-08-15,110.2,volume -0.007496271836386903 1.9505086899600719,0
2010-08-22,109.54,bearish,0
2010-08-29,116.05,volume -0.03709001877540352 1.9505086899600719,0
2010-09-05,115.65,volume -0.1841039211484894 1.9505086899600719,0
2010-09-12,116.61,volume 0.3666376296783407 1.9505086899600719,0
2010-09-19,120.95,volume -0.07382769025202096 1.9505086899600719,0
2010-09-26,123.08,volume -0.09575976308779288 1.9505086899600719,0
2010-10-03,125.77,volume 0.1155133751870252 1.9505086899600719,0
2010-10-10,126.2,volume -0.07255682767962546 1.9505086899600719,0
2010-10-17,125.75,volume 0.28228928045317914 1.9505086899600719,0
2010-10-24,122.04,volume 0.022411701259415828 1.9505086899600719,0
2010-10-31,125.12,volume -0.06890322752362243 1.9505086899600719,0
2010-11-07,121.17,volume -0.14586637809542735 1.9505086899600719,0
2010-11-14,121.23,volume -0.07057536545093013 1.9505086899600719,0
2010-11-21,120.76,volume -0.15753782750877243 1.9505086899600719,0
2010-11-28,125.65,volume 0.5017088851523408 1.9505086899600719,0
2010-12-05,128.62,volume -0.3066229943004294 1.9505086899600719,0
2010-12-12,130.15,volume 0.1470281721927278 1.9505086899600719,0
2010-12-19,132.67,volume -0.4272450726488919 1.9505086899600719,0
2010-12-26,131.72,volume -0.27527228753298727 1.9505086899600719,0
2011-01-02,130.77,volume 0.9533862817836374 1.9505086899600719,0
2011-01-09,133.11,volume 0.03776746240651252 1.9505086899600719,0
2011-01-16,131.02,volume -0.1707082048675428 1.9505086899600719,0
2011-01-23,137.35,volume 0.7506003184893313 1.9505086899600719,0
2011-01-30,139.4,volume -0.08689543947919631 1.9505086899600719,0
2011-02-06,142.13,volume -0.33129316594906666 1.9505086899600719,0
2011-02-13,143.5,volume 0.17171818308048636 1.9505086899600719,0
2011-02-20,138.9,volume -0.052860674559484955 1.9505086899600719,0
2011-02-27,140.09,volume 0.23785849263209724 1.9505086899600719,0
2011-03-06,141.38,volume -0.22475879531104193 1.9505086899600719,0
2011-03-13,137.99,volume 0.2781684679541736 1.9505086899600719,0
2011-03-20,141.95,volume -0.4442567953554759 1.9505086899600719,0
2011-03-27,144.66,volume 0.27376550517226517 1.9505086899600719,0
2011-04-03,141.55,volume -0.16255352277150648 1.9505086899600719,0
2011-04-10,144.5,volume 0.13158306445944445 1.9505086899600719,0
2011-04-17,145.65,volume -0.30225296829881354 1.9505086899600719,0
2011-04-24,143.52,volume 1.1097712635347268 1.9505086899600719,0
2011-05-01,142.23,volume 0.038709974042162365 1.9505086899600719,0
2011-05-08,142.4,volume -0.2294677586550945 1.9505086899600719,0
2011-05-15,140.51,volume 0.04565826510497284 1.9505086899600719,0
2011-05-22,140.16,volume 0.04117033274740378 1.9505086899600719,0
2011-05-29,130.3,volume 0.4399975735399215 1.9505086899600719,0
2011-06-05,126.59,volume 0.028533119894355696 1.9505086899600719,0
2011-06-12,129.8,volume -0.14548995563468137 1.9505086899600719,0
2011-06-19,133.07,volume 0.11903933505043574 1.9505086899600719,0
2011-06-26,141.19,volume -0.22744932592869016 1.9505086899600719,0
2011-07-03,140.88,volume -0.3044558800212538 1.9505086899600719,0
2011-07-10,134.15,volume 0.21673397638201575 1.9505086899600719,0
2011-07-17,133.53,volume 0.11434523106043537 1.9505086899600719,0
2011-07-24,125.61,volume 0.42656862724483857 1.9505086899600719,0
2011-07-31,115.66,bearish,0
2011-08-07,116.39,bearish,0
2011-08-14,106.46,bearish,0
2011-08-21,113.75,bearish,0
2011-08-28,111.73,bearish,0
2011-09-04,106.7,bearish,0
2011-09-11,110.29,bearish,0
2011-09-18,99.36,bearish,0
2011-09-25,98.12,bearish,0
2011-10-02,102.92,bearish,0
2011-10-09,111.63,volume -0.2849006971309106 1.9505086899600719,0
2011-10-16,114.71,volume 0.2685629304173245 1.9505086899600719,0
2011-10-23,120.39,volume 0.29075512763438893 1.9505086899600719,0
2011-10-30,119.69,volume 0.017976059077170037 1.9505086899600719,0
2011-11-06,121.95,volume -0.3199656237638241 1.9505086899600719,0
2011-11-13,115.46,volume -0.014563790577848623 1.9505086899600719,0
2011-11-20,108.35,bearish,0
2011-11-27,116.99,volume 0.6923879168743317 1.9505086899600719,0
2011-12-04,117.44,volume -0.2678654745679093 1.9505086899600719,0
2011-12-11,113.28,volume 0.5138934200077319 1.9505086899600719,0
2011-12-18,120.7,volume -0.37837650053554306 1.9505086899600719,0
2011-12-25,118.37,volume -0.18955055781317065 1.9505086899600719,0
2012-01-01,121.94,volume 0.20687873423179948 1.9505086899600719,0
2012-01-08,124.4,volume 0.12393078377101929 1.9505086899600719,0
2012-01-15,126.31,volume -0.0021141536507850445 1.9505086899600719,0
2012-01-22,131.02,volume 0.32716862195837293 1.9505086899600719,0
2012-01-29,136.31,volume 0.2690737457018264 1.9505086899600719,0
2012-02-05,137.96,volume -0.34016085132647933 1.9505086899600719,0
2012-02-12,139.57,volume -0.057188171666754495 1.9505086899600719,0
