,open,high,low,close,adjclose,volume,ticker,fiveYearHigh,WMA30,WMA30Slope,volumePerc,percent,RS,peak,trough,support,initialSupport,Stage,secondBuy
1995-05-22,3.9375,3.96875,3.75,3.78125,3.78125,112000,INCY,0.0,,0.0,-0.8300970873786407,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-05-29,3.8125,3.90625,3.75,3.75,3.75,62400,INCY,0.0,,0.0,-0.44285714285714284,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-06-05,3.75,3.78125,3.75,3.78125,3.78125,27200,INCY,0.0,,0.0,-0.5641025641025641,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-06-12,3.75,4.0625,3.75,4.0,4.0,362400,INCY,0.0,,0.0,12.323529411764707,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-06-19,4.0,4.03125,3.875,4.03125,4.03125,386000,INCY,0.0,,0.0,0.06512141280353201,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-06-26,4.03125,4.09375,3.9375,4.09375,4.09375,254000,INCY,0.0,,0.0,-0.34196891191709844,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-07-03,4.125,4.6875,4.125,4.53125,4.53125,366000,INCY,0.0,,0.0,0.4409448818897639,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-07-10,4.59375,4.625,4.40625,4.40625,4.40625,192800,INCY,0.0,,0.0,-0.47322404371584703,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-07-17,4.40625,4.46875,4.125,4.125,4.125,164000,INCY,0.0,,0.0,-0.14937759336099588,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-07-24,4.15625,4.25,4.15625,4.15625,4.15625,77200,INCY,0.0,4.008400541736234,0.0,-0.5292682926829269,0.0,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-07-31,4.1875,4.3125,4.0,4.3125,4.3125,264400,INCY,0.0,4.0311659977000245,0.0,2.4248704663212437,1.1794871794871795,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-08-07,4.375,4.53125,4.375,4.375,4.375,246000,INCY,0.0,4.056552421405751,1.006297538657602,-0.06959152798789714,1.1570247933884297,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-08-14,4.34375,4.375,4.15625,4.25,4.25,265600,INCY,0.0,4.072597447262015,1.0039553355138706,0.0796747967479674,1.1333333333333333,,4.84375,3.46875,0.0,0.0,bad sector,False
1995-08-21,4.375,5.5625,4.25,5.46875,5.46875,1053200,INCY,0.0,4.16619623655914,1.0229825781971285,2.9653614457831323,1.4675050533136265,,5.46875,5.46875,0.0,0.0,bad sector,False
1995-08-28,5.5625,5.71875,5.28125,5.40625,5.40625,578400,INCY,0.0,4.252016129032258,1.0205990998983756,-0.4508165590581086,1.453781512605042,,5.46875,5.40625,0.0,0.0,bad sector,False
1995-09-04,5.40625,5.8125,5.375,5.8125,5.8125,146000,INCY,0.0,4.360416666666667,1.0254939149675992,-0.7475795297372061,1.576271186440678,,5.8125,5.8125,0.0,0.0,bad sector,False
1995-09-11,5.8125,6.09375,5.75,6.0,6.0,325600,INCY,0.0,4.476344086021506,1.0265863169088976,1.2301369863013698,1.238709677419355,,6.0,6.0,0.0,0.0,bad sector,False
1995-09-18,6.03125,6.03125,5.78125,5.8125,5.8125,386400,INCY,0.0,4.577688172043011,1.0226399231323564,0.18673218673218672,1.24,,6.0,5.8125,0.0,0.0,bad sector,False
1995-09-25,5.84375,5.84375,5.59375,5.625,5.625,93600,INCY,0.0,4.664516129032258,1.0189676434317927,-0.7577639751552795,1.3636363636363635,,6.0,5.625,0.0,0.0,bad sector,False
1995-10-02,5.5625,5.5625,5.1875,5.46875,5.46875,313600,INCY,0.0,4.738037634408602,1.0157618718303367,2.3504273504273505,1.3888888888888888,,6.0,5.46875,0.0,0.0,bad sector,False
1995-10-09,5.46875,5.78125,5.34375,5.75,5.75,176000,INCY,0.0,4.82641129032258,1.0186519531360811,-0.4387755102040817,1.4488188976377954,,6.0,5.46875,0.0,0.0,bad sector,False
1995-10-16,5.78125,5.78125,5.5,5.5,5.5,185600,INCY,0.0,4.894825268817204,1.0141749168024283,0.05454545454545445,1.5855855855855856,,6.0,5.46875,0.0,0.0,bad sector,False
1995-10-23,5.53125,5.625,5.375,5.375,5.375,251600,INCY,0.0,4.950806451612904,1.0114368092263337,0.3556034482758621,1.5087719298245614,,6.0,5.375,0.0,0.0,bad sector,False
1995-10-30,5.375,5.5,4.75,4.84375,4.84375,823200,INCY,0.0,4.96861559139785,1.0035972199598198,2.271860095389507,1.28099173553719,,6.0,4.84375,0.0,0.0,bad sector,False
1995-11-06,4.84375,4.84375,4.375,4.4375,4.4375,4218400,INCY,0.0,4.957930107526882,0.9978494041902803,4.124392614188532,1.2033898305084745,,6.0,4.4375,0.0,0.0,bad sector,False
1995-11-13,4.4375,4.53125,4.125,4.34375,4.34375,1245600,INCY,0.0,4.939583333333333,0.9962995093122238,-0.7047221695429546,1.1779661016949152,,6.0,4.34375,0.0,0.0,bad sector,False
1995-11-20,4.375,4.71875,4.375,4.65625,4.65625,624400,INCY,0.0,4.939986559139785,1.0000816315424281,-0.49871547848426456,1.1374045801526718,,6.0,4.34375,0.0,0.0,bad sector,False
1995-11-27,4.71875,4.75,4.28125,4.3125,4.3125,1788800,INCY,0.0,4.917002688172043,0.9953473818819976,1.8648302370275465,1.0615384615384615,,6.0,4.3125,0.0,0.0,bad sector,False
1995-12-04,4.34375,4.71875,4.34375,4.6875,4.6875,2307600,INCY,0.0,4.917674731182796,1.000136677373061,0.29002683363148485,1.2,,6.0,4.3125,0.0,0.0,bad sector,False
1995-12-11,4.71875,4.71875,4.40625,4.46875,4.46875,543200,INCY,0.0,4.90255376344086,0.996925179364537,-0.764603917490033,1.1171875,,6.0,4.3125,0.0,0.0,bad sector,False
1995-12-18,4.46875,5.75,4.40625,5.6875,5.6875,1882800,INCY,0.0,4.96505376344086,1.012748457847841,2.4661266568483065,1.5041322314049588,,6.0,4.3125,0.0,0.0,bad sector,False
1995-12-25,5.75,6.28125,5.75,6.25,6.25,548400,INCY,0.0,5.059744623655914,1.0190714672441799,-0.708731676226896,1.6666666666666667,,6.25,6.25,0.0,0.0,bad sector,False
1996-01-01,6.625,7.21875,6.15625,6.375,6.375,2132800,INCY,0.0,5.157123655913979,1.0192458393656445,2.889132020423049,1.6859504132231404,,6.375,6.375,0.0,0.0,bad sector,False
1996-01-08,6.375,7.1875,6.375,7.09375,7.09375,2929600,INCY,0.0,5.295295698924731,1.0267924626651723,0.3735933983495874,1.7734375,,7.09375,7.09375,0.0,0.0,bad sector,False
1996-01-15,7.09375,9.03125,7.03125,8.375,8.375,3988000,INCY,0.0,5.509475806451613,1.0404472421758002,0.3612779901693064,2.0775193798449614,,8.375,8.375,0.0,0.0,bad sector,False
1996-01-22,8.125,9.34375,7.71875,8.96875,8.96875,3706400,INCY,0.0,5.752620967741936,1.044132176967834,-0.0706118355065195,2.1908396946564888,,8.96875,8.96875,0.0,0.0,bad sector,False
1996-01-29,9.09375,9.84375,8.96875,9.375,9.375,3560000,INCY,0.0,6.011491935483871,1.045000525707076,-0.03949924454996767,2.0689655172413794,,9.375,9.375,0.0,0.0,bad sector,False
1996-02-05,9.3125,9.375,7.6875,8.84375,8.84375,2099200,INCY,0.0,6.225672043010753,1.0356284446233133,-0.41033707865168534,2.00709219858156,,9.375,8.84375,0.0,0.0,bad sector,False
1996-02-12,9.0,9.375,8.625,9.1875,9.1875,1238800,INCY,0.0,6.452486559139785,1.0364321336816424,-0.40987042682926833,2.227272727272727,,9.375,8.84375,0.0,0.0,bad sector,False
1996-02-19,9.125,9.125,8.4375,8.8125,8.8125,1027200,INCY,0.0,6.644220430107527,1.0297147261308366,-0.17081046173716496,2.1203007518796992,,9.375,8.8125,0.0,0.0,bad sector,False
1996-02-26,8.3125,8.5625,7.75,7.875,7.875,1538400,INCY,0.0,6.765456989247312,1.018246920073635,0.49766355140186924,1.826086956521739,,9.375,7.875,0.0,0.0,bad sector,False
1996-03-04,7.8125,8.3125,7.5,7.6875,7.6875,2075200,INCY,0.0,6.866935483870968,1.0149995033277044,0.34893395735829436,1.7571428571428571,,9.375,7.6875,0.0,0.0,bad sector,False
1996-03-11,7.625,8.1875,7.625,8.0625,8.0625,1193200,INCY,0.0,6.985483870967742,1.0172636523781562,-0.42501927525057825,1.8970588235294117,,9.375,7.6875,0.0,0.0,bad sector,False
1996-03-18,8.25,8.25,7.125,7.3125,7.3125,1079600,INCY,0.0,7.04744623655914,1.0088701608558455,-0.09520616828695949,1.3371428571428572,,9.375,7.3125,0.0,0.0,bad sector,False
1996-03-25,7.3125,7.375,6.875,7.125,7.125,897200,INCY,0.0,7.093346774193549,1.0065130738275514,-0.1689514635050019,1.3179190751445087,,9.375,7.125,0.0,0.0,bad sector,False
1996-04-01,7.0,7.1875,6.125,6.75,6.75,2554400,INCY,0.0,7.11135752688172,1.002539105060209,1.8470798038341507,1.1612903225806452,,9.375,6.75,0.0,0.0,bad sector,False
1996-04-08,6.8125,6.9375,5.78125,6.0625,6.0625,1862000,INCY,0.0,7.082997311827957,0.9960119829516997,-0.27106169746320075,1.0104166666666667,,9.375,6.0625,0.0,0.0,bad sector,False
1996-04-15,6.125,7.8125,6.0,7.625,7.625,3905600,INCY,0.0,7.155309139784946,1.0102092129607667,1.0975295381310417,1.3118279569892473,,9.375,6.0625,0.0,0.0,bad sector,False
1996-04-22,7.6875,8.25,6.9375,7.875,7.875,1627200,INCY,0.0,7.239852150537635,1.0118154239182502,-0.5833674723473986,1.4,,9.375,6.0625,0.0,0.0,bad sector,False
1996-04-29,8.0625,8.4375,7.5625,7.75,7.75,736400,INCY,0.0,7.311491935483871,1.0098951999925738,-0.5474434611602753,1.417142857142857,,9.375,6.0625,0.0,0.0,bad sector,False
1996-05-06,7.5625,7.75,6.8125,7.125,7.125,2091200,INCY,0.0,7.337903225806452,1.0036122983592997,1.839760999456817,1.2391304347826086,,9.375,6.0625,0.0,0.0,bad sector,False
1996-05-13,7.25,8.5625,7.0625,8.25,8.25,1800000,INCY,0.0,7.43393817204301,1.0130875187749568,-0.1392501912777353,1.5,,9.375,6.0625,0.0,0.0,bad sector,False
1996-05-20,8.375,8.96875,8.25,8.8125,8.8125,1646400,INCY,0.0,7.560349462365592,1.0170046195431082,-0.08533333333333337,1.6395348837209303,,9.375,6.0625,0.0,0.0,bad sector,False
1996-05-27,8.875,9.0625,8.25,8.5625,8.5625,838800,INCY,0.0,7.663239247311828,1.0136091308289925,-0.4905247813411079,1.767741935483871,,9.375,6.0625,0.0,0.0,bad sector,False
1996-06-03,8.375,9.375,8.28125,8.78125,8.78125,1798000,INCY,0.0,7.772244623655914,1.014224451674574,1.1435383881735812,1.9788732394366197,,9.375,6.0625,0.0,0.0,bad sector,False
1996-06-10,8.75,9.8125,8.4375,9.5,9.5,3113200,INCY,0.0,7.918279569892473,1.0187892884627023,0.7314794215795328,2.1870503597122304,,9.5,9.5,0.0,0.0,bad sector,False
1996-06-17,9.71875,9.8125,7.53125,8.5,8.5,1503600,INCY,0.0,7.9887096774193544,1.0088946224877784,-0.5170242836952332,1.825503355704698,,9.5,8.5,0.0,0.0,bad sector,False
1996-06-24,8.75,9.96875,8.5625,9.640625,9.640625,2535600,INCY,0.0,8.124462365591398,1.0169930681741706,0.6863527533918596,2.2355072463768115,,9.640625,9.640625,0.0,0.0,bad sector,False
1996-07-01,9.75,9.84375,9.25,9.375,9.375,2090000,INCY,0.0,8.231619623655915,1.0131894583595276,-0.17573749802808014,2.0,,9.640625,9.375,0.0,0.0,bad sector,False
1996-07-08,9.5625,10.4375,9.1875,9.6875,9.6875,5827600,INCY,0.0,8.348857526881721,1.0142423858955885,1.7883253588516745,2.167832167832168,,9.6875,9.6875,0.0,0.0,bad sector,False
1996-07-15,9.875,10.1875,8.125,9.9375,9.9375,2220800,INCY,0.0,8.471001344086021,1.0146300037832745,-0.6189168783032466,1.7472527472527473,,9.9375,9.9375,0.0,0.0,bad sector,False
1996-07-22,9.9375,9.9375,8.5625,9.625,9.625,869600,INCY,0.0,8.563844086021506,1.0109600669583534,-0.6084293948126801,1.54,,9.9375,9.625,0.0,0.0,bad sector,False
1996-07-29,9.6875,9.9375,9.125,9.75,9.75,2006400,INCY,0.0,8.657493279569893,1.0109354155222474,1.3072677092916285,1.5294117647058822,,9.9375,9.625,0.0,0.0,bad sector,False
1996-08-05,9.8125,10.875,9.5625,10.71875,10.71875,842000,INCY,0.0,8.80638440860215,1.0171979491319518,-0.5803429027113238,1.5110132158590308,,10.71875,10.71875,0.0,0.0,bad sector,False
1996-08-12,10.8125,11.0,10.0625,10.34375,10.34375,1387200,INCY,0.0,8.923286290322581,1.0132746739520295,0.6475059382422803,1.2350746268656716,,10.71875,10.34375,0.0,0.0,bad sector,False
1996-08-19,10.34375,10.96875,10.0,10.75,10.75,1629200,INCY,0.0,9.062163978494624,1.0155635136712646,0.17445213379469426,1.1986062717770034,,10.75,10.75,0.0,0.0,bad sector,False
1996-08-26,10.625,10.71875,9.875,10.15625,10.15625,1474000,INCY,0.0,9.158904569892472,1.0106752196966886,-0.09526147802602503,1.0833333333333333,,10.75,10.15625,0.0,0.0,bad sector,False
1996-09-02,10.0,10.0,9.25,9.90625,9.90625,781200,INCY,0.0,9.237836021505377,1.008618001313429,-0.47001356852103116,1.1201413427561837,,10.75,9.90625,0.0,0.0,bad sector,False
1996-09-09,9.9375,10.875,9.625,10.75,10.75,1607200,INCY,0.0,9.368918010752688,1.0141896856517216,1.0573476702508962,1.1700680272108843,,10.75,10.75,0.0,0.0,bad sector,False
1996-09-16,10.875,12.25,10.6875,12.1875,12.1875,3227200,INCY,0.0,9.589381720430108,1.0235313949192846,1.0079641612742658,1.3829787234042554,,12.1875,12.1875,0.0,0.0,bad sector,False
1996-09-23,12.09375,12.09375,11.25,11.9375,11.9375,1344400,INCY,0.0,9.786458333333334,1.0205515453080103,-0.5834159643034209,1.5158730158730158,,12.1875,11.9375,0.0,0.0,bad sector,False
1996-09-30,11.9375,12.625,11.875,11.90625,11.90625,986400,INCY,0.0,9.972782258064516,1.0190389534584283,-0.2662897947039572,1.548780487804878,,12.1875,11.90625,0.0,0.0,bad sector,False
1996-10-07,12.0625,12.25,10.9375,11.625,11.625,1342000,INCY,0.0,10.131888440860216,1.0159540415782204,0.3605028386050284,1.441860465116279,,12.1875,11.625,0.0,0.0,bad sector,False
1996-10-14,11.75,12.0625,10.9375,11.0625,11.0625,1546000,INCY,0.0,10.247043010752687,1.0113655584114085,0.15201192250372575,1.5128205128205128,,12.1875,11.0625,0.0,0.0,bad sector,False
1996-10-21,11.0625,11.0625,9.65625,10.5625,10.5625,2135200,INCY,0.0,10.321875,1.0073027886355888,0.3811125485122897,1.4824561403508771,,12.1875,10.5625,0.0,0.0,bad sector,False
1996-10-28,10.4375,10.625,9.5625,10.0625,10.0625,1932800,INCY,0.0,10.357056451612904,1.0034084361235631,-0.09479205695016857,1.4907407407407407,,12.1875,10.0625,0.0,0.0,bad sector,False
1996-11-04,10.1875,10.6875,9.75,10.5625,10.5625,1794000,INCY,0.0,10.417372311827958,1.005823648881016,-0.07181291390728473,1.7422680412371134,,12.1875,10.0625,0.0,0.0,bad sector,False
1996-11-11,10.53125,11.0625,9.8125,10.125,10.125,1467600,INCY,0.0,10.439784946236559,1.0021514671586762,-0.1819397993311037,1.3278688524590163,,12.1875,10.0625,0.0,0.0,bad sector,False
1996-11-18,10.125,10.6875,9.6875,9.8125,9.8125,1387600,INCY,0.0,10.43665994623656,0.9997006643320632,-0.05451076587626058,1.246031746031746,,12.1875,9.8125,0.0,0.0,bad sector,False
1996-11-25,9.9375,9.9375,8.875,9.5,9.5,964800,INCY,0.0,10.409206989247313,0.9973695648674319,-0.30469876044969735,1.2258064516129032,,12.1875,9.5,0.0,0.0,bad sector,False
1996-12-02,9.5625,10.6875,9.4375,10.625,10.625,4156800,INCY,0.0,10.45057123655914,1.0039738135051552,3.308457711442786,1.4912280701754386,,12.1875,9.5,0.0,0.0,bad sector,False
1996-12-09,10.625,12.125,9.875,11.875,11.875,2213600,INCY,0.0,10.56505376344086,1.0109546669067453,-0.4674749807544265,1.4393939393939394,,12.1875,9.5,0.0,0.0,bad sector,False
1996-12-16,12.0,13.21875,10.875,12.5,12.5,5339200,INCY,0.0,10.712063172043012,1.0139146862755077,1.4119985543910372,1.4184397163120568,,12.5,12.5,0.0,0.0,bad sector,False
1996-12-23,12.5,12.875,12.25,12.53125,12.53125,540000,INCY,0.0,10.853158602150538,1.0131716390989707,-0.8988612526221157,1.4635036496350364,,12.53125,12.53125,0.0,0.0,bad sector,False
1996-12-30,12.5,13.59375,12.375,13.5,13.5,1668000,INCY,0.0,11.048219086021506,1.0179726926530233,2.088888888888889,1.5373665480427046,,13.5,13.5,0.0,0.0,bad sector,False
1997-01-06,13.75,15.0625,13.3125,14.6875,14.6875,2694800,INCY,0.0,11.309744623655915,1.0236712845389986,0.6155875299760192,1.5460526315789473,,14.6875,14.6875,0.0,0.0,bad sector,False
1997-01-13,14.84375,17.6875,14.46875,17.0,17.0,5250800,INCY,0.0,11.709307795698924,1.0353291064775474,0.9484933946860621,2.0,,17.0,17.0,0.0,0.0,bad sector,False
1997-01-20,17.0625,18.625,16.625,16.625,16.625,2551200,INCY,0.0,12.066397849462366,1.0304962564819253,-0.514131180010665,1.7244732576985413,,17.0,16.625,0.0,0.0,bad sector,False
1997-01-27,16.4375,17.0,15.6875,16.625,16.625,2348800,INCY,0.0,12.408467741935484,1.028348965179228,-0.07933521480087802,1.7733333333333334,,17.0,16.625,0.0,0.0,bad sector,False
1997-02-03,16.625,17.5,16.5,16.96875,16.96875,2782400,INCY,0.0,12.75712365591398,1.028098224634149,0.1846049046321525,1.7516129032258065,,17.0,16.625,0.0,0.0,bad sector,False
1997-02-10,17.25,18.125,16.75,17.6875,17.6875,1161200,INCY,0.0,13.136491935483871,1.029737759843225,-0.5826624496837263,1.779874213836478,,17.6875,17.6875,0.0,0.0,bad sector,False
1997-02-17,17.8125,18.375,16.875,16.96875,16.96875,1019200,INCY,0.0,13.452822580645162,1.024080298356278,-0.12228728901136754,1.7629870129870129,,17.6875,16.96875,0.0,0.0,bad sector,False
1997-02-24,17.375,17.375,12.625,13.25,13.25,3024800,INCY,0.0,13.513440860215054,1.0045059896691944,1.9678178963893251,1.358974358974359,,17.6875,13.25,0.0,0.0,bad sector,False
1997-03-03,13.3125,15.125,13.3125,14.25,14.25,2855200,INCY,0.0,13.631048387096774,1.00870300377959,-0.056069822798201496,1.3294460641399417,,17.6875,13.25,0.0,0.0,bad sector,False
1997-03-10,14.3125,14.6875,12.03125,13.75,13.75,2830400,INCY,0.0,13.70880376344086,1.0057042843760786,-0.008685906416363132,1.3293051359516617,,17.6875,13.25,0.0,0.0,bad sector,False
1997-03-17,13.9375,13.9375,12.5625,13.25,13.25,2193200,INCY,0.0,13.746975806451612,1.0027844911685548,-0.22512719050310914,1.2325581395348837,,17.6875,13.25,0.0,0.0,bad sector,False
1997-03-24,13.4375,14.625,13.0625,13.625,13.625,997600,INCY,0.0,13.803965053763442,1.0041455843171765,-0.5451395221594018,1.3415384615384616,,17.6875,13.25,0.0,0.0,bad sector,False
1997-03-31,13.75,13.75,11.5,12.0625,12.0625,3006000,INCY,0.0,13.75268817204301,0.9962853512363499,2.013231756214916,1.2176656151419558,,17.6875,12.0625,0.0,0.0,bad sector,False
1997-04-07,12.1875,13.1875,11.75,12.3125,12.3125,1302800,INCY,0.0,13.712903225806452,0.9971071149335419,-0.5666001330671989,1.1453488372093024,,17.6875,12.0625,0.0,0.0,bad sector,False
1997-04-14,12.125,13.25,11.4375,12.25,12.25,716800,INCY,0.0,13.665725806451613,0.9965596330275229,-0.4498004298434142,1.005128205128205,,17.6875,12.0625,0.0,0.0,bad sector,False
1997-04-21,12.4375,12.9375,10.8125,11.4375,11.4375,1818800,INCY,0.0,13.565994623655914,0.9927020939679168,1.5373883928571428,0.9581151832460733,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-04-28,11.5,12.8125,10.375,12.53125,12.53125,3097200,INCY,0.0,13.537903225806451,0.997929278417929,0.702881020453046,1.05249343832021,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-05-05,12.875,14.75,12.3125,13.59375,13.59375,1883200,INCY,0.0,13.577016129032257,1.0028891404062668,-0.39196693787937487,1.1693548387096775,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-05-12,13.6875,14.0,13.25,13.5,13.5,1020800,INCY,0.0,13.605846774193548,1.0021234890558641,-0.4579439252336449,1.2203389830508475,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-05-19,13.75,14.875,13.4375,14.875,14.875,617600,INCY,0.0,13.718145161290323,1.0082536860042972,-0.39498432601880873,1.4082840236686391,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-05-26,15.0,16.75,15.0,16.375,16.375,1201600,INCY,0.0,13.917943548387097,1.0145645336703801,0.9455958549222798,1.6273291925465838,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-06-02,16.25,17.5,16.15625,16.625,16.625,1114400,INCY,0.0,14.120295698924732,1.0145389403135698,-0.07256990679094544,1.5739644970414202,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-06-09,16.5,17.21875,16.125,16.75,16.75,770400,INCY,0.0,14.317674731182796,1.0139783922707153,-0.30868628858578606,1.654320987654321,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-06-16,16.71875,17.375,16.375,16.9375,16.9375,1046800,INCY,0.0,14.512903225806452,1.0136354888827348,0.3587746625129802,1.7261146496815287,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-06-23,17.15625,17.9375,16.6875,16.875,16.875,718800,INCY,0.0,14.68877688172043,1.0121184337260132,-0.31333588077951857,1.7763157894736843,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-06-30,16.75,16.875,15.1875,15.75,15.75,480000,INCY,0.0,14.776209677419354,1.0059523537189627,-0.332220367278798,1.4823529411764707,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-07-07,15.875,17.625,15.3125,17.0,17.0,1126400,INCY,0.0,14.933266129032258,1.0106290080502116,1.3466666666666667,1.431578947368421,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-07-14,17.25,18.0,16.28125,16.5,16.5,1068800,INCY,0.0,15.047043010752688,1.0076190219030003,-0.051136363636363646,1.32,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-07-21,17.0625,17.0625,15.25,16.0,16.0,2289600,INCY,0.0,15.119959677419354,1.0048459133541758,1.1422155688622753,1.2768079800498753,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-07-28,16.0,17.4375,16.0,16.9375,16.9375,6748000,INCY,0.0,15.245900537634409,1.008329444185168,1.9472396925227113,1.2546296296296295,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-08-04,16.75,17.0625,15.875,16.125,16.125,1671200,INCY,0.0,15.312029569892474,1.0043374959776779,-0.7523414344991108,1.097872340425532,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-08-11,16.125,16.21875,15.5,16.125,16.125,808400,INCY,0.0,15.375067204301075,1.0041168699499217,-0.516275730014361,0.9485294117647058,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-08-18,15.625,16.5,15.5,15.9375,15.9375,741200,INCY,0.0,15.427889784946236,1.0034355999842643,-0.08312716476991588,0.9586466165413534,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-08-25,15.9375,16.0625,14.90625,15.125,15.125,737200,INCY,0.0,15.429771505376344,1.000121968749864,-0.005396654074473872,0.9097744360902256,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-09-01,15.375,16.84375,15.0,16.625,16.625,1935200,INCY,0.0,15.531653225806451,1.0066029312485028,1.6250678241996743,0.9797421731123389,,17.6875,11.4375,0.0,0.0,bad sector,False
1997-09-08,16.859375,18.21875,16.625,17.890625,17.890625,3093600,INCY,0.0,15.71592741935484,1.0118644287809755,0.5985944605208764,1.0114840989399294,,17.890625,17.890625,0.0,0.0,bad sector,False
